Gene name	Zebrafish gene name
Prkag3	prkag3a
Prkag3	prkag3b
Prkar1a	prkar1aa
Prkar1a	prkar1ab
Prkar2a	prkar2aa
Prkar2a	prkar2ab
Prkar2b	PRKAR2B
Prkca	prkca
Prkca	PRKCA (1 of many)
Prkcb	prkcba
Prkcb	prkcbb
Zmynd8	prkcbp1l
Prkcd	prkcda
Prkcd	prkcdb
Prkce	prkcea
Prkce	prkceb
Prkcg	prkcg
Prkch	prkcha
Prkch	prkchb
Prkci	prkci
Prkcq	prkcq
Prkcsh	prkcsh
Prkcz	prkcz
Prkd1	prkd1
Prkd3	prkd3
Prkdc	prkdc
Prkg1	prkg1a
Prkg1	prkg1b
Prkg2	prkg2
Prkra	prkra
Prkrip1	prkrip1
Thap12	prkrira
Thap12	prkrirb
Prkx	prkx
Prl	prl
Prl3d1	prl
Prl3d2	prl
Prl3d3	prl
Prl3c1	prl
Prl3b1	prl
Prl3a1	prl
Prl6a1	prl
Prl2b1	prl
Prl8a1	prl
Prl7b1	prl
Prl7a1	prl
Prl7a2	prl
Prl2c3	prl
Prl7d1	prl
Prl7c1	prl
Prl2a1	prl
Prl2c1	prl
Prl4a1	prl
Prl5a1	prl
Prl2c2	prl
Prl2c5	prl
Prlh	prlh2
Prlhr	prlhr2a
Prlhr	prlhr2b
Gm21973	prlra
Prlr	prlra
Gm21973	prlrb
Prlr	prlrb
Prmt1	prmt1
Prmt2	prmt2
Prmt3	prmt3
Prmt5	prmt5
Prmt6	prmt6
Prmt7	prmt7
Prmt8	PRMT8 (1 of many)
Prmt8	prmt8b
Prmt9	prmt9
Prob1	prob1
Proc	PROC (1 of many)
Proc	proca
Proca1	proca1
Prodh2	PRODH2
Prodh	prodha
Prok1	prok1
Prok2	prok2
Prokr2	prokr1a
Prokr1	prokr1a
Prokr2	prokr1b
Prokr1	prokr1b
Prom1	prom1a
Prom1	prom1b
Prom2	prom2
Pros1	pros1
Prosc	prosc
Proser1	proser1
Proser3	proser3
Prox1	prox1a
Prox2	prox2
Proz	proza
Proz	prozb
Col22a1	prp
Prpf18	prpf18
Prpf19	prpf19
Prpf3	prpf3
Prpf31	prpf31
Prpf38a	prpf38a
Prpf38b	prpf38b
Prpf39	prpf39
Prpf4	prpf4
Prpf40a	prpf40a
Prpf4b	prpf4ba
Prpf4b	prpf4bb
Prpf6	prpf6
Prpf8	prpf8
Prph	prph
Prph2	prph2a
Prph2	prph2b
Prps1l3	prps1a
Prps1	prps1a
Prps1l1	prps1a
Prps1l3	prps1b
Prps1	prps1b
Prps1l1	prps1b
Prpsap1	prpsap1
Prpsap2	prpsap2
Prr11	prr11
Prr12	prr12a
Prr12	prr12b
Prr14	prr14
Prr15l	prr15la
Prr15l	prr15lb
Prr16	prr16
Prr18	prr18
Prr5	prr5a
Prr5	prr5b
Prr5l	PRR5L
Prr7	prr7
Prrc1	prrc1
Prrc2a	prrc2a
Prrc2b	PRRC2B
Prrc2c	prrc2c
Prrg1	prrg1
Prrg3	PRRG3
Prrg4	prrg4
Prrt1	prrt1
Gm13420	prrt1
Prrt2	prrt2
Prrx1	prrx1a
Prrx1	prrx1b
Prss12	prss12
Prss16	prss16
Prss35	prss35
Prss35	PRSS35 (1 of many)
Prss56	prss56
Prss53	prss60.1
Prss36	prss60.1
Prss53	prss60.2
Prss36	prss60.2
Prss53	prss60.3
Prss36	prss60.3
Prtg	prtgb
Prune1	prune
Prune2	prune2
Prx	prx
Psapl1	psap
Psap	psap
Psat1	psat1
Psd2	psd2
Psd3	psd3l
Psen1	psen1
Psen2	psen2
Psenen	psenen
Psip1	psip1a
Pskh1	pskh1
Psma1	psma1
Psma2	psma2
Psma3	psma3
Psma4	psma4
Psma5	psma5
Psma6	psma6a
Psma6	psma6b
Psma8	psma8
Psmb1	psmb1
Psmb10	PSMB10
Psmb11	psmb11b
Psmb2	psmb2
Psmb3	psmb3
Gm4950	psmb3
Psmb4	psmb4
Psmb5	psmb5
Psmb6	psmb6
Psmb7	psmb7
Psmb8	psmb8a
Psmb9	psmb9a
Psmc1	psmc1a
Psmc1	psmc1b
Psmc2	psmc2
Psmc3	psmc3
Psmc3ip	psmc3ip
Psmc4	psmc4
Psmc5	psmc5
Psmc6	psmc6
Psmd1	psmd1
Gm21972	psmd1
Psmd10	psmd10
Psmd11	psmd11a
Psmd11	psmd11b
Psmd12	psmd12
Psmd13	psmd13
Psmd14	psmd14
Psmd3	psmd3
Psmd4	psmd4a
Psmd4	psmd4b
Psmd5	psmd5
Psmd6	psmd6
Psmd7	psmd7
Psmd8	psmd8
Psmd9	psmd9
Psme1	psme1
Psme2	psme2
Psme2b	psme2
Psme3	psme3
Psme4	psme4a
Psme4	psme4b
Psmf1	psmf1
Psmg1	psmg1
Psmg2	psmg2
Psmg3	psmg3
Psmg4	PSMG4
Pspc1	pspc1
Psph	psph
Pspn	PSPN
Pstpip1	pstpip1a
Pstpip1	pstpip1b
Pstpip2	pstpip2
Ptafr	ptafr
Ptar1	ptar1
Ptbp1	ptbp1a
Ptbp1	ptbp1b
Ptbp2	ptbp2a
Ptbp2	ptbp2b
Ptbp3	ptbp3
Ptcd1	ptcd1
Ptcd2	ptcd2
Ptcd3	ptcd3
Ptch1	ptch1
Ptch2	ptch2
Ptchd1	ptchd1
Ptchd4	ptchd4
Ptdss1	ptdss1a
Ptdss1	ptdss1b
Ptdss2	PTDSS2
Pten	ptena
Pten	ptenb
Pter	pter
Ptf1a	ptf1a
Ptgdr2	PTGDR2
Ptgds	ptgdsa
Ptger1	ptger1a
Ptger1	ptger1b
Ptger2	ptger2a
Ptger2	ptger2b
Ptger3	ptger3
Ptger4	ptger4a
Ptger4	ptger4b
Ptges	ptges
Ptges3	ptges3a
Ptges3	ptges3b
Ptges2	ptgesl
Ptgfr	ptgfr
Ptgfrn	PTGFRN (1 of many)
Ptgir	ptgir
Ptgis	ptgis
Ptgr1	ptgr1
Ptgr1	PTGR1 (1 of many)
Ptgr2	ptgr2
Ptgs1	ptgs1
Ptgs2	ptgs2a
Ptgs2	ptgs2b
Pth1r	pth1ra
Pth2	pth2
Pth2r	pth2r
Pth2r	PTH2R (1 of many)
Pthlh	pthlha
Pthlh	pthlhb
Ptk2	ptk2aa
Ptk2	ptk2ab
Ptk2b	ptk2ba
Ptk2b	ptk2bb
Ptk6	ptk6a
Ptk6	ptk6b
Ptk7	ptk7a
Ptn	ptn
Ptp4a1	ptp4a1
Ptp4a2	ptp4a2a
Ptp4a2	ptp4a2b
Ptp4a3	PTP4A3
Ptpdc1	ptpdc1a
Ptpdc1	ptpdc1b
Ptpn1	ptpn1
Ptpn11	ptpn11a
Ptpn13	ptpn13
Ptpn18	ptpn18
Ptpn20	ptpn20
Ptpn21	ptpn21
Ptpn22	ptpn22
Ptpn23	ptpn23a
Ptpn23	ptpn23b
Ptpn2	ptpn2a
Ptpn2	ptpn2b
Ptpn3	ptpn3
Ptpn4	ptpn4a
Ptpn5	ptpn5
Ptpn6	ptpn6
Ptpn9	ptpn9a
Ptpra	ptpra
Ptprb	ptprb
Ptprc	ptprc
Ptprd	PTPRD
Ptpre	ptprea
Ptpre	ptpreb
Ptprf	ptprfa
Ptprf	ptprfb
Ptprg	ptprga
Ptprh	ptprh
Ptprj	ptprja
Ptprj	ptprjb.1
Ptprj	ptprjb.2
Ptprk	ptprk
Ptprm	PTPRM
Ptprn2	ptprn2
Ptprn	ptprna
Ptprn	ptprnb
Ptpro	ptpro
Ptprq	ptprq
Ptprr	ptprr
Ptprs	ptprsa
Ptprt	ptprt
Ptpru	ptprua
Ptpru	ptprub
Ptprz1	ptprz1a
Ptprz1	ptprz1b
Ptrf	ptrfa
Ptrf	ptrfb
Ptrh1	ptrh1
Ptrh2	ptrh2
Ptrhd1	ptrhd1
Pts	pts
Pttg1ip	pttg1ipa
Pttg1ip	pttg1ipb
Ptx3	ptx3a
Ptx3	ptx3b
Ptx4	ptx4
Hdhd1a	pudp
Puf60	puf60a
Puf60	puf60b
Pum1	pum1
Pum2	pum2
Pum3	pum3
Pura	puraa
Pura	purab
Purb	purba
Purb	purbb
Purg	purg
Pus1	pus1
Pus10	pus10
Pus3	pus3
Pus7	pus7
Pus7l	pus7l
Pusl1	pusl1
Pvalb	pvalb6
Pvalb	pvalb7
Ocm	pvalb8
Ocm	pvalb9
Nectin1	pvrl1a
Nectin1	pvrl1b
Nectin2	pvrl2l
Pvr	pvrl2l
Nectin3	pvrl3b
Nectin4	pvrl4
Pwp1	pwp1
Pwp2	pwp2h
Pwwp2a	pwwp2a
Pwwp2b	pwwp2b
Pxdc1	pxdc1a
Pxdc1	pxdc1b
Pxdn	PXDN
Pxk	pxk
Pxmp2	pxmp2
Pxmp4	PXMP4
Pxn	pxna
Pxylp1	pxylp1
Pycard	pycard
Pycr2	pycr1a
Pycr1	pycr1a
Pycr2	pycr1b
Pycr1	pycr1b
Pycrl	pycrl
Pygb	pygb
Pygl	pygl
Pygm	pygma
Pygm	pygmb
Pygo1	pygo1
Pygo2	pygo2
Pym1	pym1
Pyroxd2	pyroxd2
Pyurf	PYURF
Pyy	pyyb
Qars	qars
Qdpr	QDPR (1 of many)
Qdpr	qdprb1
Qdpr	qdprb2
Qk	qki2
Qk	qkib
Qpct	qpct
Qpctl	qpctla
Qpctl	qpctlb
Qrfpr	QRFPR (1 of many)
C130060K24Rik	QRFPR (1 of many)
Qrfpr	qrfpra
C130060K24Rik	qrfpra
Qrich1	qrich1
Qrsl1	qrsl1
Qser1	qser1
Qsox1	qsox1
Qsox2	QSOX2
Qtrt1	qtrt1
Qtrtd1	qtrtd1
D630003M21Rik	quo
R3hcc1	r3hcc1
R3hcc1l	r3hcc1l
R3hdm1	r3hdm1
R3hdm2	R3HDM2
R3hdm4	r3hdm4
R3hdml	r3hdml
Rab10	rab10
Rab11a	rab11a
Rab11b	rab11bb
Rab11fip1	rab11fip1a
Rab11fip1	rab11fip1b
Rab11fip2	rab11fip2
Rab11fip3	rab11fip3
Rab11fip4	rab11fip4a
Rab11fip4	rab11fip4b
Rab11fip5	rab11fip5a
Rab12	rab12
Rab13	rab13
Rab14	rab14
Rab15	rab15
Rab18	rab18a
Rab18	rab18b
Rab19	RAB19
Rab1a	rab1aa
Rab1a	rab1ab
Rab1b	rab1ba
Rab1b	rab1bb
Rab20	rab20
Rab21	RAB21
Rab22a	rab22a
Rab23	rab23
Rab24	rab24
Rab25	rab25a
Rab25	rab25b
Rab27a	rab27a
Rab27b	rab27b
Rab2a	rab2a
Rab30	rab30
Rab31	RAB31
Rab32	rab32a
Rab33a	rab33a
Rab33b	rab33ba
Rab34	rab34a
Rab35	RAB35 (1 of many)
Rab35	rab35b
Rab36	rab36
Rab38	rab38b
Rab39b	rab39ba
Rab39b	rab39bb
Rab3a	rab3aa
Rab3a	rab3ab
Rab3b	rab3b
Rab3c	rab3c
Rab3d	rab3da
Rab3d	rab3db
Rab3gap1	rab3gap1
Rab3gap2	rab3gap2
Rab3il1	rab3il1
Rab3ip	rab3ip
Rab40b	rab40b
Rab40c	rab40c
Rab43	rab43
Rab4a	rab4a
Rab4b	rab4b
Rab5a	rab5ab
Rab5c	rab5c
Rab6a	rab6a
Rab6b	rab6ba
Rab6b	rab6bb
Rab7	rab7
Rab8a	rab8a
Rab8b	rab8b
Rab9	rab9a
Rab9b	rab9b
Rabac1	rabac1
Rabep1	rabep1
Rabep2	rabep2
Rabepk	rabepk
Rabgap1	RABGAP1
Rabgap1l	rabgap1l
Rabgef1	rabgef1
Rabgef1	rabgef1l
Rabggta	rabggta
Rabggtb	rabggtb
Rabif	rabif
Rabl2	rabl2
Rabl3	rabl3
Rabl6	RABL6 (1 of many)
Rabl6	rabl6b
Rac1	RAC1 (1 of many)
Rac1	rac1a
Rac1	rac1b
Rac1	rac1l
Rac2	rac2
Racgap1	racgap1
Rad1	rad1
Rad17	rad17
Rad18	rad18
Rad21	rad21a
Rad21	rad21b
Rad23a	rad23aa
Rad23b	rad23b
Rad50	rad50
Rad51	rad51
Rad51ap1	rad51ap1
Rad51b	rad51b
Rad51c	rad51c
Rad51d	rad51d
Rad52	rad52
Rad54b	rad54b
Rad54l	rad54l
Rad54l2	rad54l2
Rad9a	rad9a
Rad9b	rad9b
Radil	radil
Rae1	rae1
Raf1	raf1a
Raf1	raf1b
Rag1	rag1
Rag2	rag2
Rai1	rai1
Rai14	rai14
Rai2	RAI2
Rala	ralab
Ralb	ralba
Ralbp1	ralbp1
Ralgapa1	ralgapa1
Ralgapa2	ralgapa2
Ralgapb	ralgapb
Ralgps1	ralgps1
Ralgps2	ralgps2
Raly	raly
Ralyl	ralyl
Ramp1	RAMP1
Ramp2	ramp2
Ran	ran
1700009N14Rik	ran
Rasl2-9	ran
Ranbp1	ranbp1
Ranbp10	ranbp10
Ranbp2	RANBP2
Ranbp3	ranbp3a
Ranbp3	ranbp3b
Ranbp9	ranbp9
Rangap1	rangap1a
Rangap1	rangap1b
Rangrf	rangrf
Rap1a	rap1aa
Rap1a	rap1ab
Rap1b	rap1b
Rap1gap	rap1gap
Rap1gap	RAP1GAP (1 of many)
Rap1gap2	rap1gap2a
Rap1gap2	rap1gap2b
Rap1gds1	RAP1GDS1
Rap2a	rap2aa
Rap2a	rap2ab
Rap2b	rap2b
Gm266	rap2c
Rap2c	rap2c
Rapgef1	rapgef1a
Rapgef1	rapgef1b
Rapgef2	rapgef2
Rapgef2	RAPGEF2 (1 of many)
Rapgef3	rapgef3
Rapgef4	rapgef4
Rapgef4	RAPGEF4 (1 of many)
Rapgef5	rapgef5a
Rapgef5	rapgef5b
Rapgef6	rapgef6
Rapgefl1	rapgefl1
Raph1	raph1a
Raph1	raph1b
Rapsn	rapsn
Rara	raraa
Rara	rarab
Rarg	rarga
Rarg	rargb
Rars	rars
Rars2	rars2
Rasa1	rasa1a
Rasa1	rasa1b
Rasa2	RASA2
Rasa3	rasa3
Rasa4	rasa4
Rasal1	rasal1b
Rasal2	rasal2
Rasal3	rasal3
Rasd1	rasd1
Rasef	rasef
Rasgef1b	rasgef1ba
Rasgef1b	rasgef1bb
Rasgrf1	RASGRF1
Rasgrf2	rasgrf2a
Rasgrf2	rasgrf2b
Rasgrp2	rasgrp2
Rasgrp2	RASGRP2 (1 of many)
Rasgrp3	rasgrp3
Rasgrp4	rasgrp4
Rasip1	rasip1
Rasl10a	rasl10a
Rasl11a	rasl11a
Rasl11b	rasl11b
Rasl12	rasl12
Rassf1	rassf1
Rassf10	rassf10a
Rassf2	rassf2a
Rassf2	rassf2b
Rassf3	rassf3
Rassf4	rassf4
Rassf5	RASSF5
Rassf6	rassf6
Rassf7	rassf7a
Rassf7	rassf7b
Rassf8	rassf8a
Rassf8	rassf8b
Rassf9	rassf9
Raver1	raver1
Raver1	raver1
Raver2	raver2
Rb1	rb1
Rb1cc1	RB1CC1
Rbbp7	rbb4l
Rbbp4	rbbp4
Rbbp5	rbbp5
Rbbp6	rbbp6
Rbbp8	rbbp8
Rbbp9	rbbp9
Rbck1	rbck1
Rbfa	rbfa
Rbfox1	rbfox1
Rbfox2	rbfox2
Rbfox3	rbfox3a
Rbfox3	rbfox3b
Rbks	rbks
Rbl1	rbl1
Rbl2	rbl2
Rbm10	rbm10
Rbm11	rbm11
Gm28036	rbm12
Rbm12	rbm12
Rbm12b2	rbm12b
Rbm12b1	rbm12b
Rbm14	rbm14a
Rbm14	rbm14b
Rbm15	rbm15
Rbm15b	rbm15b
Rbm17	rbm17
Rbm18	rbm18
Rbm19	rbm19
Rbm22	rbm22
Rbm25	rbm25a
Rbm25	rbm25b
Rbm26	rbm26
Rbm27	rbm27
Rbm28	rbm28
Rbm33	rbm33a
Rbm34	rbm34
Rbm38	rbm38
Rbm39	rbm39b
Rbm4b	rbm4.1
Gm21992	rbm4.1
Rbm4	rbm4.1
Rbm4b	rbm4.2
Gm21992	rbm4.2
Rbm4	rbm4.2
Rbm4b	rbm4.3
Gm21992	rbm4.3
Rbm4	rbm4.3
Rbm41	rbm41
Rbm42	rbm42
Rbm45	rbm45
Rbm46	rbm46
Rbm47	rbm47
Rbm48	rbm48
Rbm5	rbm5
Rbm6	rbm6
Rbm7	rbm7
Rbm8a2	rbm8a
Rbm8a	rbm8a
Rbms2	rbms2a
Rbms2	rbms2b
Rbms3	rbms3
Rbmx	rbmx
Rbmxl1	rbmx
Rbmxl2	rbmx
Gm3376	rbmx
Gm4064	rbmx
Gm10256	rbmx
Rbmy	rbmx
Gm10352	rbmx
Gm29289	rbmx
Gm21677	rbmx
Gm21693	rbmx
Gm21708	rbmx
Gm21704	rbmx
Rbmx2	rbmx2
Rbp2	rbp2a
Rbp4	rbp4
Rbp7	rbp7a
Rbp7	rbp7b
Rbpj	rbpja
Rbpj	rbpjb
Rbpjl	rbpjl
Rbpms	rbpms
Rbpms2	rbpms2a
Rbpms2	rbpms2b
Rbsn	rbsn
Rbx1	rbx1
Rc3h1	rc3h1a
Rc3h1	rc3h1b
Rc3h2	rc3h2
Zp3r	rca2.1
C4bp	rca2.1
Cd46	rca2.1
Cr1l	rca2.1
Cr2	rca2.1
Zp3r	rca2.2
C4bp	rca2.2
Cd46	rca2.2
Cr1l	rca2.2
Cr2	rca2.2
Rcan1	RCAN1 (1 of many)
Rcan1	rcan1a
Rcan2	rcan2
Rcan3	rcan3
Rcbtb1	rcbtb1
Rcbtb2	rcbtb2
Rcc1	rcc1
Rcc2	rcc2
Rccd1	rccd1
Rccd1	RCCD1 (1 of many)
Rce1	rce1a
Rchy1	rchy1
Rcl1	rcl1
Rcn1	rcn1
Rcn2	rcn2
Rcn3	rcn3
Rcor1	rcor1
Rcor2	rcor2
Rcor3	rcor3
Rcvrn	rcvrna
Rcvrn	rcvrnb
Rd3	rd3
Rdh10	rdh10a
Rdh10	rdh10b
Rdh11	rdh12
Rdh12	rdh12
Rdh13	RDH13 (1 of many)
Rdh14	rdh14a
Rdh14	rdh14b
Rdh5	rdh5
Rdh8	RDH8 (1 of many)
Rdh8	rdh8a
Rdh8	rdh8b
Rdm1	RDM1
Rec114	rec114
Rec8	rec8a
Rec8	rec8b
Reck	reck
Recql	recql
Recql4	RECQL4
Recql5	recql5
Reep1	reep1
Reep2	reep2
Reep3	reep3a
Reep3	reep3b
Reep5	reep5
Reep6	REEP6
Rel	rel
Rela	rela
Relb	relb
Rell1	rell1
Rell2	rell2
Reln	reln
Relt	relt
Rem1	rem1
Rem2	rem2
Ren1	ren
Renbp	renbp
Reps1	reps1
Reps2	reps2
Rer1	rer1
Rere	rerea
Rere	rereb
Rerg	RERG
Rergl	rergla
Rest	rest
Ret	ret
Retsat	retsat
Retsat	RETSAT (1 of many)
Rev1	rev1
Rev3l	rev3l
Rexo1	rexo1
Rexo4	rexo4
Rfc1	rfc1
Rfc2	rfc2
Rfc3	rfc3
Rfc4	rfc4
Rfc5	rfc5
Rfesd	rfesd
Rffl	rffl
Rfk	rfk
Rfng	rfng
Rft1	rft1
Rftn1	rftn1a
Rftn2	rftn2
Rfwd2	rfwd2
Rfwd3	rfwd3
Rfx1	rfx1a
Rfx1	rfx1b
Rfx2	rfx2
Rfx4	rfx4
Rfx5	rfx5
Rfx6	rfx6
Rfx7	rfx7
Rfx7	RFX7 (1 of many)
Rfxank	rfxank
Rfxap	rfxap
Rgcc	rgcc
Rgl1	rgl1
Rgl2	rgl2
Rgl3	RGL3 (1 of many)
Rgl3	rgl3a
Rgma	rgma
Rgmb	rgmb
Rgn	rgn
Rgp1	rgp1
Rgr	rgra
Rgr	rgrb
Rgs21	rgs1
Rgs11	rgs11
Rgs12	rgs12a
Rgs12	rgs12b
Rgs13	rgs13
Rgs13	RGS13 (1 of many)
Rgs14	RGS14 (1 of many)
Rgs14	rgs14a
Rgs17	rgs17
Rgs18	rgs18
Rgs19	rgs19
Rgs2	rgs2
Rgs20	rgs20
Rgs3	rgs3b
Rgs4	rgs4
Rgs5	rgs5a
Rgs6	rgs6
Rgs7	rgs7a
Rgs7	rgs7b
Rgs7bp	rgs7bpa
Rgs7bp	rgs7bpb
Rgs8	rgs8
Rgs16	rgs8
Rgs9	rgs9b
Rgs9bp	RGS9BP
Rhag	rhag
Rhbdd1	rhbdd1
Rhbdd2	rhbdd2
Rhbdd3	rhbdd3
Rhbdf1	rhbdf1a
Rhbdf1	rhbdf1b
Rhbdl1	rhbdl1
Rhbdl2	rhbdl2
Rhbdl3	rhbdl3
Rhbg	rhbg
Gm38392	rhbg
Rhcg	rhcga
Rhcg	rhcgb
Rhcg	rhcgl1
Rhd	rhd
Rheb	rheb
4930544G11Rik	rhoab
Rhoa	rhoab
Rhobtb1	RHOBTB1
Rhobtb2	RHOBTB2 (1 of many)
Rhobtb2	rhobtb2b
Rhobtb3	RHOBTB3
Rhoc	rhoca
Rhoc	rhocb
Rhof	rhof
Rhog	rhoga
Rhog	rhogb
Rhoh	rhoh
Rhoj	rhoj
Rho	rhol
Rhoq	rhoq
Rhot1	rhot1a
Rhot1	rhot1b
Gm20683	rhot2
Rhot2	rhot2
Rhou	rhoua
Rhov	rhov
Rhpn2	rhpn2
Ribc1	ribc1
Ribc2	ribc2
Ric3	ric3b
Ric8a	ric8a
Ric8b	ric8b
Rictor	rictora
Rictor	rictorb
Rif1	rif1
Rilp	rilp
Rilpl2	rilpl2
Rimbp2	rimbp2
Rimbp2	RIMBP2 (1 of many)
Rimklb	rimkla
Rimkla	rimkla
Rims1	rims1a
Rims1	rims1b
Rims2	rims2a
Rims3	rims3
Rims4	rims4
Rin1	rin1a
Rin2	rin2
Rin2	RIN2 (1 of many)
Rin3	rin3
Rint1	rint1
Riok1	riok1
Riok3	riok3
Riox1	RIOX1
Ripk1	ripk1l
Ripk2	ripk2
Ripk3	ripk3
Ripk4	ripk4
Ripply2	ripply2
Ripply3	ripply3
Rit1	rit1
Rlbp1	rlbp1a
Rlbp1	rlbp1b
Rlf	rlf
Rlim	rlim
Rln3	rln1
Rln3	rln3a
Carmil2	rltpr
Rmdn1	rmdn1
Rmdn3	rmdn3
Rmi1	rmi1
Rmi2	rmi2
Rmnd1	rmnd1
Rmnd5b	rmnd5b
Rnaseh1	rnaseh1
Rnaseh2a	rnaseh2a
Rnaseh2b	rnaseh2b
Rnaseh2c	rnaseh2c
Rnasek	rnaseka
Gm21988	rnaseka
Rnasek	rnasekb
Gm21988	rnasekb
Drosha	rnasen
Rnaset2b	rnaset2
Rnaset2a	rnaset2
Rnd1	rnd1a
Rnd1	rnd1b
Rnd2	rnd2
Rnd3	rnd3a
Rnd3	rnd3b
Rnf10	rnf10
Rnf103	rnf103
Rnf111	rnf111
Rnf113a2	rnf113a
Rnf113a1	rnf113a
Rnf114	rnf114
Rnf115	rnf115
Rnf115	RNF115 (1 of many)
Rnf11	rnf11b
Rnf121	rnf121
Rnf122	RNF122
Rnf123	rnf123
Rnf126	rnf126
Rnf148	rnf128a
Rnf133	rnf128a
Rnf128	rnf128a
Rnf13	rnf13
Rnf130	rnf130
Rnf139	rnf139
Rnf14	rnf14
Rnf14	RNF14 (1 of many)
Rnf141	rnf141
Rnf144a	rnf144aa
Rnf144a	rnf144ab
Rnf144b	rnf144b
Rnf145	rnf145a
Rnf145	rnf145b
Rnf146	rnf146
Rnf150	rnf150a
Rnf150	rnf150b
Rnf151	rnf151
Rnf152	rnf152
Rnf157	RNF157
Rnf165	rnf165a
Rnf165	rnf165b
Rnf166	rnf166
Rnf167	rnf167
Znrf4	rnf167
Rnf168	rnf168
Rnf169	RNF169
Rnf17	rnf17
Rnf170	rnf170
Gm45692	rnf170
Rnf180	rnf180
Rnf181	rnf181
Rnf182	RNF182 (1 of many)
Rnf185	rnf185
Rnf19a	rnf19a
Rnf19b	rnf19b
Rnf19b	RNF19B (1 of many)
Rnf2	rnf2
Rnf20	rnf20
Rnf207	rnf207a
Rnf207	rnf207b
Rnf208	RNF208
Rnf212	rnf212
Gm10332	rnf212b
Rnf213	rnf213a
Rnf215	rnf215
Rnf216	rnf216
Rnf217	rnf217
Rnf219	RNF219
Rnf220	rnf220a
Rnf220	rnf220b
Rnf222	RNF222
Rnf223	rnf223
Rnf224	RNF224
Rnf24	rnf24
Rnf25	rnf25
Gm9008	rnf26
Rnf26	rnf26
Rnf26	rnf26
Rnf31	RNF31
Rnf32	rnf32
Rnf34	rnf34a
Rnf34	rnf34b
Rnf38	rnf38
Rnf4	rnf4
Rnf40	rnf40
Rnf41	rnf41
Rnf44	rnf44
Rnf5	RNF5
Rnf6	rnf6
Gm7075	rnf7
Rnf7	rnf7
Rnf8	rnf8
Gm28043	rnf8
Rnft1	rnft1
Rnft2	rnft2
Rngtt	rngtt
Zfp433	rnh1
AC172027.3	rnh1
Zfp873	rnh1
Zfp976	rnh1
Gm6710	rnh1
Gm14419	rnh1
Rnls	rnls
Rnmt	rnmt
Mrm3	rnmtl1a
Mrm3	rnmtl1b
Rnpc3	rnpc3
Rnpep	rnpep
Rnpepl1	rnpepl1
Rnps1	rnps1
Rnps1	RNPS1 (1 of many)
Robo1	robo1
Robo2	robo2
Robo4	robo4
Rock1	rock1
Rock2	rock2a
Rock2	rock2b
Rogdi	rogdi
Rom1	rom1a
Rom1	rom1b
Romo1	romo1
Ropn1l	ropn1l
Ror1	ror1
Ror2	ror2
Rora	roraa
Rorb	rorb
Rorc	rorc
Ros1	ros1
Rp1	rp1
Rp1l1	rp1l1a
Rp1l1	rp1l1b
Rp2	rp2
Rp9	rp9
Rpa1	rpa1
Rpa2	rpa2
Rpa3	rpa3
Rpain	rpain
Rpap1	rpap1
Rpap2	rpap2
Rpap3	rpap3
Rpe	rpe
Rpe65	rpe65a
Rpe65	rpe65b
Rpe65	rpe65c
Rpf1	rpf1
Rpf2	rpf2
Rpgr	rpgra
Rpgr	rpgrb
Rpgrip1	rpgrip1
Rpgrip1l	rpgrip1l
Rph3a	RPH3A (1 of many)
Rph3a	rph3ab
Rph3al	rph3al
Rpia	rpia
Rpl10-ps3	rpl10
Rpl10l	rpl10
Rpl10	rpl10
Rpl10a	rpl10a
Rpl11	rpl11
Gm5093	rpl11
Gm10036	rpl11
Rpl12	rpl12
Gm16519	rpl12
Rpl13	rpl13
Rpl13-ps3	rpl13
Gm45713	rpl13a
Rpl13a	rpl13a
Rpl13a-ps1	rpl13a
Rpl14	rpl14
Rpl15	rpl15
Gm10020	rpl15
Rpl17	rpl17
Gm6133	rpl17
Rpl18	rpl18
Rpl18a	rpl18a
Rpl19	rpl19
Rpl21	rpl21
Rpl21-ps4	rpl21
Rpl22	rpl22
Rpl22l1	rpl22l1
Rpl23	rpl23
Rpl23a	rpl23a
Gm21726	rpl23a
Rpl23a-ps3	rpl23a
Gm6096	rpl23a
Rpl24	rpl24
Gm17430	rpl24
Rpl26	rpl26
Rpl27	rpl27
Rpl27-ps3	rpl27
Rpl28	rpl28
Rpl29	rpl29
Gm17669	rpl29
Gm3550	rpl29
Gm5218	rpl29
Rpl3	rpl3
Rpl30	rpl30
Rpl31	rpl31
Rpl32	rpl32
Rpl34	rpl34
Gm2178	rpl34
Rpl35	rpl35
Gm2000	rpl35
Gm10269	rpl35
Gm8444	rpl35
Rpl35a	rpl35a
Rpl36	rpl36
Rpl36-ps4	rpl36
Gm8973	rpl36
Gm8888	rpl36
Rpl36a	rpl36a
Gm6525	rpl36a
Rpl36al	rpl36a
Rpl37	rpl37
Rpl37a	RPL37A
Rpl38	rpl38
Rpl39l	rpl39
Rpl39	rpl39
Rpl4	rpl4
Rpl41	RPL41
Gm10076	RPL41
Rpl5	rpl5a
Rpl5	rpl5b
Rpl6	rpl6
Rpl7	rpl7
Rpl7a	rpl7a
Gm14214	rpl7a
Rpl7a-ps3	rpl7a
Rpl7a-ps5	rpl7a
Rpl7l1	rpl7l1
Rpl8	rpl8
Rpl9-ps1	rpl9
Rpl9	rpl9
