genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/Sheep_Ovis_aries_Oar_v3.1/oa3.ens90.P2000M.gtf none -d mic_sheep1.M mic_sheep2.M mic_sheep3.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	mic_sheep1.M (1263768.0 total)	mic_sheep2.M (2196952.0 total)	mic_sheep3.M (3022681.0 total)
THBS4	ENSOART00000019046	chr7	10767492	10813643	+	4758.0	1	0.000	0.000	0.000	0.000
SLC2A6	ENSOART00000003504	chr3	2450179	2460966	+	3469.0	1	0.000	286.000	179.000	355.000
ENSOARG00000026053	ENSOART00000028031	chr3	208014086	208023955	+	5362.0	1	0.000	0.000	0.000	0.000
FBXW7	ENSOART00000004512	chr17	4965419	5187723	+	4489.0	1	0.000	55.000	77.000	79.000
MYDGF	ENSOART00000009938	chr5	17055519	17066617	+	376.0	1	0.000	0.000	2.000	0.000
S1PR2	ENSOART00000016929	chr5	12431629	12435269	-	3056.0	1	0.000	19.000	41.000	62.000
AMDHD1	ENSOART00000013117	chr3	165288137	165304070	+	3264.0	1	0.000	0.000	0.000	0.000
ENSOARG00000012311	ENSOART00000013389	chr4	74559701	74590513	+	4368.0	1	0.000	11.000	14.000	19.000
VBP1	ENSOART00000003985	chrX	75778654	75802309	+	2580.0	1	0.000	26.000	80.000	116.000
ENSOARG00000000015	ENSOART00000000015	chrM	5263	5330	-	67.0	1	0.000	0.000	0.000	0.000
UBE2I	ENSOART00000016141	chr24	1010113	1018575	+	2640.0	1	0.000	175.000	295.000	410.000
ENSOARG00000010604	ENSOART00000011534	chr5	65700254	65702576	+	384.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025773	ENSOART00000027734	chr2	70975591	70980779	+	5141.0	1	0.000	0.000	1.000	0.000
SH3BGRL	ENSOART00000001317	chrX	68428051	68440078	+	2295.0	1	0.000	93.000	165.000	161.000
RPH3A	ENSOART00000010269	chr17	61065563	61128633	-	4076.0	1	0.000	0.000	0.000	0.000
PCDHAC2	ENSOART00000020444	chr5	49425903	49475492	+	5005.0	1	0.000	12.000	35.000	33.000
COPS7B	ENSOART00000022581	chr2	232572509	232591655	+	2815.0	1	0.000	23.000	31.000	41.000
ENSOARG00000002255	ENSOART00000002441	chr19	12556125	12562325	+	650.0	1	0.000	0.000	0.000	0.000
PBXIP1	ENSOART00000003393	chr1	103742436	103759959	-	4339.0	1	0.000	104.000	181.000	200.000
ENSOARG00000004620	ENSOART00000005026	chr1	25743003	25758037	-	872.0	1	0.000	0.000	0.000	0.000
MIF4GD	ENSOART00000011740	chr11	55225390	55231266	+	2880.0	1	0.000	73.000	173.000	295.000
ENSOARG00000019787	ENSOART00000021545	chr2	225749943	225750293	-	350.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024335	ENSOART00000026237	chr26	6804891	6806954	+	2063.0	1	0.000	0.000	0.000	0.000
S1PR4	ENSOART00000014095	chr5	18204532	18207647	-	3083.0	1	0.000	7.000	6.000	9.000
ARHGEF2	ENSOART00000005552	chr1	104556052	104580454	-	4901.0	1	0.000	299.000	362.000	707.000
WHRN	ENSOART00000006534	chr2	9200709	9291247	+	4297.0	1	0.000	3.000	4.000	6.000
MTRF1L	ENSOART00000004345	chr8	76492940	76507202	-	3130.0	1	0.000	61.000	91.000	119.000
ENSOARG00000005394	ENSOART00000005877	chr21	41856824	41859298	-	435.0	1	0.000	1.000	0.000	1.000
FTX_5	ENSOART00000026672	chrX	62901384	62903580	+	2196.0	1	0.000	0.000	0.000	0.000
ENSOARG00000004152	ENSOART00000004514	chr11	23649121	23651702	-	2581.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023045	ENSOART00000024947	chr20	30104477	30106542	+	2065.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026750	ENSOART00000028781	chr22	30851739	30877298	+	3413.0	1	0.000	0.000	0.000	0.000
ALDH3B1	ENSOART00000015566	chr21	44827945	44841141	+	3097.0	1	0.000	13.000	12.000	37.000
SNU13	ENSOART00000021450	chr2	174943030	174945416	-	2386.0	1	0.000	29.000	41.000	50.000
CD68	ENSOART00000016031	chr11	26871536	26873310	+	1009.0	1	0.000	34.000	53.000	73.000
ENSOARG00000001868	ENSOART00000002006	chr14	33596566	33598225	+	858.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021947	ENSOART00000023849	chr12	73693589	73693676	+	87.0	1	0.000	0.000	2.000	1.000
PGAM5	ENSOART00000011158	chr17	44075747	44083999	-	5651.0	1	0.000	44.000	75.000	104.000
SNTG1	ENSOART00000014264	chr9	33398652	33538484	+	8392.0	1	0.000	0.000	0.000	0.000
PPP4R4	ENSOART00000015914	chr18	57719228	57822644	+	5198.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017538	ENSOART00000019089	chr11	41483500	41491198	-	2845.0	1	0.000	1.000	5.000	6.000
DYNC1LI2	ENSOART00000002321	chr14	33810462	33832598	-	3454.0	1	0.000	6.000	16.000	18.000
COX5B	ENSOART00000014875	chr3	103447213	103451202	+	2425.0	1	0.000	211.000	532.000	864.000
ENSOARG00000001795	ENSOART00000001930	chr1	222376320	222376867	+	463.0	1	0.000	0.000	0.000	0.000
B4GALNT1	ENSOART00000006179	chr3	161750765	161758373	+	3793.0	1	0.000	0.000	0.000	0.000
TSSC4	ENSOART00000003276	chr21	48416480	48420511	-	2860.0	1	0.000	20.000	28.000	46.000
ENSOARG00000003600	ENSOART00000003907	chr3	69651114	69819801	-	235.0	1	0.000	3.000	1.000	2.000
ENSOARG00000023826	ENSOART00000025728	chr12	57685696	57685781	+	85.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013555	ENSOART00000014743	chr21	44749383	44752771	-	1110.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010012	ENSOART00000010893	chr4	69573228	69607470	-	6258.0	1	0.000	5.000	12.000	17.000
ENSOARG00000005825	ENSOART00000006343	chr1	27075758	27104926	-	784.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021972	ENSOART00000023874	chr18	32366811	32366885	+	74.0	1	0.000	0.000	0.000	0.000
PM20D1	ENSOART00000005059	chr12	2877446	2920423	-	7773.0	1	0.000	0.000	0.000	0.000
OXLD1	ENSOART00000019987	chr11	50314135	50317390	+	2459.0	1	0.000	10.000	24.000	42.000
PARD6A	ENSOART00000003374	chr14	34552010	34555872	+	3227.0	1	0.000	6.000	7.000	12.000
snoU85	ENSOART00000024884	chr3	207840553	207842874	-	2321.0	1	0.000	0.000	1.000	1.000
ACTL6A	ENSOART00000022549	chr1	205721456	205741843	-	3265.0	1	0.000	8.000	18.000	23.000
MCM8	ENSOART00000019754	chr13	47387697	47447761	+	4475.0	1	0.000	0.000	3.000	5.000
VPS26A	ENSOART00000005818	chr25	25315128	25342866	+	3082.0	1	0.000	30.000	79.000	115.000
EMP2	ENSOART00000006293	chr24	9256704	9268208	-	3703.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021686	ENSOART00000023588	chr1	265284113	265284183	+	70.0	1	0.000	0.000	0.000	0.000
LDHA	ENSOART00000010458	chr21	25630801	25641018	-	4669.0	1	0.000	27.000	88.000	120.000
ENSOARG00000005758	ENSOART00000006267	chr13	73459562	73466256	+	737.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020181	ENSOART00000021976	chr3	192848924	192875250	+	854.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007327	ENSOART00000007973	chr23	32565923	32591652	-	942.0	1	0.000	1.000	7.000	2.000
CNTNAP5	ENSOART00000014737	chr2	188720002	189541040	+	5696.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025374	ENSOART00000027290	chrX	77637867	77643487	-	2887.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010727	ENSOART00000011668	chr5	65850106	65881957	-	1408.0	1	0.000	0.000	0.000	0.000
ATP6V1C1	ENSOART00000018332	chr9	74034809	74068146	-	3291.0	1	0.000	8.000	9.000	11.000
USHBP1	ENSOART00000019103	chr5	5582852	5591369	+	2074.0	1	0.000	75.000	107.000	224.000
ENSOARG00000019853	ENSOART00000021615	chr7	25087233	25088353	-	954.0	1	0.000	0.000	0.000	0.000
CBX2	ENSOART00000002947	chr11	51750544	51762847	-	8767.0	1	0.000	0.000	1.000	0.000
ANKS1A	ENSOART00000012070	chr20	9065217	9168135	+	5237.0	1	0.000	16.000	18.000	17.000
UBXN10	ENSOART00000020407	chr2	245343726	245346571	-	2845.0	1	0.000	0.000	0.000	0.000
TRAPPC11	ENSOART00000007929	chr26	13116563	13149596	+	5355.0	1	0.000	52.000	88.000	108.000
ENSOARG00000000972	ENSOART00000001043	chrUn_JH922240	27573	42963	-	3664.0	1	0.000	0.000	0.000	0.000
RCL1	ENSOART00000014645	chr2	72551380	72614863	+	3105.0	1	0.000	21.000	33.000	50.000
ENSOARG00000012539	ENSOART00000013631	chr2	61042288	61042892	+	595.0	1	0.000	0.000	0.000	0.000
PSD3	ENSOART00000004428	chr26	37133838	37440136	+	4800.0	1	0.000	6.000	3.000	11.000
SCML4	ENSOART00000011922	chr8	29351937	29457891	+	3415.0	1	0.000	0.000	0.000	0.000
ADAMTS9	ENSOART00000011937	chr19	36783834	36944553	+	7672.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007083	ENSOART00000007703	chrUn_JH924756	501	3932	+	3065.0	1	0.000	0.000	0.000	0.000
TST	ENSOART00000020850	chr3	180245850	180254397	-	2889.0	1	0.000	4.000	4.000	11.000
ENSOARG00000016403	ENSOART00000017863	chr11	31295277	31477915	-	2814.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022858	ENSOART00000024760	chr12	37770239	37770348	-	109.0	1	0.000	0.000	0.000	0.000
TMEM144	ENSOART00000006278	chr17	40435504	40482836	-	3137.0	1	0.000	4.000	44.000	11.000
SMIM17	ENSOART00000003650	chr14	60730311	60738933	-	2338.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026748	ENSOART00000028778	chr22	27203889	27386370	+	2932.0	1	0.000	0.000	0.000	0.000
CMTR1	ENSOART00000016003	chr20	11373097	11425213	+	4478.0	1	0.000	82.000	126.000	235.000
STK16	ENSOART00000021793	chr2	220171144	220176450	+	2903.0	1	0.000	0.000	0.000	1.000
PCBP4	ENSOART00000007176	chr19	48938642	48943439	+	3116.0	1	0.000	52.000	50.000	136.000
CDK12	ENSOART00000012207	chr11	39447816	39489089	+	6419.0	1	0.000	18.000	38.000	31.000
ENSOARG00000011790	ENSOART00000012820	chr10	30088586	30110443	-	925.0	1	0.000	0.000	0.000	0.000
ARHGEF17	ENSOART00000008054	chr15	50996826	51054556	+	7541.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025885	ENSOART00000027852	chr24	27237144	27238017	-	607.0	1	0.000	0.000	0.000	0.000
KMT5B	ENSOART00000016420	chr21	44945680	44982206	-	4688.0	1	0.000	80.000	142.000	222.000
ENSOARG00000003131	ENSOART00000003396	chr14	60431226	60433703	+	934.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018293	ENSOART00000019904	chr6	31465004	31471358	+	2459.0	1	0.000	0.000	1.000	0.000
ZEB2_AS1_1	ENSOART00000025854	chr2	164351006	164353132	-	2126.0	1	0.000	2.000	1.000	3.000
ENSOARG00000012720	ENSOART00000013829	chr12	71642946	71654633	+	1495.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026341	ENSOART00000028342	chr10	85784526	85835217	-	1408.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002099	ENSOART00000002261	chr14	59701679	59708054	-	1075.0	1	0.000	3.000	7.000	10.000
PLA2G5	ENSOART00000001063	chrUn_JH922552	21	7586	-	2963.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000459	ENSOART00000000484	chr6	37137524	37139643	+	2119.0	1	0.000	3.000	7.000	6.000
ENSOARG00000026196	ENSOART00000028189	chr23	55352712	55370228	+	4464.0	1	0.000	0.000	0.000	0.000
SNORA81	ENSOART00000024417	chr26	17645067	17647190	-	2123.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020189	ENSOART00000021983	chr2	220348810	220352774	+	585.0	1	0.000	0.000	0.000	0.000
GCH1	ENSOART00000022964	chr7	64273291	64331048	-	2752.0	1	0.000	19.000	13.000	36.000
ENSOARG00000016643	ENSOART00000018126	chr5	31397724	31398284	-	560.0	1	0.000	4.000	3.000	4.000
ENSOARG00000026521	ENSOART00000028540	chr9	38128710	38141447	+	643.0	1	0.000	0.000	0.000	0.000
ENSOARG00000012049	ENSOART00000013100	chr5	39233888	39234823	+	935.0	1	0.000	0.000	0.000	0.000
TRPM8	ENSOART00000020879	chr1	6811972	6899573	-	5268.0	1	0.000	0.000	0.000	0.000
ENSOARG00000012073	ENSOART00000013131	chr15	53134553	53137976	+	3171.0	1	0.000	0.000	0.000	0.000
CISH	ENSOART00000009467	chr19	49702687	49707538	+	2766.0	1	0.000	0.000	1.000	3.000
ENSOARG00000022551	ENSOART00000024453	chrUn_AMGL01123277	637	2716	-	2079.0	1	0.000	0.000	0.000	0.000
IGFBPL1	ENSOART00000012325	chr2	50092191	50107088	+	2840.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001389	ENSOART00000001489	chrUn_JH922597	21	4494	+	4129.0	1	0.000	0.000	0.000	0.000
LRRTM3	ENSOART00000005161	chr25	23228198	23425120	+	3741.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025381	ENSOART00000027297	chrX	88892088	88896242	+	3989.0	1	0.000	0.000	0.000	0.000
ARHGAP35	ENSOART00000011779	chr14	53056023	53131584	+	8453.0	1	0.000	11.000	20.000	36.000
ENSOARG00000010368	ENSOART00000011289	chr13	53376624	53396760	-	3921.0	1	0.000	0.000	0.000	3.000
ENSOARG00000002140	ENSOART00000002304	chrUn_AMGL01124939	783	3588	+	2565.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026793	ENSOART00000028829	chr26	27326491	27330598	+	3486.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005349	ENSOART00000005826	chr24	41045872	41066418	+	486.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010828	ENSOART00000011777	chr5	66018240	66035861	-	1036.0	1	0.000	0.000	0.000	0.000
YPEL2	ENSOART00000013664	chr11	9874386	9913382	+	2350.0	1	0.000	30.000	67.000	84.000
ENSOARG00000024846	ENSOART00000026748	chr5	85551918	85552004	-	86.0	1	0.000	0.000	0.000	0.000
SCML1	ENSOART00000014692	chrX	15214676	15226343	+	3004.0	1	0.000	1.000	7.000	6.000
WDR59	ENSOART00000006884	chr14	1645088	1729073	-	4982.0	1	0.000	4.000	16.000	26.000
ENSOARG00000003884	ENSOART00000004222	chr15	34693790	34703990	-	2681.0	1	0.000	0.000	1.000	0.000
LARP7	ENSOART00000001948	chr6	13111907	13129500	-	6903.0	1	0.000	54.000	43.000	42.000
ENSOARG00000022487	ENSOART00000024389	chr3	131317012	131317105	+	93.0	1	0.000	0.000	0.000	0.000
ELF4	ENSOART00000016709	chrX	108265680	108302563	-	4232.0	1	0.000	41.000	60.000	125.000
CENPQ	ENSOART00000013203	chr20	22026160	22043047	+	2833.0	1	0.000	2.000	8.000	3.000
ENSOARG00000019805	ENSOART00000021564	chr7	24197754	24198716	+	925.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025626	ENSOART00000027562	chr1	245911769	245917368	+	5525.0	1	0.000	0.000	0.000	0.000
VSIG10	ENSOART00000003257	chr17	56685807	56732397	+	1820.0	1	0.000	0.000	1.000	0.000
SLC22A11	ENSOART00000008560	chr21	42108398	42126161	+	3566.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008563	ENSOART00000009319	chr14	50634727	50638629	+	456.0	1	0.000	0.000	0.000	0.000
VWF	ENSOART00000009565	chr3	208164815	208290418	+	10489.0	1	0.000	0.000	0.000	0.000
STAT5B	ENSOART00000020648	chr11	41805519	41832418	-	4348.0	1	0.000	12.000	5.000	25.000
ENSOARG00000018553	ENSOART00000020192	chrUn_JH921766	59043	61990	+	2947.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026329	ENSOART00000028330	chr10	80875385	80891683	+	516.0	1	0.000	0.000	0.000	0.000
DQX1	ENSOART00000013888	chr3	96304117	96311972	-	4148.0	1	0.000	4.000	13.000	12.000
P2RY14	ENSOART00000016668	chr1	234946824	234949840	+	3016.0	1	0.000	20.000	45.000	63.000
ENSOARG00000025575	ENSOART00000027506	chr1	128760245	128768317	+	511.0	1	0.000	0.000	0.000	0.000
PUM1	ENSOART00000002044	chr2	235373394	235493349	+	5522.0	1	0.000	120.000	220.000	262.000
ENSOARG00000010274	ENSOART00000011175	chr1	54398609	54399538	+	929.0	1	0.000	0.000	0.000	0.000
LRTM2	ENSOART00000014070	chr3	212251460	212259054	+	2984.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001681	ENSOART00000001810	chrUn_AMGL01129295	3005	5504	+	2356.0	1	0.000	0.000	0.000	0.000
CYP24A1	ENSOART00000016449	chr13	81167296	81193410	-	7749.0	1	0.000	0.000	0.000	1.000
ENSOARG00000026088	ENSOART00000028073	chr21	637865	671799	+	1467.0	1	0.000	0.000	0.000	0.000
EQTN	ENSOART00000015937	chr2	94898676	94917170	-	2885.0	1	0.000	3.000	0.000	4.000
BLZF1	ENSOART00000010490	chr12	35192872	35206848	+	3207.0	1	0.000	29.000	71.000	82.000
P4HA3	ENSOART00000010542	chr15	51817063	51859671	-	3617.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017591	ENSOART00000019140	chrUn_JH922270	30544	31479	-	935.0	1	0.000	0.000	0.000	0.000
CST11	ENSOART00000006195	chr13	41196402	41200956	-	2412.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013843	ENSOART00000015065	chr12	37600675	37708416	+	1330.0	1	0.000	4.000	5.000	6.000
HPD	ENSOART00000013646	chr17	53045233	53059033	+	3355.0	1	0.000	0.000	0.000	0.000
ENSOARG00000015001	ENSOART00000016325	chr14	56735102	56736231	+	256.0	1	0.000	0.000	0.000	0.000
MOB4	ENSOART00000016924	chr2	198734828	198766439	+	2942.0	1	0.000	14.000	46.000	62.000
CX3CL1	ENSOART00000000128	chr14	24810470	24822674	+	3571.0	1	0.000	0.000	0.000	0.000
TNPO2	ENSOART00000012755	chr5	10869129	10884584	+	5031.0	1	0.000	135.000	144.000	266.000
VPS50	ENSOART00000000216	chr4	10491414	10620561	+	4846.0	1	0.000	9.000	34.000	31.000
CLCF1	ENSOART00000011983	chr21	44549808	44554423	-	2843.0	1	0.000	6.000	12.000	18.000
ENSOARG00000024206	ENSOART00000026108	chr7	12033895	12033991	-	96.0	1	0.000	0.000	0.000	0.000
UCHL1	ENSOART00000014352	chr6	60099985	60113824	+	2740.0	1	0.000	0.000	0.000	0.000
TIGD2	ENSOART00000000439	chr6	35638664	35642235	-	3571.0	1	0.000	4.000	19.000	8.000
LIPN	ENSOART00000015703	chr22	10172728	10199946	+	7870.0	1	0.000	0.000	0.000	0.000
CADM2	ENSOART00000018472	chr1	152347461	152736522	+	3295.0	1	0.000	0.000	0.000	0.000
JAM2	ENSOART00000016549	chr1	128890116	128923612	-	2877.0	1	0.000	0.000	0.000	0.000
IZUMO2	ENSOART00000014958	chr14	55387232	55408095	-	2587.0	1	0.000	1.000	0.000	4.000
TCF15	ENSOART00000020701	chr13	59744603	59752158	+	2618.0	1	0.000	0.000	0.000	1.000
DNAJC5G	ENSOART00000020954	chr3	34235924	34240112	+	2584.0	1	0.000	0.000	0.000	0.000
CCDC9	ENSOART00000011932	chr14	53327344	53339291	+	3706.0	1	0.000	22.000	16.000	46.000
BTNL9	ENSOART00000007570	chr5	37578946	37620795	+	3650.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026343	ENSOART00000028345	chr10	85853332	85855024	-	830.0	1	0.000	0.000	0.000	0.000
BCL11A	ENSOART00000001792	chr3	63331226	63432532	+	2841.0	1	0.000	0.000	0.000	0.000
ARPC3	ENSOART00000018251	chr17	53909301	53919327	-	2592.0	1	0.000	175.000	579.000	408.000
ENSOARG00000002592	ENSOART00000002807	chrUn_AMGL01130654	1235	4755	+	3283.0	1	0.000	0.000	0.000	0.000
ATG9B	ENSOART00000002521	chr4	112986244	112999581	-	8991.0	1	0.000	0.000	0.000	0.000
GSDMC	ENSOART00000008625	chr9	23764983	23782634	-	3487.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017647	ENSOART00000019201	chr3	137088819	137088980	+	161.0	1	0.000	0.000	0.000	0.000
POLR3C	ENSOART00000022430	chr1	98195863	98209438	+	3598.0	1	0.000	16.000	33.000	53.000
TUG1_4	ENSOART00000023569	chr17	69329316	69329492	+	176.0	1	0.000	0.000	1.000	0.000
CXCR4	ENSOART00000011387	chr2	173602065	173607247	+	3059.0	1	0.000	0.000	8.000	10.000
BCL2L2-PABPN1	ENSOART00000021058	chr7	21201496	21218824	-	3732.0	1	0.000	525.000	774.000	797.000
ENSOARG00000025325	ENSOART00000027234	chr5	83720988	83770415	-	1927.0	1	0.000	0.000	0.000	0.000
RPRD1A	ENSOART00000006083	chr23	21351715	21418098	+	2974.0	1	0.000	2.000	19.000	10.000
ENSOARG00000020709	ENSOART00000022562	chr2	232307555	232315982	-	2302.0	1	0.000	16.000	28.000	87.000
SERPINB13	ENSOART00000007079	chr23	62045722	62059218	+	3310.0	1	0.000	0.000	0.000	0.000
CCDC88B	ENSOART00000007902	chr21	41940650	41957231	+	6065.0	1	0.000	166.000	161.000	220.000
LBH	ENSOART00000021384	chr3	36951047	36976263	+	2313.0	1	0.000	0.000	0.000	0.000
BYSL	ENSOART00000003101	chr20	15778157	15791609	+	5827.0	1	0.000	14.000	14.000	61.000
JADE2	ENSOART00000015248	chr5	43444803	43483155	+	4468.0	1	0.000	33.000	44.000	62.000
PSMD13	ENSOART00000009443	chr21	49823746	49838611	-	3106.0	1	0.000	124.000	170.000	248.000
SPATA1	ENSOART00000015180	chr1	60910937	60970548	+	3347.0	1	0.000	0.000	1.000	2.000
GABRQ	ENSOART00000009028	chrX	78425774	78442826	-	4167.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018232	ENSOART00000019853	chr14	23434607	23461402	+	1671.0	1	0.000	2.000	2.000	9.000
TM4SF5	ENSOART00000007784	chr11	26194051	26202135	-	2582.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005811	ENSOART00000006326	chr24	26541272	26543106	-	749.0	1	0.000	0.000	1.000	0.000
PSMD5	ENSOART00000006168	chr2	2665677	2687433	+	3901.0	1	0.000	6.000	15.000	20.000
GLYATL2	ENSOART00000012604	chr15	79278017	79288198	-	2927.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024207	ENSOART00000026109	chr7	46397287	46397365	-	78.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011341	ENSOART00000012332	chr3	92971752	92976753	-	580.0	1	0.000	0.000	0.000	1.000
USB1	ENSOART00000001184	chr14	25336001	25352065	+	2773.0	1	0.000	13.000	25.000	45.000
ENSOARG00000024930	ENSOART00000026832	chr1	66461694	66461774	+	80.0	1	0.000	0.000	0.000	0.000
MIGA1	ENSOART00000014240	chr1	53617797	53693338	+	4205.0	1	0.000	9.000	17.000	4.000
OR2AK2	ENSOART00000008556	chr5	38973914	38976936	+	2690.0	1	0.000	0.000	0.000	0.000
FAM32A	ENSOART00000000318	chr5	6573257	6580518	-	2332.0	1	0.000	76.000	174.000	253.000
ENSOARG00000026971	ENSOART00000029026	chr16	45840211	46041103	+	1236.0	1	0.000	1.000	2.000	0.000
EPG5	ENSOART00000002826	chr23	45803752	45934686	-	10530.0	1	0.000	13.000	34.000	54.000
ENSOARG00000014608	ENSOART00000015899	chr14	56212608	56220057	+	583.0	1	0.000	4.000	2.000	0.000
CD28	ENSOART00000019888	chr2	204637945	204647238	+	2656.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026004	ENSOART00000027981	chr3	97954866	97957379	-	862.0	1	0.000	0.000	0.000	0.000
ENSOARG00000019543	ENSOART00000021283	chr7	22558383	22558929	-	345.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024417	ENSOART00000026319	chr9	61312724	61312813	-	89.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011877	ENSOART00000012915	chr19	39370656	39388160	-	443.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021719	ENSOART00000023621	chr21	24302740	24302814	-	74.0	1	0.000	0.000	0.000	0.000
GRID2IP	ENSOART00000002515	chr24	38235088	38268441	-	5688.0	1	0.000	0.000	0.000	0.000
NDRG1	ENSOART00000005909	chr9	21078135	21122382	+	4298.0	1	0.000	2.000	7.000	24.000
PLGRKT	ENSOART00000014680	chr2	72977842	73023787	-	2731.0	1	0.000	9.000	33.000	64.000
oar-mir-487b	ENSOART00000023418	chr18	64640210	64642316	+	2106.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000278	ENSOART00000000290	chr14	57812574	57819374	+	1788.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017674	ENSOART00000019233	chrUn_JH922044	12537	14702	+	2165.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018784	ENSOART00000020458	chr7	17749633	18048634	+	1829.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025753	ENSOART00000027711	chr2	29879434	29893011	+	1450.0	1	0.000	0.000	0.000	0.000
MARCH6	ENSOART00000015334	chr16	62645245	62697006	-	4684.0	1	0.000	84.000	249.000	275.000
ENSOARG00000025342	ENSOART00000027255	chrX	4266222	4268872	-	2573.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001927	ENSOART00000002070	chr1	224452520	224546705	-	721.0	1	0.000	0.000	2.000	2.000
NEK1	ENSOART00000016889	chr2	110404240	110527395	+	5687.0	1	0.000	14.000	24.000	30.000
ENSOARG00000000229	ENSOART00000000237	chr26	27186666	27311473	+	4087.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026347	ENSOART00000028349	chr11	1822494	1826284	+	2736.0	1	0.000	0.000	0.000	0.000
TUBAL3	ENSOART00000009932	chr13	42328372	42341823	+	5660.0	1	0.000	0.000	0.000	0.000
ENSOARG00000015607	ENSOART00000016979	chr3	125249061	125429165	-	1125.0	1	0.000	1.000	4.000	6.000
ENSOARG00000000264	ENSOART00000000277	chrUn_JH923143	3699	13067	+	2599.0	1	0.000	0.000	0.000	0.000
RNF170	ENSOART00000003824	chr26	36058522	36087266	-	4095.0	1	0.000	12.000	62.000	64.000
ENSOARG00000026705	ENSOART00000028733	chr7	35835074	35836619	+	1154.0	1	0.000	0.000	0.000	0.000
ADGRE1	ENSOART00000005245	chr5	15201349	15289527	-	6361.0	1	0.000	0.000	0.000	0.000
CCDC102B	ENSOART00000005441	chr23	8206222	8441159	-	3566.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010858	ENSOART00000011807	chr24	35467228	35467917	+	689.0	1	0.000	0.000	0.000	0.000
PLOD1	ENSOART00000019549	chr12	39848523	39870783	-	4071.0	1	0.000	41.000	64.000	132.000
CCR3	ENSOART00000015517	chr19	53050747	53053823	-	3076.0	1	0.000	0.000	1.000	2.000
ENSOARG00000023984	ENSOART00000025886	chr3	149132299	149132377	-	78.0	1	0.000	0.000	0.000	0.000
ORAOV1	ENSOART00000019065	chr21	46195149	46203858	-	2454.0	1	0.000	90.000	80.000	185.000
ENSOARG00000026450	ENSOART00000028460	chr18	43886774	44003096	+	1776.0	1	0.000	0.000	0.000	0.000
FRZB	ENSOART00000018258	chr2	125758277	125792085	+	3261.0	1	0.000	0.000	0.000	0.000
OR10AD1	ENSOART00000019249	chr3	138181645	138184634	+	2989.0	1	0.000	0.000	0.000	0.000
