Gene name	Rat gene name
Tmc6	AABR07030861.1
Mast1	MAST1
Trbv5	AABR07060350.1
Olfr688	Olr198
Olfr688	Olr199
Nkx2-1	Nkx2-1
Scube2	Scube2
Gm23985	RF00560
Pelp1	Pelp1
Npr1	Npr1
Fau	LOC100360647
Fau	LOC687780
Nrip3	Nrip3
Socs6	Socs6
Isl2	Isl2
Gm24064	RF00560
Dolpp1	Dolpp1
Anapc4	Anapc4
Gcg	Gcg
Gm5624	AABR07066700.1
Gm5624	AABR07055154.1
Gm5624	Spetex-2F
Gm5624	AABR07066677.1
Gm5624	AABR07037510.2
Gm5624	AABR07063459.1
Gm5624	AABR07062268.1
Gm5624	LOC681180
Scn9a	Scn9a
Vmn1r35	Vom1r89
Gm23965	RF00560
Sec1	Sec1
Olfr292	Olr30
Cst9	Cst9l
Slc25a19	AABR07005723.1
Gm25661	RF00009
Dio2	AC118957.2
Guca2b	Guca2b
Setd6	Setd6
Atrnl1	Atrnl1
Mertk	Mertk
Ngf	Ngf
Olfr1195	Olr650
Olfr1195	Olr651
Rgs10	Rgs10
Gm25596	RF00026
Gm23607	RF00560
Igkv3-9	AABR07060886.1
Igkv3-9	AABR07051551.2
Igkv3-9	AABR07051534.1
Igkv3-9	AABR07051564.1
Igkv3-9	RGD1565617
Igkv3-9	AABR07051532.1
Igkv3-9	AABR07042681.1
Sh3rf2	Sh3rf2
Mpdu1	Mpdu1
Ankmy2	Ankmy2
Ssu2	Ssuh2
Olfr598	Olr89
Aqp12	Aqp12a
Tspan1	Tspan1
Btbd35f27	LOC302576
Lrrc72	Lrrc72
Rtkn	LOC103692165
Gyg	Gyg1
Olfr1501	Olr383
Zfr	Zfr
Fam91a1	Fam91a1
Camsap3	Camsap3
Dnajc12	Dnajc12
Gm24666	RF00004
Olfr658	Olr168
Txndc16	Txndc16
Olfr291	Olr10
Epb41l1	Epb41l1
Rps20	LOC100359951
Csn3	Csn3
Spindoc	Spindoc
Dok5	Dok5
Lyst	AABR07028902.1
Prkd3	Prkd3
Hnrnpr	Hnrnpr
Vmn2r-ps159	AC241547.1
Vmn2r-ps159	Vom2r67
Vmn2r-ps159	AABR07014089.1
Vmn2r-ps159	AABR07014021.1
Vmn2r-ps159	AABR07000089.1
Vmn2r-ps159	AABR07030995.1
Vmn2r-ps159	Vom2r4
Vmn2r-ps159	AABR07014087.1
Vmn2r-ps159	Vom2r69
Vmn2r-ps159	LOC103690072
Vmn2r-ps159	Vom2r5
Vmn2r-ps159	Vom2r65
Vmn2r-ps159	Vom2r6
Fbxw16	Fbxw12
Gm22122	RF00015
March5	March5
Nup43	Nup43
Lin52	Lin52
Olfr965	Olr1316
Gm23624	RF00100
Armh1	Armh1
Triml2	Triml2
Nudt11	Nudt11
Unc93a	Unc93a
Cadm2	Cadm2
Ribc2	Ribc2
Gm3183	RGD1565129
Scn7a	Scn7a
Mzt2	Mzt2b
Ehd3	Ehd3
Kcng4	Kcng4
Pik3c2b	Pik3c2b
Gm28171	LOC103694747
Gm28171	AABR07057787.1
Gm28171	AC240852.1
Gm28171	LOC103694730
Gm28171	AABR07036101.1
Gm28171	LOC108353376
Gm28171	LOC103694745
Gm28171	AABR07023210.1
Gm28171	AABR07036187.1
Gm28171	AABR07061556.1
Gm28171	AC245408.1
Gm28171	AABR07050637.1
Gm28171	AC240958.1
Gm28171	AABR07016310.1
Gm28171	AC242927.1
Gm28171	AABR07006823.1
Gm28171	Ssty1
Gm28171	AC240910.1
Gm28171	LOC103694776
Sez6l2	Sez6l2
Tbc1d21	Tbc1d21
B3gat1	B3gat1
Il7	Il7
Prkag3	Prkag3
Gm3099	AABR07055154.1
Gm3099	Spetex-2F
Gm3099	AABR07066677.1
Gm3099	AABR07037510.2
Gm3099	AABR07063459.1
Gm3099	AABR07062268.1
Gm3099	LOC681180
Olfr1079	Olr507
Asxl1	Asxl1
Pgc	Pgc
Hist1h2ba	Hist1h2ba
Slc39a13	Slc39a13
Pou4f1	Pou4f1
Olfr322	Olr1433
A630089N07Rik	AABR07054983.1
A630089N07Rik	AABR07032904.1
A630089N07Rik	AABR07014114.1
Arhgap40	Arhgap40
Prpf38a	Prpf38a
Mbd4	Mbd4
Ccndbp1	Ccndbp1
U2surp	U2surp
Ccdc190	Ccdc190
Slc25a47	Slc25a47
Adamts18	AABR07043892.1
Stard10	Stard10
Ubxn6	Ubxn6
Sec23b	Sec23b
Map2k1	Map2k1
Eif4ebp2	Eif4ebp2
Gps2	Gps2
Zfp534	AABR07050399.2
Zfp534	LOC500584
Zfp534	LOC691254
Grxcr2	Grxcr2
Gm22334	RF00156
Trav4n-3	AABR07017624.1
Trav4n-3	AABR07017693.1
Trav4n-3	AABR07017676.1
Trav4n-3	AABR07017662.2
Trav4n-3	AABR07017870.2
Trav4n-3	AABR07017783.3
Trav4n-3	AABR07017623.2
Trav4n-3	AABR07017735.1
Otud3	Otud3
Kif1c	Kif1c
Rpl10a	Rpl10a
Rhox4e	Rhox4g
Cul4b	Cul4b
Gm21293	Alyref
Pdxk	AABR07044570.1
Otof	Otof
Arhgef11	Arhgef11
B3gat2	B3gat2
Ighv1-18	AABR07065823.2
Zxdc	Zxdc
Gm25301	Mir3557
Bphl	Bphl
Coq5	Coq5
Slc25a2	Slc25a2
Gm25604	RF00560
Abca5	Abca5
Hspa4	Hspa4
Vmn2r89	AC241547.1
Vmn2r89	Vom2r67
Vmn2r89	AABR07014089.1
Vmn2r89	AABR07014021.1
Vmn2r89	AABR07000089.1
Vmn2r89	AABR07030995.1
Vmn2r89	Vom2r4
Vmn2r89	AABR07014087.1
Vmn2r89	Vom2r69
Vmn2r89	LOC103690072
Vmn2r89	Vom2r5
Vmn2r89	Vom2r65
Vmn2r89	Vom2r6
Ppp1r1a	Ppp1r1a
Lrrc74a	Lrrc74a
Dlx4	Dlx4
Fbxw14	Fbxw12
Baiap2l2	Baiap2l2
Tinf2	Tinf2
Cad	Cad
Igkv14-100	AABR07040288.1
Igkv14-100	AABR07061022.1
Igkv14-100	AABR07060792.1
Igkv14-100	AABR07061022.3
Uggt1	Uggt1
Smok3c	LOC690235
Nlk	Nlk
Fgf1	Fgf1
Gm23675	RF00560
Olfr1137	Olr581
Atf7ip	Atf7ip
BC061237	AABR07047232.1
BC061237	AABR07017006.1
BC061237	AABR07047221.1
BC061237	AABR07016950.1
BC061237	AABR07016992.2
BC061237	AABR07051793.1
BC061237	AABR07016976.1
Gm23814	RF00026
Vmn2r54	AABR07002093.2
Vmn2r54	Vom2r35
Vmn2r54	Vom2r33
Pm20d2	Pm20d2
Pyroxd2	Pyroxd2
Dlgap3	Dlgap3
Sobp	Sobp
Fcmr	Fcmr
Sms	Sms
Acp7	Acp7
Dennd1c	Dennd1c
Ctdspl2	Ctdspl2
Gm27393	RF00066
Mir672	Mir672
Matr3	Matr3
Olfr624	Olr120
Olfr624	Olr114
Fam205a3	Fam205a
Ndst4	Ndst4
Pdpn	Pdpn
Fbxo22	Fbxo22
Trmt6	Trmt6
Scx	Scx
Gm3776	Gsta5
Chst12	Chst12
1700001C19Rik	AABR07066762.1
Prkce	AABR07062799.2
Gm7075	Rnf7
Olfr435	Olr819
Gm27390	RF02271
Gm3752	AABR07055154.1
Gm3752	Spetex-2F
Gm3752	AABR07066677.1
Gm3752	AABR07037510.2
Gm3752	AABR07063459.1
Gm3752	AABR07062268.1
Gm3752	LOC681180
Faim	Faim
Gm5114	LOC690284
Slc22a21	Slc22a5
Vstm4	Vstm4
Sp8	Sp8
Zfp972	AABR07054723.1
Nubp2	Nubp2
Hsd17b2	Hsd17b2
Abcd2	Abcd2
Hpse	Hpse
Zfp251	Zfp251
Ighv1-54	AABR07065821.1
Helz2	Helz2
Gm20815	LOC103694747
Gm20815	AABR07057787.1
Gm20815	AC240852.1
Gm20815	LOC103694730
Gm20815	AABR07036101.1
Gm20815	LOC108353376
Gm20815	LOC103694745
Gm20815	AABR07023210.1
Gm20815	AABR07036187.1
Gm20815	AABR07061556.1
Gm20815	AC245408.1
Gm20815	AABR07050637.1
Gm20815	AC240958.1
Gm20815	AABR07016310.1
Gm20815	AC242927.1
Gm20815	AABR07006823.1
Gm20815	Ssty1
Gm20815	AC240910.1
Gm20815	LOC103694776
Trav13d-1	AABR07017639.2
Strada	Strada
Rhox4d	Rhox4g
Ssxb10	AABR07037173.1
Osgin1	Osgin1
Tas2r119	Tas2r119
Midn	Midn
Sult1c2	AABR07066160.1
Gm3755	AABR07066700.1
Gm3755	AABR07055154.1
Gm3755	Spetex-2F
Gm3755	AABR07066677.1
Gm3755	AABR07037510.2
Gm3755	AABR07063459.1
Gm3755	AABR07062268.1
Gm3755	LOC681180
Cfap73	Cfap73
Ndst2	NEWGENE_1304700
Ndst2	Ndst2
Abtb2	Abtb2
Galnt10	Galnt10
Mettl14	Mettl14
Otx1	Otx1
Amer2	Amer2
Gm4778	RGD1563667
Gm4778	LOC689173
Gm4778	RGD1560554
Gm4778	AABR07012384.1
Gm4778	AABR07012426.1
Gm4778	AABR07012342.1
Slc26a2	Slc26a2
Zfp827	Zfp827
Runx1t1	Runx1t1
Tmsb15a	LOC100361139
Plekha2	Plekha2
Bok	Bok
Dlg5	Dlg5
Gm24478	RF00003
Olfr3	Olr411
Gm24280	RF00560
Gm26468	RF00026
Mrps22	Mrps22
Chchd2	AABR07036007.1
Gm7361	AABR07000740.2
Gm7361	LOC688649
Gm7361	AABR07043453.1
Gm7361	AABR07042629.1
Gm7361	AABR07043711.2
Gm7361	AABR07043514.1
Gm7361	AABR07043523.1
Gm7361	AABR07043564.1
Gm7361	AABR07043271.1
Gm7361	LOC102550797
Gm7361	AABR07059632.1
Gm7361	AABR07042623.1
Gm7361	AABR07042611.1
Gm7361	AABR07000747.1
Gm7361	AABR07042609.1
Gm7361	AABR07000740.1
Gm7361	AABR07043428.1
Gm23893	RF00056
Vmn2r34	LOC108348133
Vmn2r34	Vom2r28
Vmn2r34	AABR07002473.1
Vmn2r34	Vom2r26
Gm22353	RF00410
Olfr1154	Olr606
Dld	Dld
Map3k5	Map3k5
Pcna	Pcna
Psmb6	LOC100360846
Hyal6	Hyal6
Igkv13-84	AABR07013095.1
Gm4305	Alyref
Scgn	Scgn
Gm2001	Ubl5
Cdc73	Cdc73
Gm25166	RF00560
Vmn1r48	Vom1r105
Hist1h1a	Hist1h1a
Olfr171	Olr1565
Arpin	Arpin
Tcrg-C3	AABR07027872.1
Mir29b-2	Mir29b2
Zfp354c	Zfp354c
Sphk2	Sphk2
Olfr273	Olr845
Olfr273	LOC103690011
Olfr273	LOC108348075
Olfr273	Olr847
C2cd5	C2cd5
Gm7945	AABR07047232.1
Gm7945	AABR07017006.1
Gm7945	AABR07047221.1
Gm7945	AABR07016950.1
Gm7945	AABR07016992.2
Gm7945	AABR07051793.1
Gm7945	AABR07016976.1
Olig3	Olig3
Gm22591	RF00026
Trav7-6	AABR07017868.4
Chil6	RGD1309110
Wfdc5	Wfdc5
Gm25056	RF00066
Ror2	Ror2
Dtx1	Dtx1
Aebp2	Aebp2
Ggh	Ggh
Accsl	Accsl
Adh7	Adh7
B3galt6	B3galt6
Fam83g	Fam83g
Ak7	Ak7
Trav13-2	AABR07017639.2
Cox16	Cox16
Rgs17	Rgs17
Gm26038	RF00026
Prss41	Prss41
Podn	Scp2
Vps53	Vps53
Gm17727	RGD1304554
Gemin7	Gemin7l1
Gemin7	Gemin7
Naalad2	Naalad2
Olfr821	LOC100910928
Tekt1	Tekt1
Olfr510	Olr276
Gba	Gba
Zmat2	Zmat2
Gm10778	LOC102551539
Gm10778	LOC100125368
Ccdc73	Ccdc73
Mdm4	Mdm4
Tsfm	Tsfm
Nr3c1	AABR07031756.2
Usp38	Usp38
Gm21987	Cox17
Slc29a3	Slc29a3
Acp2	Acp2
Spr	Spr
Cfap36	Cfap36
Olfr398	Olr1507
Cnot11	Cnot11
Gas1	Gas1
Gm12887	AC124205.2
Olfr237-ps1	Olr816
Gm24095	RF00402
Ube2d3	Ube2d3
Tmub2	Tmub2
Gm22204	RF00100
Zbbx	Zbbx
Prkacb	Prkacb
Adprh	Adprh
Ppp3r2	Ppp3r2
Sphkap	Sphkap
Phip	Phip
Defb13	Defb13
Mybbp1a	Mybbp1a
Olfr196	Olr1535
Gpr85	Gpr85
Cish	Cish
Olfr1044	Olr482
Defb20	Defb20
Igkv13-85	AABR07013095.1
Uox	Uox
Tsc22d4	LOC102550456
Nr2f2	Nr2f2
Sectm1b	Sectm1b
9130409I23Rik	LOC498300
B3galt1	B3galt1
Neto1	Neto1
Azin1	Azin1
Ms4a1	Ms4a1
Map3k7	Map3k7
Antxr1	Antxr1
Actg2	Actg2
Olfr725	Olr1626
Gm25128	RF00137
1700015F17Rik	LOC103692048
1700028K03Rik	LOC689986
Trex1	Trex1
Arrb1	Arrb1
Cyp1a1	Cyp1a1
Nudt13	Nudt13
Mrgpra2a	Mrgprx3
Btf3	Btf3
Lrrc39	Lrrc39
Serpinh1	Serpinh1
Trav9d-4	AABR07017825.3
Trav9d-4	AABR07017772.1
Trav9d-4	AABR07017677.1
Trav9d-4	AABR07046563.1
Trav9d-4	AABR07017714.2
Trav9d-4	AABR07017825.2
Trav9d-4	AABR07017658.1
Trav9d-4	AABR07017657.1
Trav9d-4	AABR07017647.1
Ssu72	Ssu72
Hoxa4	Hoxa4
Vmn1r78	Vom1r44
Hnrnpd	Hnrnpd
Gm22953	Gm22953
Clec4a1	Clec4a1
Tbx5	Tbx5
Abcc5	Abcc5
B3gnt7	B3gnt7
Taar7a	Taar7h
Taar7a	Taar7b
Taar7a	Taar7d
Taar7a	Taar7c
Gm24883	RF00100
Snord23	RF00603
Zc3h14	Zc3h14
Yme1l1	LOC108348078
Rab1a	Rab1a
Gm23747	RF00560
Zfp334	AABR07054578.1
Tas1r2	Iffo2
Armc1	Armc1
Zfp30	AABR07002868.1
Il17rd	Il17rd
Bmpr2	Bmpr2
Ddb2	Ddb2
Ramp3	Ramp3
Fam83e	Fam83e
Ap4m1	Ap4m1
Spred1	Spred1
Gm25051	RF00100
Olfr382	Olr1471
Dcun1d2	Dcun1d2
Lage3	Lage3
Tesk2	Tesk2
Gm24129	RF00026
Mau2	Mau2
Gm3417	Tcte3
Lipf	Lipf
Pdrg1	Pdrg1
Gzmf	LOC691670
Hras	Hras
Carm1	Carm1
Abraxas2	Abraxas2
Coch	Coch
Atp10d	Atp10d
Syt13	Syt13
Pdcd5	RGD1564319
Trh	Trh
Btbd35f29	LOC302576
Cd151	Cd151
Gm29735	AABR07006055.1
Gnb2	Gnb2
Arpc5l	Arpc5l
Pdk1	Pdk1
Olfr723	Olr1625
Smco1	LOC100911042
Gm22978	RF00003
Elac1	Elac1
Snurf	Snurf
Ankub1	Ankub1
Kctd17	Kctd17
Cd2bp2	Cd2bp2
Amd1	Amd1
Ak2	Ak2
Gm21977	AABR07047232.1
Gm21977	AABR07017006.1
Gm21977	AABR07047221.1
Gm21977	AABR07016950.1
Gm21977	AABR07016992.2
Gm21977	AABR07051793.1
Gm21977	AABR07016976.1
Olfr1442	Olfr1442
Sfr1	Sfr1
Zfp385c	Zfp385c
Rom1	Rom1
Cog4	Cog4
Gm25706	RF00100
Gm24259	RF00026
Nmral1	Nmral1
Stk33	Stk33
Olfr315	Olr1453
Olfr315	Olr1455
Smad9	LOC103691556
Got2	Got2
Tfdp1	Tfdp1
Olfr638	Olr139
4921524J17Rik	RGD1308706
Xkr5	Xkr5
Gm20877	LOC103694747
Gm20877	AABR07057787.1
Gm20877	AC240852.1
Gm20877	LOC103694730
Gm20877	AABR07036101.1
Gm20877	LOC108353376
Gm20877	LOC103694745
Gm20877	AABR07023210.1
Gm20877	AABR07036187.1
Gm20877	AABR07061556.1
Gm20877	AC245408.1
Gm20877	AABR07050637.1
Gm20877	AC240958.1
Gm20877	AABR07016310.1
Gm20877	AC242927.1
Gm20877	AABR07006823.1
Gm20877	Ssty1
Gm20877	AC240910.1
Gm20877	LOC103694776
Ftl1	AABR07041778.1
Ftl1	AABR07004746.1
Ftl1	LOC100360087
Ftl1	AC115277.1
Ftl1	AABR07008293.1
Ftl1	Ftl1
Ftl1	LOC100359668
Ftl1	LOC100362384
Adra1d	Adra1d
Ip6k1	Ip6k1
Snip1	NEWGENE_1359268
Exd1	Exd1
Acsl5	Acsl5
Kcnc2	Kcnc2
Slc8a1	Slc8a1
Olfr493	Olr262
Limd1	Limd1
Nsmce1	Nsmce1
Zfp36l2	Zfp36l2
Zfp36l2	LOC100911319
Fbln1	Fbln1
Lhx6	Lhx6
Itm2c	Itm2c
Eloc	Eloc
Gm25980	RF00100
Adig	LOC100911217
Sulf2	Sulf2
Gm22148	RF00026
Olfr746	Olr1622
Gm24185	RF00026
Gm10662	AABR07028872.1
Gm8271	AABR07055154.1
Gm8271	Spetex-2F
Gm8271	AABR07066677.1
Gm8271	AABR07037510.2
Gm8271	AABR07063459.1
Gm8271	AABR07062268.1
Gm8271	LOC681180
Gm23759	RF00100
Cdc42bpa	Cdc42bpa
AC126035.1	RGD1565129
Gm23258	RF00026
Hoxc6	Hoxc6
Trav14-1	AABR07017714.1
Trav14-1	AABR07017824.2
Trav14-1	AABR07017745.1
Trav14-1	AABR07017768.5
Trav14-1	AABR07017789.1
Trav14-1	AABR07017868.5
Trav14-1	AABR07017833.1
Trav14-1	AABR07017681.1
Trav14-1	AABR07017658.2
Trav14-1	AABR07017617.1
BC100530	LOC689230
Gm21783	LOC103694747
Gm21783	AABR07057787.1
Gm21783	AC240852.1
Gm21783	LOC103694730
Gm21783	AABR07036101.1
Gm21783	LOC108353376
Gm21783	LOC103694745
Gm21783	AABR07023210.1
Gm21783	AABR07036187.1
Gm21783	AABR07061556.1
Gm21783	AC245408.1
Gm21783	AABR07050637.1
Gm21783	AC240958.1
Gm21783	AABR07016310.1
Gm21783	AC242927.1
Gm21783	AABR07006823.1
Gm21783	Ssty1
Gm21783	AC240910.1
Gm21783	LOC103694776
Ltk	Ltk
Wdcp	Wdcp
Tctex1d1	Tctex1d1
Whamm	Whamm
Cntnap1	Cntnap1
n-R5s151	RF00001
Mapk1ip1l	Mapk1ip1l
Ercc3	Ercc3
Sulf1	Sulf1
Parm1	Parm1
5730507C01Rik	AABR07007130.2
Ssxb1	AABR07037173.1
Ftsj1	Ftsj1
Jade2	Jade2
Rictor	Rictor
Gm20737	LOC103694747
Gm20737	AABR07057787.1
Gm20737	AC240852.1
Gm20737	LOC103694730
Gm20737	AABR07036101.1
Gm20737	LOC108353376
Gm20737	LOC103694745
Gm20737	AABR07023210.1
Gm20737	AABR07036187.1
Gm20737	AABR07061556.1
Gm20737	AC245408.1
Gm20737	AABR07050637.1
Gm20737	AC240958.1
Gm20737	AABR07016310.1
Gm20737	AC242927.1
Gm20737	AABR07006823.1
Gm20737	Ssty1
Gm20737	AC240910.1
Gm20737	LOC103694776
Gm22970	RF00004
Cul2	Cul2
Foxk1	Foxk1
Sppl3	Sppl3
Hmox2	Hmox2
5430419D17Rik	LOC691970
Gm10272	LOC100361793
Gm10272	LOC100361664
Anxa5	Anxa5
Xcr1	Xcr1
AC133103.5	Sp110
Tmem18	Tmem18
Fbxw22	Fbxw12
Atg4d	Atg4d
Cd209a	Cd209a
Leng8	Leng8
Actr5	Actr5
Pdha2	Pdha2
Gm24434	RF00560
Gm14496	AC241547.1
Gm14496	Vom2r67
Gm14496	AABR07014089.1
Gm14496	AABR07014021.1
Gm14496	AABR07000089.1
Gm14496	AABR07030995.1
Gm14496	Vom2r4
Gm14496	AABR07014087.1
Gm14496	Vom2r69
Gm14496	LOC103690072
Gm14496	Vom2r5
Gm14496	Vom2r65
Gm14496	Vom2r6
Hs3st3b1	Hs3st3b1
Lrtm1	Lrtm1
Lrtm1	LOC102547963
Snrnp35	Snrnp35
Chst10	Chst10
Orm1	Orm1
Bhmt2	Bhmt2
Cobl	Cobl
Wars	Wars
Zcchc8	Zcchc8
Lmln	Lmln
Cxcr4	Cxcr4
9530077C05Rik	AABR07069466.1
Coq8a	Coq8a
Ccdc148	Ccdc148
Satb1	Satb1
Morn3	Morn3
Agk	Agk
Zfp488	Zfp488
Tbc1d7	Tbc1d7
Rps24	LOC100363469
Stag1	Stag1
Lmod3	Lmod3
Mical2	Mical2
Cyp4f16	LOC691320
Cyp4f16	LOC100912471
Spint2	Spint2
Ms4a4d	AABR07006275.1
Ms4a4d	Ms4a4c
Adam3	Adam3a
Zmynd10	Zmynd10
Wdr5b	Wdr5b
Fsd1	Fsd1
Rpp25l	Rpp25l
Gm3642	AABR07066700.1
Gm3642	AABR07055154.1
Gm3642	Spetex-2F
Gm3642	AABR07066677.1
Gm3642	AABR07037510.2
Gm3642	AABR07063459.1
Gm3642	AABR07062268.1
Gm3642	LOC681180
Wee1	Wee1
Zfp113	Zfp113
Gm23822	RF00560
Pgam5	Pgam5
Gm3460	AABR07066700.1
Gm3460	AABR07055154.1
Gm3460	Spetex-2F
Gm3460	AABR07066677.1
Gm3460	AABR07037510.2
Gm3460	AABR07063459.1
Gm3460	AABR07062268.1
Gm3460	LOC681180
Pnkp	Pnkp
Gm25526	RF00560
Ctcfl	Ctcfl
Stx4a	Stx4
Pcdha1	AC103179.2
Dcaf5	Dcaf5
Ap3m2	Ap3m2
Gm21985	Slc12a6
Zfp280c	Zfp280c
Snu13	AABR07042323.1
Gm23355	RF00026
Pkd2l1	Pkd2l1
Gm12728	AABR07004183.1
Akr1c18	Akr1c3
Exoc8	Exoc8
Serpina3f	LOC100909605
Gm22840	RF00405
Tmem207	Tmem207
Setd5	Setd5
Crygf	Crygf
Gm10112	RGD1559995
Gm10112	RGD1564306
Trav12-2	AABR07017824.1
Trav12-2	AABR07017768.8
Trav12-2	AABR07017786.1
Trav12-2	AABR07017769.1
Trav12-2	AABR07017768.4
Trav12-2	AABR07017825.1
Trav12-2	AABR07017745.4
Trav12-2	AABR07017892.1
L1cam	L1cam
Fcnb	Fcnb
Hmox1	Hmox1
Ythdf2	Ythdf2
Gm37240	Arfip1
Dnah12	Dnah12
n-R5s9	RF00001
Slco6d1	AABR07068439.1
Gm26251	RF00561
Git2	Git2
Nobox	Nobox
Rasal1	Rasal1
Scd2	Scd2
Dmrt1	Dmrt1
Ebag9	Ebag9
Emc9	Emc9
Tmem141	Tmem141
Mreg	Mreg
Nodal	Nodal
Kcnc4	Kcnc4
Ptx3	Ptx3
Mir615	Mir615
Usp31	Usp31
Zfp551	AABR07002134.1
Gjc3	Gjc3
Cpne1	LOC100910990
Cpne1	Cpne1
Vmn1r15	Vom1r70
Kdm6b	Kdm6b
Klra6	Klra1
Mrps12	Mrps12
Tac1	Tac1
Shld2	Shld2
Gm3435	Ermard
Dtwd2	Dtwd2
Ppcdc	Ppcdc
Gm8225	AABR07033851.1
Lrrn2	Lrrn2
Gm6882	AABR07028872.1
Coa6	Coa6
Map3k15	AABR07038021.1
Klk6	Klk6
Ost4	Ost4
Apobec1	Apobec1
Pbxip1	Pbxip1
Pcyt2	Pcyt2
Mpv17l2	Mpv17l2
Vcan	Vcan
Map3k10	Map3k10
Ppic	Ppic
Arhgap44	Arhgap44
Bmp6	Bmp6
Smarcc2	Smarcc2
1600002K03Rik	RGD1562114
Serpinb1a	LOC102553010
Gm27792	RF00001
Rag2	Rag2
Olfr1178	Olr619
Mbd3l1	Mbd3l1
Rln3	Rln3
Gm10358	AABR07025010.1
Gm10358	LOC108351137
Gm10358	AABR07013086.1
Pygl	Pygl
Polr3b	Polr3b
Gm29049	LOC103694747
Gm29049	AABR07057787.1
Gm29049	AC240852.1
Gm29049	LOC103694730
Gm29049	AABR07036101.1
Gm29049	LOC108353376
Gm29049	LOC103694745
Gm29049	AABR07023210.1
Gm29049	AABR07036187.1
Gm29049	AABR07061556.1
Gm29049	AC245408.1
Gm29049	AABR07050637.1
Gm29049	AC240958.1
Gm29049	AABR07016310.1
Gm29049	AC242927.1
Gm29049	AABR07006823.1
Gm29049	Ssty1
Gm29049	AC240910.1
Gm29049	LOC103694776
Adam8	Adam8
Naa50	AABR07034273.1
Asb2	Asb2
Gm3095	AABR07066700.1
Gm3095	AABR07055154.1
Gm3095	Spetex-2F
Gm3095	AABR07066677.1
Gm3095	AABR07037510.2
Gm3095	AABR07063459.1
Gm3095	AABR07062268.1
Gm3095	LOC681180
Jmjd7	Jmjd7
Ahsg	AABR07034632.1
Col23a1	Col23a1
Tpm2	Tpm2
Zdhhc4	Zdhhc4
Rfx2	Rfx2
Gm4763	LOC100910953
Trpc4	Trpc4
Stfa1	LOC689230
Dstyk	Dstyk
Sema6d	Sema6d
Igkv1-131	AABR07040284.1
Igkv1-131	AABR07060963.3
Igkv1-131	AABR07060957.1
Gm17018	Dpcd
Trpv2	Trpv2
Trp53bp2	Tp53bp2
Rrp1	Rrp1
Col3a1	Col3a1
Ttc1	Ttc1
Gm24074	RF00100
Plekhg3	Plekhg3
Il22ra1	Il22ra1
Flt1	Flt1
Car5a	Car5a
Plod1	Plod1
Olfr1222	Olr679
Cbx7	Cbx7
Gm22599	RF00560
Ate1	Ate1
Tcte3	Tcte3
Olfr1198	LOC686900
Slc2a3	LOC100909595
Gm12888	AC124205.2
Zfp874a	AABR07001099.1
Gm8297	AABR07055154.1
Gm8297	Spetex-2F
Gm8297	AABR07066677.1
Gm8297	AABR07037510.2
Gm8297	AABR07063459.1
Gm8297	AABR07062268.1
Gm8297	LOC681180
Olfr1166	Olr611
Txnrd3	Txnrd3
Aph1a	Aph1a
Vwce	Vwce
Vwce	AABR07024303.1
Fnbp4	Fnbp4
Gpr152	Gpr152
Gm24289	RF00582
Ntrk3	Ntrk3
Tgm3	Tgm3
Nme6	Nme6
Serpinb9	Serpinb9
Myof	Myof
Zscan2	Zscan2
Lce3e	Lce3e
Psapl1	Psapl1
Mtss1l	Mtss1l
Zfp777	Zfp777
Sfpq	Sfpq
Gm8220	AABR07047232.1
Gm8220	AABR07017006.1
Gm8220	AABR07047221.1
Gm8220	AABR07016950.1
Gm8220	AABR07016992.2
Gm8220	AABR07051793.1
Gm8220	AABR07016976.1
Foxred1	Foxred1
Dbi	Dbi
Trav13d-2	AABR07017639.2
Spin2-ps6	AABR07037307.1
Ifna12	AABR07049128.1
1700102P08Rik	LOC498675
Kcmf1	Kcmf1
Grid2	Grid2
Cdk11b	Cdk11b
Gm595	RGD1564955
Trpm5	Trpm5
Mir30e	Mir30e
Snord65	RF00571
6030408B16Rik	AC119007.1
Commd2	Commd2
Bzw2	Bzw2
Igf1r	Igf1r
Nup188	Nup188
Vmac	Vmac
Raf1	Raf1
Elmod1	Elmod1
Plppr1	Plppr1
Gm23122	RF00026
Olfr146	LOC100910010
Olfr146	LOC100910041
Olfr146	Olr1275
Olfr146	LOC100910439
Olfr146	LOC100910335
Olfr146	AABR07007931.1
Olfr146	AC114070.1
Serpina3i	LOC100909605
Dgcr8	Dgcr8
7530416G11Rik	AC112534.2
Timm9	Timm9
Mir325	Mir325
Igkv5-39	AABR07056026.1
Igkv5-39	AABR07051684.1
Ndufa11	Ndufa11
Ppm1m	Ppm1m
Zfp661	AABR07053681.1
Tmem30a	Tmem30a
Slc25a29	Slc25a29
Stx7	Stx7
Dusp19	Dusp19
Elfn1	Elfn1
Ctgf	Ctgf
Gm22764	RF00026
Bivm	Bivm
Lysmd1	Lysmd1
Pla2g3	Pla2g3
Stfa2	Stfa2
Stfa2	AABR07034362.2
Gm25821	RF00412
Gm25115	RF00003
Ckmt2	Ckmt2
Cryba4	Cryba4
Mt4	Mt4
Gm9125	RGD1563667
Gm9125	LOC689173
Gm9125	RGD1560554
Gm9125	AABR07012384.1
Gm9125	AABR07012426.1
Gm9125	AABR07012342.1
Tubb4a	Tubb4a
Dpf1	Dpf1
Zpld1	Zpld1
Xpo7	Xpo7
Apbb1	Apbb1
