Gene name	Golden Hamster gene name
Mettl8	ENSMAUG00000020824
Atp5f1	Atp5f1
Supt4a	Supt4a
Chia1	Chia1
Ccdc151	Ccdc151
Ccdc63	Ccdc63
Ighv1-12	ENSMAUG00000005010
Rrp1	Rrp1
Eps8	Eps8
Celsr3	Celsr3
Olfr569	
Lin28b	Lin28b
Spire2	Spire2
Atpaf2	Atpaf2
Bmpr2	Bmpr2
Cpne5	Cpne5
Cd46	Cd46
Cabp2	Cabp2
Cct3	ENSMAUG00000014449
Hcn1	Hcn1
Rab6b	Rab6b
Ect2	Ect2
Ptpn3	Ptpn3
Oxct2a	
Bmp8a	ENSMAUG00000016732
Bbs12	Bbs12
Myl2	Myl2
4930562C15Rik	ENSMAUG00000008202
Abcb8	Abcb8
Ptprm	ENSMAUG00000001486
Rflna	Rflna
Tmem160	Tmem160
1700034J05Rik	
Stab1	Stab1
Syt1	Syt1
Gid4	Gid4
Shroom3	Shroom3
Zdhhc7	Zdhhc7
Fam221b	Fam221b
Pigt	Pigt
AC163703.1	
Ak9	
Prdx2	ENSMAUG00000005262
Ppfibp1	ENSMAUG00000020104
Ppfibp1	ENSMAUG00000012620
Ptgis	Ptgis
Ugt2b38	ENSMAUG00000006916
Ugt2b38	ENSMAUG00000001163
Ugt2b38	ENSMAUG00000007525
Tmem203	Tmem203
Ms4a4b	
Tmem8b	ENSMAUG00000018119
Reck	Reck
Bcas3	Bcas3
Sirt2	Sirt2
Cdk10	Cdk10
Rnf146	ENSMAUG00000000996
Rnf146	ENSMAUG00000021006
Ttll7	
Spz1	
0610010F05Rik	ENSMAUG00000007138
Lax1	Lax1
Actr8	Actr8
Grk6	Grk6
Actr3	ENSMAUG00000014128
Olfm3	Olfm3
Cpeb3	Cpeb3
Serinc5	Serinc5
Kcnb1	Kcnb1
Mydgf	Mydgf
Ncam1	ENSMAUG00000021119
Zfp410	Zfp410
4930558K02Rik	4930558K02Rik
Slc26a6	Slc26a6
Echdc1	ENSMAUG00000011720
Echdc1	ENSMAUG00000014558
Slc6a3	
Olfr571	Olfr571
Pigc	Pigc
Rps6ka3	Rps6ka3
Gm5136	
Blmh	Blmh
Il17rb	Il17rb
Cabp5	Cabp5
Olfr1256	
Krt28	Krt28
Psmb7	Psmb7
Bcor	ENSMAUG00000008014
Nppb	Nppb
Trf	ENSMAUG00000021354
Dnm3	Dnm3
Cpne7	Cpne7
Cntn3	Cntn3
Arl15	Arl15
Atp1b2	Atp1b2
Fut2	
Jag2	Jag2
Cabyr	Cabyr
Slc22a18	Slc22a18
Ctsh	Ctsh
Tlnrd1	Tlnrd1
Gabarapl1	Gabarapl1
Sh3glb2	Sh3glb2
Gip	Gip
Nek6	Nek6
Dlk1	Dlk1
Mesd	Mesd
Taf1b	Taf1b
Fam92b	ENSMAUG00000022003
Plxnb2	ENSMAUG00000012310
Mtnr1a	Mtnr1a
Dlk2	Dlk2
Tmem40	Tmem40
Cblc	Cblc
Psmd14	Psmd14
Dennd4a	Dennd4a
Map1lc3b	Map1lc3b
Gm11437	Gm11437
Tmem44	Tmem44
Brinp3	Brinp3
Get4	Get4
Bnip3l	Bnip3l
Plppr4	Plppr4
Ptgr2	Ptgr2
M6pr	M6pr
Acaca	Acaca
Hmox1	Hmox1
Rsph6a	Rsph6a
Rnf2	ENSMAUG00000007552
Decr1	Decr1
Spns2	Spns2
Akap6	Akap6
Erbb3	ENSMAUG00000015213
Gse1	Gse1
Fam76b	Fam76b
March5	ENSMAUG00000019813
March5	ENSMAUG00000001811
Abca7	Abca7
Ulk2	Ulk2
Trmt1l	Trmt1l
Ppp1r21	Ppp1r21
Tcf23	Tcf23
Mmp2	Mmp2
Gm20425	ENSMAUG00000021354
Tmem263	Tmem263
Arx	Arx
Mybbp1a	Mybbp1a
Fam120c	Fam120c
Ccdc137	Ccdc137
Mterf2	Mterf2
Mrps2	Mrps2
Wfdc2	ENSMAUG00000013078
Vwc2	Vwc2
C330018D20Rik	C330018D20Rik
Hmga1	ENSMAUG00000000159
Hmga1	ENSMAUG00000012619
AI429214	
Gpr45	Gpr45
Mcm5	Mcm5
Tmem89	Tmem89
Arhgef17	ENSMAUG00000013880
Coq2	ENSMAUG00000013373
Cul4a	
Bsph1	Bsph1
Rhno1	
Ddx41	Ddx41
Arl16	Arl16
Uqcrc1	Uqcrc1
Spint3	Spint3
Ugt2a1	
B4galt5	B4galt5
Rdm1	Rdm1
Muc13	
Cited4	Cited4
Nfkbib	Nfkbib
Atp2b4	Atp2b4
Wnk3	Wnk3
Setd1b	ENSMAUG00000009446
Setd1b	ENSMAUG00000012286
Them5	Them5
Krt10	Krt10
Gm43638	ENSMAUG00000002371
Ugt2a2	ENSMAUG00000002371
Ubald2	ENSMAUG00000011336
Clca4b	ENSMAUG00000014124
Cmtr2	Cmtr2
Spats2l	Spats2l
Rab38	Rab38
Psen2	Psen2
Qsox2	Qsox2
Ryr2	Ryr2
Heg1	ENSMAUG00000015456
Slc35a1	Slc35a1
Ids	Ids
Ccer2	
Tspyl1	Tspyl1
Tubgcp3	Tubgcp3
Nppa	Nppa
Nat8l	ENSMAUG00000020607
Gm9780	ENSMAUG00000001932
Hydin	Hydin
2610028H24Rik	2610028H24Rik
Arhgef10l	Arhgef10l
Arntl	ARNTL
B3glct	B3glct
Fbn1	Fbn1
Olfr1258	
4930544G11Rik	4930544G11Rik
Snf8	Snf8
Adap1	Adap1
Mitd1	Mitd1
Cox6b1	Cox6b1
Wfdc6a	
Nrbf2	Nrbf2
Abi1	Abi1
Acp2	Acp2
Cilp2	Cilp2
Skp1a	ENSMAUG00000001753
Skp1a	ENSMAUG00000001139
Skp1a	ENSMAUG00000010933
Skp1a	ENSMAUG00000009406
Mcm3ap	Mcm3ap
Srek1ip1	Srek1ip1
Eef1e1	Eef1e1
Ubald1	Ubald1
Clca4a	ENSMAUG00000014124
Casp14	Casp14
Lhx3	Lhx3
Ahcy	ENSMAUG00000006591
Eif1ax	Eif1ax
Jph3	Jph3
Clcn3	Clcn3
Ranbp10	ENSMAUG00000009762
Gcfc2	Gcfc2
Lipt1	Lipt1
Ncor2	Ncor2
Arl4d	Arl4d
Ccdc120	Ccdc120
Cast	Cast
Cwc27	Cwc27
Fam83d	
Gdap2	Gdap2
1110012L19Rik	1110012L19Rik
Sp5	Sp5
Rmnd5a	Rmnd5a
Klf6	Klf6
Ezh1	Ezh1
Cox19	Cox19
Ctu2	Ctu2
Cep104	Cep104
Ano3	Ano3
Zfp764	ENSMAUG00000017075
Rxfp2	Rxfp2
Zfp575	ENSMAUG00000021247
Ica1l	Ica1l
Phlda2	Phlda2
Eppin	Eppin
Dpp9	Dpp9
Dmwd	
Cyp2w1	Cyp2w1
Ybey	Ybey
Ethe1	
Arxes2	ENSMAUG00000001388
Arxes2	ENSMAUG00000003730
Atxn7l3b	
Erich2	Erich2
Rell2	Rell2
Zc3h8	Zc3h8
Itgb7	Itgb7
Vwa5a	Vwa5a
Atp1b3	
F11	F11
Mrpl19	Mrpl19
Tssk6	Tssk6
Nbn	Nbn
Ndufa13	Ndufa13
Atraid	Atraid
Ddb2	Ddb2
Tmem254c	ENSMAUG00000010787
Clcn6	Clcn6
Fmnl3	Fmnl3
Nsun3	Nsun3
Hace1	Hace1
Yjefn3	Yjefn3
3110082I17Rik	3110082I17Rik
Efcab10	Efcab10
Etv2	ENSMAUG00000009159
Rab36	Rab36
Smim22	Smim22
Gper1	Gper1
Gad1	Gad1
Wdfy2	Wdfy2
Fam117b	Fam117b
Cep85	ENSMAUG00000009089
Cep85	ENSMAUG00000004093
Asz1	ENSMAUG00000011480
Slc8a3	Slc8a3
Wfdc8	ENSMAUG00000009436
Ms4a6c	
Muc15	Muc15
Spag17	Spag17
Slc12a7	Slc12a7
Prkcsh	Prkcsh
Gpr146	Gpr146
C2cd4d	C2cd4d
Taf5l	Taf5l
Dhx35	Dhx35
March10	March10
C8a	C8a
Mettl1	
Tdrd12	ENSMAUG00000013767
Nt5dc1	Nt5dc1
Thbs4	Thbs4
Pitx2	Pitx2
Wfdc6b	
Ticam1	Ticam1
Hpx	Hpx
Prss48	Prss48
Cox4i1	Cox4i1
Megf10	Megf10
Fchsd1	Fchsd1
Ccdc105	Ccdc105
Gm28042	ENSMAUG00000021445
Sh3d19	Sh3d19
Slc5a6	Slc5a6
Map7d2	Map7d2
Eef1akmt3	Eef1akmt3
Col7a1	Col7a1
Zfp688	Zfp688
Adgrg4	Adgrg4
Acan	Acan
Plekhj1	ENSMAUG00000016155
Plekhj1	ENSMAUG00000009751
Fam193b	Fam193b
Wdr3	Wdr3
Arxes1	ENSMAUG00000001388
Arxes1	ENSMAUG00000003730
Nkx1-1	Nkx1-1
Olfr331	
Azi2	Azi2
Pla2g4b	ENSMAUG00000021445
Stmnd1	Stmnd1
Tspoap1	Tspoap1
Ppargc1a	Ppargc1a
Tsnaxip1	Tsnaxip1
Bex2	ENSMAUG00000013064
Aamdc	Aamdc
CT009512.1	
Olfr330	
Rhbdd3	Rhbdd3
Nxf3	
Sf3a2	ENSMAUG00000005644
Bcs1l	Bcs1l
Mia3	Mia3
Ppil1	Ppil1
Tcf7	Tcf7
Cbfa2t3	Cbfa2t3
Cenpt	Cenpt
Cdk5rap2	Cdk5rap2
Npas3	Npas3
Haus5	Haus5
Anp32e	ENSMAUG00000011275
Anp32e	ENSMAUG00000011419
Steap2	Steap2
Rab19	Rab19
Nepro	ENSMAUG00000018487
Nap1l4	Nap1l4
Nrg2	ENSMAUG00000010710
Ntn5	Ntn5
Jmjd7	
Prl7b1	
Bcl3	ENSMAUG00000019044
Sv2b	Sv2b
Pola1	Pola1
Rin3	ENSMAUG00000013121
Rin3	ENSMAUG00000020971
Rbm24	Rbm24
Smim1	Smim1
Cand1	ENSMAUG00000006690
Dact1	Dact1
Gtpbp8	Gtpbp8
Abcc2	Abcc2
Ptpn14	Ptpn14
Zfp367	Zfp367
Slc39a6	ENSMAUG00000011501
Col10a1	Col10a1
Kcnq4	Kcnq4
Homez	Homez
Zbtb24	Zbtb24
Tspyl4	ENSMAUG00000007306
Lpcat2	Lpcat2
Kcnk7	Kcnk7
Fam131b	Fam131b
Spg7	Spg7
Mmp23	
Gm10332	
Hcfc2	Hcfc2
Prl7a1	
Twistnb	Twistnb
Cmc1	Cmc1
Ufc1	Ufc1
Rbm42	ENSMAUG00000011346
Speg	Speg
Apoc3	
Dpp4	Dpp4
Ssr4	ENSMAUG00000015090
Ssr4	ENSMAUG00000010614
Tgfbrap1	Tgfbrap1
Zar1	
Zfand2a	ENSMAUG00000010998
Fam20b	Fam20b
Svip	Svip
S1pr1	S1pr1
Olfr1259	
Lrrc47	Lrrc47
Ewsr1	Ewsr1
Hpd	Hpd
Rgs9	Rgs9
Hist1h3a	
Crip2	Crip2
Cphx3	
Fry	ENSMAUG00000013210
Fry	ENSMAUG00000008801
Defb47	Defb47
Tox	Tox
Ppp1r14d	Ppp1r14d
Trpc6	Trpc6
Cphx2	
Hist1h1a	Hist1h1a
Gm5868	ENSMAUG00000016747
Capns2	
Exoc5	Exoc5
Ddit4	Ddit4
Pde2a	
Zc3h6	Zc3h6
Vgll4	Vgll4
Prdm12	Prdm12
Npat	Npat
Sssca1	Sssca1
Clcn1	Clcn1
Plac9b	ENSMAUG00000001932
Sult1b1	Sult1b1
Efcab2	Efcab2
Olfr1260	
BC048671	BC048671
Lonp2	ENSMAUG00000001567
Zscan20	Zscan20
Olfr329-ps	
Cemip	Cemip
Ppp1cc	
Uhrf1	Uhrf1
Uncx	Uncx
Trim38	Trim38
Fam89b	Fam89b
Fam53a	Fam53a
Tmem254b	ENSMAUG00000010787
Slc44a1	Slc44a1
Scamp3	Scamp3
Krt12	Krt12
Shbg	
Rapgef3	Rapgef3
Psmd9	Psmd9
L1td1	L1td1
H2-Eb1	
Commd6	ENSMAUG00000010677
Commd6	ENSMAUG00000015864
Commd6	ENSMAUG00000018297
Micall2	Micall2
Zfp689	Zfp689
Cfap52	Cfap52
Rorb	Rorb
Duxbl2	ENSMAUG00000015071
Mkrn1	ENSMAUG00000001183
Ext2	Ext2
Clptm1l	Clptm1l
Prr14	Prr14
Eef1g	ENSMAUG00000012949
Ppp2r2a	Ppp2r2a
Cap2	Cap2
Pelp1	Pelp1
Pgr	Pgr
Scaper	Scaper
Sema7a	Sema7a
Tmem135	Tmem135
Araf	Araf
Mthfd1	Mthfd1
Rps29	ENSMAUG00000005362
Rps29	ENSMAUG00000019410
Rnf7	ENSMAUG00000016180
Dpep1	Dpep1
Gbgt1	Gbgt1
Bex4	ENSMAUG00000015047
Usp43	Usp43
Gm10778	
Apoa4	Apoa4
Pex13	ENSMAUG00000009603
Chst13	Chst13
Enpep	Enpep
Arhgap32	Arhgap32
Gfpt2	Gfpt2
Drg2	Drg2
Wfdc9	
Itch	Itch
Rnf103	Rnf103
Wfdc10	
Pus10	Pus10
Chil3	ENSMAUG00000008993
Amy2a5	ENSMAUG00000005654
Stx19	Stx19
Kif26b	Kif26b
BC004004	BC004004
Wfdc11	
Cyba	Cyba
Arl13b	Arl13b
Wfdc13	Wfdc13
Ucn2	
Mid1	Mid1
Olfr328	
Cdh8	Cdh8
Srsf12	Srsf12
1700015G11Rik	
Morf4l1	ENSMAUG00000012150
Morf4l1	ENSMAUG00000013401
Mib2	Mib2
Erap1	Erap1
Rarg	Rarg
Gins2	ENSMAUG00000015527
Gins2	ENSMAUG00000004344
Fuz	ENSMAUG00000004157
Pfkfb4	Pfkfb4
Anapc16	Anapc16
Alx4	Alx4
Nudt14	Nudt14
Chil4	ENSMAUG00000008993
Tanc2	Tanc2
Jun	Jun
Snai3	Snai3
Eomes	Eomes
Klf7	Klf7
Rogdi	Rogdi
Ankrd11	ENSMAUG00000009818
Taf1a	Taf1a
Steap1	Steap1
Olfr137	Olfr137
Ceacam16	Ceacam16
Tars2	Tars2
Spint1	Spint1
Cdk5r1	Cdk5r1
Ascc1	ENSMAUG00000009049
Eva1a	Eva1a
Car11	Car11
Gm3055	
Olfr1123	
Pus7	Pus7
Traf2	Traf2
Amy2a4	ENSMAUG00000005654
Spata33	Spata33
Kctd7	Kctd7
Cnga1	Cnga1
Egr2	Egr2
Tial1	ENSMAUG00000008932
Klrd1	Klrd1
Acsf3	Acsf3
Lrr1	Lrr1
Ing1	Ing1
Timp1	Timp1
Cry1	Cry1
Zar1l	Zar1l
Phldb3	Phldb3
Habp4	Habp4
Bcr	Bcr
Rabgef1	Rabgef1
H2-Eb2	ENSMAUG00000018151
Itfg2	Itfg2
Ms4a6b	
Lst1	Lst1
Sowahb	ENSMAUG00000000109
Mroh1	
4933400A11Rik	
Klrk1	Klrk1
Syn1	Syn1
Pros1	ENSMAUG00000020620
Pros1	ENSMAUG00000014767
Ssfa2	ENSMAUG00000010630
Gatad2a	Gatad2a
Gm4767	
Pabpn1l	Pabpn1l
Trpv3	Trpv3
Mad2l1	ENSMAUG00000021550
Golga4	Golga4
Krt20	Krt20
Tnni3k	Tnni3k
Olfr224	
Rapgef2	Rapgef2
Iqcb1	Iqcb1
Tamm41	Tamm41
Slc9a8	Slc9a8
Rasal3	Rasal3
Cand2	Cand2
Sbk1	Sbk1
Bend4	Bend4
Chmp3	Chmp3
Spint4	
Glipr2	Glipr2
Stx12	Stx12
AW554918	AW554918
Meikin	Meikin
Crispld2	Crispld2
Plppr5	Plppr5
Pdzd4	Pdzd4
Dcaf12l2	
Rasa2	Rasa2
Tssk1	Tssk1
Rpl32	ENSMAUG00000019493
Rpl32	ENSMAUG00000007588
Rpl32	ENSMAUG00000009858
Rpl32	ENSMAUG00000020260
Rasd2	Rasd2
Scgb1a1	
Foxm1	Foxm1
Olfr19	
Gsc2	Gsc2
Rnf25	ENSMAUG00000019636
Krt23	Krt23
Cysltr1	Cysltr1
Eya1	Eya1
Amy2a3	ENSMAUG00000005654
Lingo4	Lingo4
Cyp11a1	CYP11A1
Ltb	Ltb
Ube2z	Ube2z
Cntn4	Cntn4
Grm3	Grm3
Pik3r4	Pik3r4
Rorc	Rorc
Tpgs2	ENSMAUG00000009886
Tpgs2	ENSMAUG00000011608
Pdss1	Pdss1
Exosc2	Exosc2
Pogk	Pogk
Dcaf12l1	Dcaf12l1
Ttl	Ttl
Slc16a8	Slc16a8
Eaf2	Eaf2
Dph5	ENSMAUG00000000275
Dph5	ENSMAUG00000000799
Atp6ap1l	Atp6ap1l
Qrich2	Qrich2
Brf1	Brf1
Tceal8	Tceal8
Brca2	ENSMAUG00000010577
Brca2	ENSMAUG00000019853
4933413G19Rik	
Pick1	Pick1
Tmem79	Tmem79
Nfyc	Nfyc
Ap2a1	Ap2a1
Nrip2	ENSMAUG00000021778
Ints1	Ints1
Pex26	Pex26
Glmp	Glmp
Sh3bgr	Sh3bgr
Trim3	Trim3
A830080D01Rik	ENSMAUG00000009356
Snx7	Snx7
Slc17a2	Slc17a2
Lsg1	Lsg1
Tada1	Tada1
Chek2	Chek2
Phf8	Phf8
Btbd6	Btbd6
Ctxn3	Ctxn3
Abl1	Abl1
Wdr17	ENSMAUG00000021673
Col12a1	Col12a1
1700011I03Rik	1700011I03Rik
Spag5	Spag5
Nfyb	Nfyb
Sorcs1	Sorcs1
Tle3	Tle3
4930415F15Rik	ENSMAUG00000015558
Slc16a5	Slc16a5
Olfr573-ps1	Olfr573-ps1
Nectin1	Nectin1
Tert	Tert
Osgin2	Osgin2
Lrrn2	Lrrn2
Ppp1r3e	Ppp1r3e
Wfdc3	Wfdc3
Gm44596	ENSMAUG00000021778
Vmn1r32	ENSMAUG00000019235
Zpbp	Zpbp
Tmem185a	Tmem185a
Ano9	Ano9
Pank3	Pank3
Naa30	Naa30
Phc1	Phc1
Car8	Car8
Olfr574	
Arhgap42	Arhgap42
Aspa	Aspa
Cyp4a14	Cyp4a14
Crip1	Crip1
Slx4ip	Slx4ip
Apoa5	Apoa5
N4bp2l1	ENSMAUG00000017134
Ado	
Itga2b	Itga2b
Mgat2	Mgat2
Spin1	Spin1
Dnttip1	
Lypd3	Lypd3
Ms4a4d	
Vmn1r34	ENSMAUG00000019235
Pole2	ENSMAUG00000001075
Dnm2	ENSMAUG00000019307
Dnm2	ENSMAUG00000013381
Tnf	Tnf
Tacr1	Tacr1
Zfp781	
Nipal1	Nipal1
Spata2	Spata2
Baz2a	Baz2a
Efcab12	Efcab12
Ncapd2	ENSMAUG00000013625
Asrgl1	Asrgl1
Pbx3	ENSMAUG00000015241
Camk2g	Camk2g
Slc39a10	
Luzp2	Luzp2
Tmem248	Tmem248
Catsper2	Catsper2
Fam8a1	Fam8a1
Ighv1-22	ENSMAUG00000005010
Mbd4	ENSMAUG00000014245
Mical1	Mical1
Rnf114	Rnf114
Catsperg2	ENSMAUG00000010250
Krt39	Krt39
Rps26	ENSMAUG00000007947
Rps26	ENSMAUG00000013965
Mns1	Mns1
Mkks	Mkks
Slc35f5	Slc35f5
Itga9	Itga9
Amy2a2	ENSMAUG00000005654
Rps13	Rps13
Gm45837	
Hpse	Hpse
Defb43	Defb43
Dnaaf2	ENSMAUG00000014305
Prr32	Prr32
Akap13	Akap13
Wdr66	ENSMAUG00000019008
Egln3	Egln3
Slc35b3	Slc35b3
Htra3	Htra3
Slc25a1	Slc25a1
Defb30	Defb30
Tpm3	Tpm3
Arap1	Arap1
Pdia3	Pdia3
AC099934.7	ENSMAUG00000001075
Nelfcd	Nelfcd
AC099934.3	ENSMAUG00000014305
Dydc2	Dydc2
Dbf4	Dbf4
Defb42	Defb42
St13	ENSMAUG00000004356
Smyd3	ENSMAUG00000015084
Ankrd10	Ankrd10
Snai1	Snai1
Btnl2	Btnl2
Lat	Lat
Nxnl2	Nxnl2
Vdac1	Vdac1
Olfr211	
Tex9	Tex9
Arhgap1	Arhgap1
Cfap206	Cfap206
Cdr2	Cdr2
Akap10	Akap10
Fndc10	
Itpkb	Itpkb
Ssu72	Ssu72
Katnal2	ENSMAUG00000019836
Iqcm	Iqcm
Rhov	Rhov
Mafk	Mafk
Pakap	ENSMAUG00000000823
Fbxo18	ENSMAUG00000001326
Fbxo18	ENSMAUG00000016917
Siah1a	Siah1a
Vmn1r35	ENSMAUG00000019235
Krt40	Krt40
Uroc1	Uroc1
Ctsz	Ctsz
Palm2	Palm2
Med12	Med12
N4bp1	N4bp1
Fnip1	Fnip1
Psmg3	Psmg3
Bcl7a	
P2ry6	P2ry6
Sbds	Sbds
Cd200r1	
Tmem184a	ENSMAUG00000011106
Ms4a6d	Ms4a6d
Shkbp1	Shkbp1
Dmpk	
Ctdspl	Ctdspl
Smyd2	Smyd2
Panx3	Panx3
Akap2	ENSMAUG00000000823
Slc1a6	Slc1a6
Ube2v1	Ube2v1
Cdk2ap2	Cdk2ap2
Plet1	Plet1
Tex101	
Osbpl1a	ENSMAUG00000012839
Tex47	Tex47
Tmem240	Tmem240
Tceal5	
Col6a6	Col6a6
Mdm4	ENSMAUG00000009703
Mdm4	ENSMAUG00000017821
Tfe3	Tfe3
Zfp804b	Zfp804b
Rpl18	Rpl18
Ripk2	ENSMAUG00000008933
Tmed9	Tmed9
Arhgap36	Arhgap36
Amy2a1	ENSMAUG00000005654
Mafb	Mafb
Sult1e1	Sult1e1
Fcho2	Fcho2
N4bp2l2	N4bp2l2
1700011H14Rik	1700011H14Rik
Tmem189	Tmem189
Ccdc27	Ccdc27
Hgs	Hgs
Hipk3	Hipk3
Gm26938	ENSMAUG00000011106
Sat2	Sat2
Phc2	ENSMAUG00000011040
Prokr1	Prokr1
Fbll1	Fbll1
Sh3kbp1	Sh3kbp1
Ptpn4	Ptpn4
Bcl2l2	
Vmn1r36	ENSMAUG00000019235
Ccdc187	Ccdc187
Cebpb	
Shisa5	ENSMAUG00000016638
Rps3a1	ENSMAUG00000007708
Rps3a1	ENSMAUG00000017643
Gm20431	
Sp110	ENSMAUG00000021045
Cox16	
Atp5g1	Atp5g1
Creb1	Creb1
Gm20521	Gm20521
Hvcn1	
Rprd2	Rprd2
Cdk17	Cdk17
Lgmn	Lgmn
S1pr3	S1pr3
Pabpn1	
Topbp1	Topbp1
Sptbn4	Sptbn4
Amy1	Amy1
Sphk2	Sphk2
Pds5b	Pds5b
Grtp1	Grtp1
Prl7a2	Prl7a2
Pde3a	Pde3a
Pex3	Pex3
Nudt19	Nudt19
Rars	Rars
Txk	Txk
Tubb1	Tubb1
Neurod6	Neurod6
Atp5e	Atp5e
Shc3	Shc3
Fyb2	Fyb2
Smpd2	Smpd2
Lrrc32	ENSMAUG00000017794
Dbp	Dbp
Tyw1	Tyw1
B4galt7	B4galt7
Elk3	Elk3
Siglec1	Siglec1
Sptssa	ENSMAUG00000014218
Arhgap28	Arhgap28
Gm20498	Gm20498
Ehmt2	Ehmt2
Ikzf4	Ikzf4
Tctn1	ENSMAUG00000014982
Strap	Strap
Ccin	Ccin
Rnpc3	Rnpc3
Haus3	Haus3
Lamp1	
Asic3	Asic3
Gcg	
Avpr2	Avpr2
Pi16	Pi16
Trim13	Trim13
Plekho1	Plekho1
Lss	Lss
Poln	Poln
L1cam	L1cam
Kcnrg	Kcnrg
Mthfr	Mthfr
Prkaa2	Prkaa2
Spag6l	Spag6l
Adat2	Adat2
4930427A07Rik	4930427A07Rik
Igsf6	Igsf6
Prelid3b	Prelid3b
Btbd11	Btbd11
Lmo7	Lmo7
Olfr1356	
Rps6	ENSMAUG00000016545
Tfam	
Mutyh	Mutyh
Fdft1	Fdft1
Scarb1	Scarb1
AI597479	AI597479
Mtx3	Mtx3
Olfr576	
Eapp	Eapp
Olfr577	Olfr577
Mettl9	Mettl9
Zfp28	Zfp28
Rsf1	Rsf1
Vsx1	Vsx1
Hapln3	Hapln3
Ctsb	Ctsb
Dennd2a	Dennd2a
Col6a5	Col6a5
Cc2d2a	Cc2d2a
Slc30a7	Slc30a7
Top1	Top1
Slc24a1	Slc24a1
Rtn4rl2	Rtn4rl2
Prpsap1	Prpsap1
Rab2a	Rab2a
Olfr1355	
Acer2	Acer2
Tceal7	Tceal7
Arl2bp	Arl2bp
Etnppl	Etnppl
Mrpl30	ENSMAUG00000014813
Mrpl30	ENSMAUG00000021333
Mrpl30	ENSMAUG00000017646
Aplf	ENSMAUG00000021133
Bex1	ENSMAUG00000013064
Zfp831	Zfp831
Gna13	Gna13
Clns1a	Clns1a
Pole4	Pole4
Ikbip	ENSMAUG00000022277
Fsd1l	Fsd1l
Dnajb7	Dnajb7
Xpnpep3	
Caln1	Caln1
Cars	Cars
Ints14	Ints14
Grhl2	ENSMAUG00000005244
Grhl2	ENSMAUG00000000279
Mrps30	Mrps30
Rap1gds1	Rap1gds1
Trp73	ENSMAUG00000010480
Tdrkh	Tdrkh
Nlgn3	Nlgn3
Olfr325	
Ralgds	Ralgds
Syn2	ENSMAUG00000020153
Ccdc141	Ccdc141
Sall2	Sall2
Nudt3	Nudt3
Ndufs4	Ndufs4
Olfr1513	
Fam161b	Fam161b
Gm9918	
Zcchc5	Zcchc5
Ptpn1	Ptpn1
Dgcr6	Dgcr6
Gpr65	Gpr65
Edn3	Edn3
Entpd6	Entpd6
Zfp119a	ENSMAUG00000000940
Olfr578	
Sesn3	Sesn3
Olfr1512	
Aadacl2	Aadacl2
Pnrc1	Pnrc1
Ferd3l	Ferd3l
Cyp4a10	ENSMAUG00000018793
Cyp4a10	ENSMAUG00000021312
Lrrc7	
Tmed1	Tmed1
Ebf2	Ebf2
Zfp959	ENSMAUG00000000940
Gm136	Gm136
Coq6	Coq6
Cd177	Cd177
Fam43a	Fam43a
Etv4	Etv4
Myg1	Myg1
Naa10	
Lpar4	Lpar4
Fam196a	Fam196a
Ms4a2	ENSMAUG00000011331
Olfr1354	
Fpr-rs7	ENSMAUG00000000407
Fpr-rs7	ENSMAUG00000000841
Rngtt	Rngtt
Timp4	Timp4
Twist1	
Clca1	Clca1
Prodh	Prodh
Oaz3	Oaz3
Dock1	ENSMAUG00000003941
Fpr-rs6	ENSMAUG00000000407
Fpr-rs6	ENSMAUG00000000841
Chil6	Chil6
Clec11a	Clec11a
Elfn1	Elfn1
Dcp1a	ENSMAUG00000004516
3110062M04Rik	3110062M04Rik
Vill	Vill
Tacc3	Tacc3
Olfr8	
AU041133	
Hacd3	Hacd3
Cdv3	ENSMAUG00000012166
Ttc32	Ttc32
Caml	Caml
Sgcz	Sgcz
Cmya5	
Olfr275	
Ttc28	Ttc28
Tmem140	Tmem140
Vezf1	Vezf1
Arrb2	Arrb2
Mad1l1	Mad1l1
Vmn1r37	ENSMAUG00000019235
Pcyt1b	Pcyt1b
Pfdn5	Pfdn5
Siglech	Siglech
Vps45	Vps45
Mrpl9	Mrpl9
Lta	Lta
Gpsm1	Gpsm1
Tuba8	
Smim17	ENSMAUG00000016509
Slc6a4	Slc6a4
Xxylt1	ENSMAUG00000010046
Zfp119b	ENSMAUG00000000940
Kti12	
Txndc12	Txndc12
Atp6v1g1	ENSMAUG00000010393
Atp6v1g1	ENSMAUG00000001311
Gtpbp3	Gtpbp3
Pramel7	
Lypd6b	Lypd6b
Brinp2	Brinp2
Kcnk10	Kcnk10
Gm20715	ENSMAUG00000016509
Gm14444	
Miga2	Miga2
P2ry10	P2ry10
Usp18	ENSMAUG00000010948
Rgs9bp	Rgs9bp
Pim2	Pim2
Cyp27b1	Cyp27b1
Stum	Stum
Smim8	Smim8
Dhrs1	Dhrs1
Pik3r1	Pik3r1
Chdh	Chdh
Pfkp	Pfkp
Wbscr17	ENSMAUG00000012645
Atg10	Atg10
Ptdss2	Ptdss2
Zyg11a	
Fam189b	Fam189b
Emsy	Emsy
Zfp938	ENSMAUG00000000940
Zxdc	Zxdc
Lypd1	
Cdk5	Cdk5
Plvap	Plvap
Cks2	Cks2
Nup153	Nup153
Pik3c2a	Pik3c2a
Tmem268	Tmem268
Api5	Api5
