Gene name	BMR gene name
Kynu	Kynu
Ppp1ca	Ppp1ca
Nek4	
Samd1	Samd1
Pet117	Pet117
Irx1	Irx1
Clcn6	Clcn6
Snord71	RF00576
Ibtk	Ibtk
Olfr23	
Rtn4rl2	Rtn4rl2
Asah1	Asah1
Vps37c	Vps37c
Mycn	Mycn
Slc25a31	Slc25a31
D630045J12Rik	D630045J12Rik
Galm	Galm
Dnm1l	Dnm1l
Elp2	Elp2
Epb41	Epb41
Rhag	Rhag
Fga	Fga
Kl	Kl
Gm49354	
Hephl1	Hephl1
Homer2	Homer2
Bag1	Bag1
Tmem86a	Tmem86a
Exd2	
Cnnm1	Cnnm1
Entpd3	Entpd3
Aldh3a2	Aldh3a2
Xpr1	Xpr1
Per2	Per2
A530016L24Rik	A530016L24Rik
Dhx9	
Fblim1	Fblim1
Cacna1e	Cacna1e
Olfr1053	
Gm24220	RF00105
Fhl5	Fhl5
Gm6509	
Zfp1	Zfp1
Tbx4	Tbx4
Etfdh	Etfdh
Pwwp2a	Pwwp2a
Rasl11b	Rasl11b
Mybph	Mybph
Chaf1b	Chaf1b
Akirin2	Akirin2
Rab5c	Rab5c
Sstr4	Sstr4
Ighv2-9	
Alox8	Alox8
Ccdc170	Ccdc170
Ctsk	Ctsk
Zfp42	Zfp42
Strada	Strada
Sulf1	Sulf1
Cd3eap	Cd3eap
Olfr250	
Guf1	Guf1
Dgcr6	Dgcr6
Pla2g15	Pla2g15
Ctnna3	Ctnna3
Tmem150c	Tmem150c
Msh6	
Rab14	Rab14
Rnase6	Rnase6
Mrpl1	Mrpl1
Eng	Eng
Cfh	
Gm25449	RF00105
Zfp750	Zfp750
Fmod	Fmod
Ints13	Ints13
Gm24918	RF00399
Elac1	Elac1
Ap3m2	Ap3m2
Tmem168	Tmem168
Olfr1019	Olfr1019
Serpine1	Serpine1
Inava	
Gm28557	
Gm4788	
Mmaa	Mmaa
Gsdmd	Gsdmd
Gnaz	Gnaz
Mllt1	Mllt1
Nr0b1	Nr0b1
Lypd6	Lypd6
Eya1	Eya1
Arid4a	Arid4a
Gne	Gne
Olfr1391	Olfr1391
Soga3	Soga3
Lca5	
Olfr569	
Inpp5j	Inpp5j
Nr1h5	Nr1h5
Ago3	Ago3
Spa17	Spa17
Ankrd50	
Ptges3	Ptges3
Helz2	Helz2
Olfr305	
Il6ra	Il6ra
Gtf3c4	Gtf3c4
Fam49a	Fam49a
Srbd1	Srbd1
Nkx2-9	Nkx2-9
Morc2a	Morc2a
Rrp7a	Rrp7a
Olfr979	
Polg2	Polg2
Socs4	Socs4
Mfhas1	Mfhas1
Zfp638	Zfp638
Gucy2c	Gucy2c
Bri3	Bri3
Cacna2d3	Cacna2d3
Lrrc10b	Lrrc10b
Cmc2	Cmc2
Susd6	Susd6
Parl	Parl
Cdc7	Cdc7
Hddc2	Hddc2
Fn3k	Fn3k
1700015G11Rik	1700015G11Rik
Igsf1	Igsf1
Pcmtd2	Pcmtd2
Ccdc81	Ccdc81
Klhdc10	Klhdc10
Dpyd	Dpyd
Ermap	
Prr14	
Mef2b	Mef2b
Mef2d	Mef2d
Olfr401	
Gfpt1	Gfpt1
Atp8a2	
Iqcn	Iqcn
B4galnt3	B4galnt3
Snip1	Snip1
Phf10	Phf10
Pkd2	Pkd2
Adck2	
Tpi1	Tpi1
Gm12794	
Kmt2d	
Gm23076	RF00105
Sgms1	Sgms1
Ptk2	Ptk2
S100a16	S100a16
Rmdn3	Rmdn3
Asph	Asph
Malrd1	Malrd1
Gjc1	Gjc1
Mfsd13a	Mfsd13a
Tuft1	Tuft1
Mthfd1l	Mthfd1l
Actr1a	Actr1a
Mrpl3	Mrpl3
Dhx37	Dhx37
Calr4	Calr4
Tacc1	Tacc1
A730046J19Rik	A730046J19Rik
Tnfsf15	Tnfsf15
Kifap3	Kifap3
Psap	Psap
Olfr586	
Apob	
Tbp	Tbp
Usp32	Usp32
Cyb5r3	Cyb5r3
Trpm2	Trpm2
Shisa4	Shisa4
Mia3	Mia3
Cacng4	Cacng4
Gm9045	
Ttc34	
Gpr143	Gpr143
Noct	Noct
Ppfibp2	Ppfibp2
Ugp2	Ugp2
Prr23a2	
Sipa1l2	Sipa1l2
Thap2	
Uvssa	Uvssa
Umod	Umod
Cysltr1	Cysltr1
Nwd2	Nwd2
Adcy1	Adcy1
6430550D23Rik	6430550D23Rik
Zmat2	Zmat2
B4galnt1	B4galnt1
Svip	Svip
Slc6a7	Slc6a7
Bcl9	Bcl9
Izumo3	Izumo3
Orc4	Orc4
Camkv	Camkv
Pacsin3	Pacsin3
Csdc2	Csdc2
Btbd11	Btbd11
Ndufa9	Ndufa9
Rtl6	Rtl6
Arhgef33	Arhgef33
Trappc11	Trappc11
Mtpap	Mtpap
Anapc1	
Siglecg	Siglecg
Pex10	Pex10
Gm42957	
B4galt3	B4galt3
Itpripl2	Itpripl2
Wdcp	Wdcp
Dnajc14	
Igsf9	Igsf9
Rtp3	
Xkr9	Xkr9
Cyc1	Cyc1
Gm13040	
Krtap9-5	
Wnt2b	Wnt2b
Gm21586	
Gm22524	RF00105
Gm29133	Gm29133
Pisd	
Gm22050	RF00105
Ccr7	Ccr7
Ranbp2	Ranbp2
Prss21	Prss21
Fam118b	Fam118b
Gstt3	
Dctn1	Dctn1
Inpp5f	Inpp5f
Rabl6	Rabl6
Rbm6	Rbm6
Ikbkb	Ikbkb
Npas2	
Adamts14	Adamts14
2310022B05Rik	2310022B05Rik
Uqcrq	Uqcrq
Pnmt	Pnmt
Stbd1	Stbd1
Ppp2r5e	Ppp2r5e
Dtl	Dtl
Elovl3	Elovl3
Pnliprp2	Pnliprp2
4921501E09Rik	
Pdp2	
Tmem159	Tmem159
Dbi	Dbi
Gm49387	
Elovl5	Elovl5
Rasl10a	Rasl10a
Entr1	Entr1
Vat1l	Vat1l
Nuak2	Nuak2
Supt6	Supt6
Aplp2	
Copa	Copa
Gm13769	
1110017D15Rik	
Fancb	Fancb
Ces2b	
Slfnl1	Slfnl1
Lce1g	
Exo5	Exo5
Trim12a	
Zzz3	
Utp18	Utp18
Ftmt	Ftmt
Tlcd2	
Brpf1	Brpf1
D11Wsu47e	
Rbm33	
Gm22393	RF00105
Foxi2	Foxi2
Osr1	Osr1
Ppm1f	Ppm1f
Echdc2	Echdc2
Adgrg7	Adgrg7
Rnf219	Rnf219
Gm44579	
Dock1	
Gm27970	RF01894
S100b	S100b
Gbx1	Gbx1
Dcst1	Dcst1
Dppa5a	
Pik3c2a	Pik3c2a
Pitpna	Pitpna
Acot4	Acot4
Rrm2	Rrm2
Gtsf2	Gtsf2
Sfxn4	Sfxn4
Boll	
Cpne9	Cpne9
Lrrfip1	
Smim26	
Dip2a	Dip2a
Cnksr3	Cnksr3
Cmas	Cmas
Rae1	Rae1
Lzic	Lzic
Gabra4	Gabra4
Krt17	Krt17
Ptdss2	Ptdss2
Cxcl11	Cxcl11
Npr1	Npr1
Chadl	Chadl
Vangl2	Vangl2
Ank3	
Igfbp5	Igfbp5
Tmem121b	Tmem121b
Ptbp2	Ptbp2
Erich3	Erich3
Arfgap2	Arfgap2
Depdc1b	Depdc1b
Mtus1	
Gm27477	RF01979
Tada1	Tada1
Hnrnpul2	Hnrnpul2
Sec14l4	Sec14l4
Capn5	Capn5
Smco3	Smco3
Tspan18	Tspan18
Mon2	Mon2
Serac1	Serac1
Ube2h	Ube2h
Lrrc34	Lrrc34
Otx2	Otx2
Capn15	Capn15
Dusp13	Dusp13
Ap5s1	Ap5s1
Dgat1	Dgat1
Gm23482	RF00399
Nxph4	Nxph4
Rpl24	Rpl24
Eprs	Eprs
Gsc2	Gsc2
Tesc	Tesc
Lipc	Lipc
Zcchc8	Zcchc8
Mmp8	Mmp8
Sdcbp	Sdcbp
Dmp1	Dmp1
Nono	Nono
Sar1a	Sar1a
Gm6588	
Mcee	Mcee
Bbs12	Bbs12
Defb18	Defb18
Svep1	Svep1
6030468B19Rik	6030468B19Rik
Bop1	Bop1
Olfr389	
Taar6	Taar6
Slc12a2	Slc12a2
Ints12	Ints12
Edar	Edar
Tpte	
Tiam2	Tiam2
S1pr3	S1pr3
Rps12	
Sdhaf4	Sdhaf4
Nxpe5	Nxpe5
Kcnj14	Kcnj14
Fermt1	Fermt1
Moap1	Moap1
Zfp46	Zfp46
Pcdh12	Pcdh12
Msi1	Msi1
Mtfr1	Mtfr1
Tmem198b	Tmem198b
Timm10	Timm10
Hnmt	Hnmt
Xpo4	Xpo4
Bcat2	Bcat2
Icam5	Icam5
Ugt2b36	
Smco1	Smco1
Samd4	Samd4
Engase	Engase
Cct3	
Kcnq1	Kcnq1
Mst1	Mst1
Rtl8b	
Josd2	Josd2
Tmem184c	Tmem184c
Itgb4	Itgb4
Peak1	
Dnajc11	Dnajc11
Cdkl1	Cdkl1
Chkb	Chkb
Myl12b	
Ppp2r5b	Ppp2r5b
Npsr1	Npsr1
Hs3st6	Hs3st6
Cwf19l2	
Pcp4	Pcp4
Foxn4	Foxn4
Bcas2	Bcas2
Trpc2	
Pcdha5	
Sdk2	Sdk2
Rpp30	
Tbcb	Tbcb
Skp1a	Skp1a
Itga5	Itga5
Gpx7	Gpx7
Tet3	
Thbs1	Thbs1
Svopl	Svopl
Mrpl23	
C130060K24Rik	C130060K24Rik
Gm7145	
Pmp22	Pmp22
4933402N03Rik	4933402N03Rik
Tmem81	Tmem81
Iqsec3	Iqsec3
Ywhae	
Narf	Narf
Card11	Card11
Tmem65	Tmem65
L3mbtl3	L3mbtl3
Prss33	Prss33
Gspt2	Gspt2
Ptrhd1	Ptrhd1
Gpr83	Gpr83
Plekha1	Plekha1
Col6a3	Col6a3
Med22	Med22
Hist2h2aa2	
Smpd4	Smpd4
Spice1	Spice1
Atp7a	Atp7a
Fzd4	Fzd4
Pars2	Pars2
Aldh18a1	Aldh18a1
Ctxn1	Ctxn1
Rsg1	Rsg1
Gm2115	Gm2115
Pdgfrl	Pdgfrl
Hif1a	Hif1a
Ddost	Ddost
Prkd2	Prkd2
Serping1	Serping1
Arhgap39	Arhgap39
Gdf2	Gdf2
Smg7	Smg7
Pde5a	Pde5a
Ighv2-6	
Klc4	Klc4
AC164084.3	
Ier5	Ier5
Agrp	Agrp
Sult1c1	Sult1c1
Lmf2	Lmf2
Trex1	Trex1
Mrpl35	Mrpl35
Adra2b	Adra2b
Arhgef11	Arhgef11
Taar1	Taar1
Lrpprc	Lrpprc
Piwil2	Piwil2
Mapk10	Mapk10
Ssb	
Zfy1	
Ipo9	Ipo9
Akap11	Akap11
Vmn2r115	
1810043G02Rik	1810043G02Rik
Gm5426	
1110012L19Rik	1110012L19Rik
Zfp619	Zfp619
Olfr339	
1700016K19Rik	1700016K19Rik
Ccdc47	Ccdc47
Olfr584	
Hba-x	Hba-x
F8	F8
Trabd2b	Trabd2b
Fgf4	
Vwc2l	Vwc2l
Gnb1l	Gnb1l
Eif4e1b	
Tmc3	Tmc3
Gadd45a	Gadd45a
Olfr1024	Olfr1024
Armcx5	Armcx5
Nufip1	Nufip1
Strn4	Strn4
Vmn1r48	
Glra2	Glra2
Cwc22	
Psme1	Psme1
Gm6583	
Reps1	Reps1
Zbtb8b	Zbtb8b
Gm25017	RF00105
Fbxo42	Fbxo42
Klhdc8a	Klhdc8a
Cyp2s1	Cyp2s1
Lap3	Lap3
Ube2b	
Fat3	Fat3
Derl1	Derl1
Clic6	
Il21	Il21
Itgb2	Itgb2
Igkv3-12	
Dynlrb1	Dynlrb1
Anxa9	Anxa9
Duoxa2	Duoxa2
Sult2a5	
Gm14685	
Ins1	
Skap1	Skap1
Cpm	Cpm
Tex30	Tex30
Ufl1	Ufl1
Irx2	Irx2
Smarce1	
Dmd	
Wipi2	Wipi2
Crem	
Lipa	Lipa
Ppif	Ppif
Acad9	Acad9
Serpinf2	Serpinf2
Suv39h2	
4933402J07Rik	4933402J07Rik
Irf2bp1	Irf2bp1
Rcor3	Rcor3
V1ra8	
Cass4	Cass4
Pias2	Pias2
Bcl6b	Bcl6b
Cyp11b1	
Aarsd1	
Dusp18	Dusp18
Mydgf	Mydgf
Tmem72	Tmem72
Kmt2b	Kmt2b
Zfyve27	Zfyve27
C2cd4a	
Fbxl15	Fbxl15
Rab2b	Rab2b
Gm24866	RF00105
Gcnt3	Gcnt3
Pabpc2	Pabpc2
Surf2	Surf2
Ctsf	Ctsf
Alg5	Alg5
Erg28	Erg28
Orai1	Orai1
Micu1	Micu1
Fggy	Fggy
Kcna10	Kcna10
Gm23575	RF00105
Cnpy4	Cnpy4
Acss3	Acss3
Gle1	Gle1
Rfxap	Rfxap
F9	F9
Gm11937	
Sardh	Sardh
Strn3	Strn3
Tedc2	Tedc2
Asmt	
Gm24862	RF00105
Olfr342	
Oard1	Oard1
Col4a1	Col4a1
Eif4g1	
Rad1	Rad1
Gm10424	
Gm3839	
Slc4a10	Slc4a10
Cldn24	
Tubgcp3	Tubgcp3
Gba	Gba
Pde1c	Pde1c
Wdr4	Wdr4
Ptpn13	Ptpn13
Pold4	Pold4
Mbl2	Mbl2
Cpa1	Cpa1
Olfr1225	
Mid1ip1	Mid1ip1
Anxa4	Anxa4
Golim4	Golim4
C330007P06Rik	C330007P06Rik
Echdc3	Echdc3
Olfr896-ps1	
Espn	
Vsnl1	Vsnl1
Gm49340	
Rbm41	Rbm41
Pglyrp1	Pglyrp1
Phf24	Phf24
Meis1	Meis1
Nlrp2	Nlrp2
Tra2b	Tra2b
Ccdc107	Ccdc107
Oxct1	Oxct1
Epc2	Epc2
Pcdh1	Pcdh1
Synpo	Synpo
Gabpa	Gabpa
Olfr463	
Capn6	Capn6
Rpia	Rpia
Snx25	Snx25
Cldn6	Cldn6
Hint1	Hint1
Rftn1	
Gm22629	RF00105
Tcf21	Tcf21
Pomt2	Pomt2
Tbc1d13	Tbc1d13
Dok6	Dok6
Lrrc30	Lrrc30
Flt4	Flt4
Pla2g3	Pla2g3
Oxgr1	Oxgr1
Cnbd2	Cnbd2
2310034C09Rik	
Tmcc2	Tmcc2
Slc26a8	Slc26a8
Col17a1	Col17a1
Mettl14	Mettl14
Slfn14	Slfn14
Ebf1	Ebf1
Med31	
Naaladl1	Naaladl1
N4bp1	N4bp1
Tbc1d20	Tbc1d20
Hmcn1	Hmcn1
Kif28	Kif28
Fopnl	Fopnl
Cd84	
Nudt1	Nudt1
Rab36	Rab36
Sult2a4	
Mtrex	Mtrex
Umodl1	Umodl1
Ptpra	Ptpra
Ewsr1	Ewsr1
C9	C9
Spred2	Spred2
Cbx4	Cbx4
Rgl3	Rgl3
Frmd7	Frmd7
Slc41a3	Slc41a3
Gm4778	
AC165294.1	
Gm12800	
BC080695	
Kcna6	Kcna6
BC055324	BC055324
Nfkbiz	Nfkbiz
Iqcd	Iqcd
Ahsg	Ahsg
Olfr294	
Furin	Furin
Gm22111	RF00105
AC140325.1	
Tunar	Tunar
Cd3g	Cd3g
Dyrk4	Dyrk4
Usp5	Usp5
Lce1e	
Arhgap12	Arhgap12
Serpind1	Serpind1
Ppox	Ppox
Med18	
Cx3cl1	Cx3cl1
Zbtb46	Zbtb46
Ttc8	Ttc8
Srebf1	Srebf1
Ndufc2	Ndufc2
Acaa1b	
Fis1	Fis1
Dio2	Dio2
Bmf	Bmf
Fcho1	Fcho1
Cacng1	Cacng1
Lman1	Lman1
Zdhhc11	Zdhhc11
Gm13694	
Olfr478	
Arl8b	Arl8b
Ankrd17	Ankrd17
Ank1	Ank1
Gm22996	RF00105
Prl7a2	
Cyp2c39	
Psors1c2	Psors1c2
Aim2	Aim2
Tlnrd1	Tlnrd1
Timp2	Timp2
Zfp358	Zfp358
Sgip1	Sgip1
Fam168a	Fam168a
Hs3st2	Hs3st2
Rnf214	Rnf214
Cyp3a16	
Tspan6	Tspan6
9930012K11Rik	9930012K11Rik
Ghsr	Ghsr
Whamm	Whamm
Entpd6	Entpd6
Iffo2	Iffo2
Inka2	Inka2
Tef	Tef
Brdt	Brdt
Arsa	Arsa
Olfr168	
Pspc1	Pspc1
Slc23a1	Slc23a1
Cpeb3	Cpeb3
B4galnt2	B4galnt2
Bmpr1b	Bmpr1b
Wnt16	Wnt16
Olfr142	
Arf1	Arf1
4932438A13Rik	4932438A13Rik
Gtpbp6	Gtpbp6
Barhl2	Barhl2
Csad	Csad
Wapl	Wapl
Mapk14	Mapk14
Sat2	Sat2
Susd4	Susd4
Xcr1	Xcr1
Srsf4	Srsf4
Ranbp3l	
Ubn1	Ubn1
Leap2	Leap2
Pcdh7	Pcdh7
Ube2q1	Ube2q1
AC117241.1	
Haus3	Haus3
Map1lc3b	
Tmem121	Tmem121
Nrg2	
Grap2	Grap2
Actr1b	Actr1b
Tbc1d1	Tbc1d1
Timm9	Timm9
Krtap3-2	
Btbd6	Btbd6
Nr5a2	
Gpbp1	Gpbp1
Cchcr1	Cchcr1
Cep128	Cep128
Pot1b	
Hspa12a	Hspa12a
Gm17727	Gm17727
Ttc32	Ttc32
Slc39a7	Slc39a7
Nek5	Nek5
Nup85	Nup85
Klhl10	Klhl10
Rps19bp1	Rps19bp1
Rad18	Rad18
Utp3	Utp3
Cdh2	Cdh2
Cystm1	Cystm1
Tbc1d10b	Tbc1d10b
Samd8	Samd8
Asphd2	Asphd2
Alg1	Alg1
Asb5	Asb5
Ndufv1	Ndufv1
Sorbs3	Sorbs3
Ypel1	Ypel1
Vps33b	Vps33b
Keap1	Keap1
Ip6k3	Ip6k3
Olfr166	
Gga3	
Slc8a3	Slc8a3
Zfp513	Zfp513
Lsm14b	Lsm14b
Hoxb9	Hoxb9
Slc25a46	Slc25a46
Prtg	Prtg
1190005I06Rik	
Paqr4	Paqr4
Akain1	Akain1
Gm11437	Gm11437
Elp6	Elp6
Ctdsp1	Ctdsp1
Lgals7	Lgals7
Rnf186	Rnf186
Lmo4	Lmo4
Gm25087	RF00105
Cfi	Cfi
Akap6	Akap6
Tas2r144	Tas2r9
Urb2	Urb2
Gm13691	
Gm25077	RF00105
Trim56	Trim56
Gcnt4	Gcnt4
Prg4	Prg4
Fam118a	Fam118a
Zfp941	
Rtp1	Rtp1
Tstd2	Tstd2
Drc1	Drc1
Slc48a1	Slc48a1
Igkv3-4	
Taar5	Taar5
Hsd17b2	
Hspa4	Hspa4
Olfr1414	
Rem2	Rem2
Ebf4	Ebf4
Jtb	
Mup1	
Odf3l1	Odf3l1
Prdx2	Prdx2
Polh	Polh
Bace1	Bace1
Megf10	Megf10
Ift52	Ift52
Vps54	Vps54
Uspl1	Uspl1
Pla2g4a	Pla2g4a
Ostm1	Ostm1
Ric3	Ric3
Plekhg2	Plekhg2
Slc44a4	Slc44a4
Bbs10	Bbs10
Pidd1	Pidd1
Nod2	Nod2
Trim39	Trim39
Ajm1	Ajm1
Gm20388	
Cyp26a1	Cyp26a1
Huwe1	
Fbxw16	
Ubtd1	Ubtd1
Wtip	Wtip
Rnf128	Rnf128
Sost	Sost
Atox1	Atox1
Cela2a	Cela2a
Dcdc2a	Dcdc2a
Cntn3	Cntn3
Hcls1	Hcls1
Nphs1	Nphs1
Ces1d	
Myo9a	Myo9a
Gatm	Gatm
Tmprss4	Tmprss4
Olfr461	Olfr461
3830406C13Rik	
Ccdc78	Ccdc78
Exosc8	Exosc8
Trmt61a	Trmt61a
Trim11	Trim11
Rasip1	Rasip1
Dok4	Dok4
Myrf	Myrf
Tmem106b	Tmem106b
Tmem41b	Tmem41b
Tmigd1	Tmigd1
Olfr279	Olfr279
Vrk1	Vrk1
Fkbp10	Fkbp10
Apoc2	
Wdr33	Wdr33
Krtap11-1	Krtap11-1
Atrx	Atrx
Gyg	
Cdkal1	Cdkal1
Hspbap1	Hspbap1
Thoc6	Thoc6
Phf13	Phf13
Tnks2	Tnks2
Pcgf3	Pcgf3
Med25	Med25
Pitpnm2	
Sh3gl1	Sh3gl1
Nrn1	Nrn1
Taf7l	
Pstpip2	Pstpip2
Scn4a	Scn4a
Hbb-bh1	Hbb-bh1
Zmynd11	Zmynd11
Kif2a	Kif2a
Nfasc	Nfasc
Tnnt3	Tnnt3
Atxn1	Atxn1
Six2	Six2
Tmprss11b	Tmprss11b
Prok2	Prok2
Msto1	Msto1
Sirt3	Sirt3
Gpr50	Gpr50
Pof1b	Pof1b
Akip1	Akip1
Yipf3	Yipf3
Rab11fip1	
Hspb8	Hspb8
Itgb5	Itgb5
Cpt1a	Cpt1a
Lama2	Lama2
Ttc7	Ttc7
Tent5c	Tent5c
Chrm3	Chrm3
Insig1	Insig1
Vma21-ps	
Slc19a2	Slc19a2
Idua	Idua
Nup107	Nup107
Paxbp1	Paxbp1
Prelid3b	Prelid3b
Arhgef25	Arhgef25
Cluh	Cluh
Cul4a	Cul4a
Gm49355	
Ebf3	Ebf3
Kif1bp	Kif1bp
Ntn4	Ntn4
Abhd8	Abhd8
Zscan25	Zscan25
Fbxl19	Fbxl19
Gmds	Gmds
Tas2r117	Tas2r12
Cfap126	Cfap126
Bbs4	Bbs4
Cnksr1	Cnksr1
Sfxn5	Sfxn5
Sipa1l1	Sipa1l1
Ctnnd1	
Meis3	Meis3
Casp14	Casp14
Pold1	Pold1
Cln5	Cln5
1700001C19Rik	
Spata3	Spata3
Rexo1	Rexo1
Scnn1b	Scnn1b
Mkl1	Mkl1
Tas2r106	Tas2r7
Ubl3	Ubl3
Dlgap3	Dlgap3
Tas2r109	Tas2r12
H6pd	H6pd
Fbrsl1	
AY761184	
Kdm6a	Kdm6a
Tm7sf2	
Mpig6b	Mpig6b
Gramd1a	Gramd1a
Mtfp1	Mtfp1
Pag1	Pag1
Ddo	Ddo
Rpl23a	Rpl23a
Spdef	Spdef
Adam7	Adam7
Eny2	Eny2
Hcar2	Hcar2
1700067K01Rik	1700067K01Rik
Olfr610	Olfr610
Adgrf5	Adgrf5
Kcnab2	Kcnab2
Zfyve16	Zfyve16
Cisd3	Cisd3
Wnk1	
Hagh	Hagh
Iqca	Iqca
Ndufa2	Ndufa2
B4galt4	B4galt4
Pcdhb5	
Pgd	Pgd
Ecsit	Ecsit
Sypl	Sypl
Olfr603	
Mbnl1	Mbnl1
Tax1bp3	Tax1bp3
Pde6a	Pde6a
Trim34b	
Sesn2	Sesn2
Dsg1c	
Map2k2	Map2k2
Adcyap1r1	Adcyap1r1
Kcnt2	Kcnt2
Sf3a2	
Icmt	Icmt
Manf	Manf
Trh	
Capg	Capg
Macc1	Macc1
Gsdme	
Magea10	Magea10
Ric8a	Ric8a
Mok	Mok
Cap2	Cap2
Dlg3	Dlg3
Shroom1	Shroom1
Naa25	
Amd1	
Polr1a	Polr1a
Rnf169	Rnf169
Tmem154	Tmem154
Acsf3	Acsf3
Pdcd1	Pdcd1
Vmn1r201	
Th	Th
Ercc6	Ercc6
Kcng3	Kcng3
Mlh1	Mlh1
Eif2ak1	Eif2ak1
Trappc6a	Trappc6a
Cd300c2	
Efhd2	Efhd2
Phlda3	Phlda3
Gm5519	
Ntrk1	Ntrk1
Ndufaf8	Ndufaf8
Pex5	Pex5
Bfar	Bfar
Dsg1b	
Ptprj	Ptprj
Asgr1	Asgr1
Slc16a5	Slc16a5
Zfp493	
Slc46a2	Slc46a2
Napg	Napg
Kif1c	Kif1c
Malsu1	Malsu1
Setd3	
Zfp503	Zfp503
Atp5d	Atp5d
Srgap1	
Olfr620	
Opn1sw	Opn1sw
Madd	Madd
Fam170a	Fam170a
Fam19a1	Fam19a1
Scrn2	Scrn2
Acbd5	Acbd5
Parn	
Copz2	Copz2
Ankzf1	Ankzf1
N6amt1	N6amt1
Usp12	Usp12
Ndst2	Ndst2
Asb12	Asb12
Dsg1a	
Rbm14	Rbm14
Tpm3	Tpm3
Ficd	Ficd
Ubqln3	Ubqln3
Gm49496	
Cep85	Cep85
Zfp449	Zfp449
Myo16	Myo16
Adgre1	Adgre1
Taf10	Taf10
Prss46	Prss46
Spock1	Spock1
Zfp273	
Dusp6	Dusp6
Gm37240	
Unc5d	Unc5d
Klrb1b	
Ogfod3	Ogfod3
Nxnl2	Nxnl2
Oprk1	Oprk1
Mrgprf	Mrgprf
Zc3h12c	Zc3h12c
Gm7861	
Sap130	Sap130
Eif2d	Eif2d
Degs1	
Wnt6	Wnt6
Cdh6	Cdh6
Acrbp	Acrbp
1700019A02Rik	1700019A02Rik
Rabgef1	Rabgef1
Myoz1	Myoz1
Hgs	
Zfp202	Zfp202
Atp8b4	Atp8b4
Psmd12	Psmd12
Crebbp	Crebbp
Zbtb48	Zbtb48
Pbk	Pbk
Fam184a	
Klhl6	Klhl6
St8sia3	St8sia3
Nipbl	Nipbl
Kbtbd11	Kbtbd11
Kcnk16	Kcnk16
Defb25	Defb25
Gfral	Gfral
5430427O19Rik	5430427O19Rik
Pde3b	Pde3b
Ovca2	Ovca2
Nlrp9a	
Heatr3	Heatr3
Med29	Med29
Angel1	Angel1
Mtfmt	Mtfmt
Ddx31	Ddx31
Prss22	Prss22
Upk1b	Upk1b
Rxfp2	Rxfp2
Gpr135	Gpr135
Rab5b	Rab5b
Tfap2e	Tfap2e
Arl14ep	Arl14ep
Hccs	Hccs
Wrn	Wrn
Csnk2b	Csnk2b
Gm37797	Gm37797
Mroh2b	Mroh2b
Chrnb1	Chrnb1
Pdxp	Pdxp
Wdfy1	Wdfy1
Dyrk2	Dyrk2
Tmbim7	Tmbim7
Mcm7	
Kcnh3	Kcnh3
Plekha5	Plekha5
Gm43517	
Mgst2	Mgst2
Fbxo21	Fbxo21
Rrp36	
Hat1	Hat1
Ppp6r3	Ppp6r3
Mettl13	Mettl13
Cfap36	Cfap36
Tgtp2	
Gm6880	
Trmt10a	Trmt10a
Klf1	Klf1
Ascc1	Ascc1
Capns1	Capns1
Sri	Sri
Ccdc189	Ccdc189
Rinl	Rinl
8030411F24Rik	8030411F24Rik
Nppc	Nppc
Sh3bp5	Sh3bp5
Zxdc	Zxdc
Gm28635	
Rpl3l	Rpl3l
Mterf4	Mterf4
Kcnq5	Kcnq5
Cd300ld2	
Klhdc4	Klhdc4
Abcg8	Abcg8
2810459M11Rik	2810459M11Rik
Gata4	
Clca3a1	
Arhgap6	
Azin1	Azin1
Cd300ld	
Gm12394	
Gatad1	
Wac	Wac
Mrpl54	Mrpl54
G6pdx	
Ctnnal1	Ctnnal1
Katnal1	Katnal1
Prr15l	Prr15l
Miga1	Miga1
Sacm1l	Sacm1l
Cdc42ep5	Cdc42ep5
Zfc3h1	Zfc3h1
Defa37	
Snx4	Snx4
Tbx2	Tbx2
Armc10	Armc10
Gngt1	Gngt1
Kif5b	Kif5b
Ccdc88c	
Grk5	Grk5
Atf5	Atf5
Cir1	Cir1
Pard6a	Pard6a
Cyp2c23	Cyp2c23
Mrpl37	Mrpl37
Pcdhb9	
Olfr747	
Akap10	Akap10
Tns4	Tns4
Acvr1c	Acvr1c
Atp8b3	Atp8b3
Comtd1	Comtd1
Rapgef3	Rapgef3
Pih1h3b	
Cc2d1a	Cc2d1a
Bgn	Bgn
Gucy2e	Gucy2e
Ifi47	Ifi47
Fam221a	Fam221a
Fbxo33	Fbxo33
Ubr7	Ubr7
Ctnnbl1	Ctnnbl1
Cavin3	Cavin3
Stard8	Stard8
Rdh10	Rdh10
Npm1	
Msx3	Msx3
Lrrk2	Lrrk2
Ak7	Ak7
Polm	Polm
Lcn12	Lcn12
Ttc19	Ttc19
Cab39	Cab39
Ngef	Ngef
Sdr9c7	Sdr9c7
Herpud1	Herpud1
Tmprss7	Tmprss7
Clec4a1	Clec4a1
Fbxl21	Fbxl21
Fibin	Fibin
Brd2	Brd2
Kcnj10	Kcnj10
Mmrn2	Mmrn2
Cry1	Cry1
Kif9	Kif9
Als2cl	Als2cl
Defa25	
Adprm	Adprm
P2ry10b	
Gmnc	Gmnc
Epha4	Epha4
Slc4a3	Slc4a3
Slc37a1	Slc37a1
