Gene name	Sheep gene name
Stard10	ENSOARG00000006305
Stard10	ENSOARG00000002374
Gm8773	
Olfr71	OR13J1
Dnpep	DNPEP
Plaur	PLAUR
Prlr	PRLR
Astn2	ASTN2
Slc16a13	SLC16A13
Phf21b	PHF21B
Slc34a1	SLC34A1
Bag2	BAG2
Igfbp6	IGFBP6
Hsd17b3	HSD17B3
Rerg	RERG
Itpr3	ITPR3
Atp5h	ATP5H
Rasgrp1	RASGRP1
Ubr3	UBR3
Dlx2	DLX2
Olfr556	ENSOARG00000000867
Lman2l	LMAN2L
Hmgb4	HMGB4
Gkn2	GKN2
Moxd1	MOXD1
Fscn2	FSCN2
Nectin2	NECTIN2
Cnksr2	CNKSR2
Dusp27	DUSP27
Ighv3-8	ENSOARG00000001917
Ighv3-8	ENSOARG00000002109
Msh2	MSH2
Trappc2l	TRAPPC2L
Atp6v0a2	ATP6V0A2
Aqp1	ENSOARG00000007775
Fpr3	GPR32
Fpr2	GPR32
Bicc1	BICC1
Kcnk2	KCNK2
Frrs1l	FRRS1L
Exph5	EXPH5
Gm27021	ENSOARG00000010991
Fpr-rs4	GPR32
Mga	MGA
Ghrhr	GHRHR
Slc7a5	SLC7A5
Akna	AKNA
Rars2	RARS2
Msi1	MSI1
Pou2f3	POU2F3
Ighv12-3	ENSOARG00000001917
Ighv12-3	ENSOARG00000002109
Aga	AGA
Kdelc2	KDELC2
Slc4a10	SLC4A10
Tgfbr2	TGFBR2
F10	F10
Tubb3	TUBB3
Olfr11	OR2B6
B4galnt2	B4GALNT2
Myo3a	MYO3A
Chd5	CHD5
Polr2k	POLR2K
Pfn3	
Timm9	TIMM9
Tomm40	TOMM40
Fbxo31	FBXO31
Ube2j1	UBE2J1
Itk	ITK
Ppp1r12a	PPP1R12A
BC030499	ENSOARG00000001391
Ggps1	GGPS1
Iltifb	IL22
Sox13	SOX13
Pvrig	PVRIG
Brox	BROX
5730508B09Rik	C4orf32
Zc2hc1b	ZC2HC1B
Tspan7	ENSOARG00000000890
Rap1a	RAP1A
Aadat	ENSOARG00000015452
AC158600.5	CDC5L
2010300C02Rik	KIAA1211L
Maip1	MAIP1
Avil	AVIL
AC158600.2	CDC5L
Tom1	TOM1
Lhx2	LHX2
Esm1	ESM1
Ehmt1	EHMT1
Il27ra	IL27RA
Gzmk	GZMK
Arntl2	ARNTL2
Tomm20l	ENSOARG00000021111
Tyw5	TYW5
9230110C19Rik	C11orf70
Def8	DEF8
Parp12	PARP12
Sdc1	ENSOARG00000017166
Unc5d	UNC5D
Trim68	TRIM68
AC158600.1	CDC5L
Arid4b	ARID4B
Tcp11x2	ENSOARG00000002121
Tcp11x2	ENSOARG00000002068
Soat2	SOAT2
Palm3	PALM3
Bcl2a1a	BCL2A1
Nadk	NADK
B3gnt6	ENSOARG00000006811
Igfbp7	ENSOARG00000005761
Wdr6	WDR6
Dusp14	DUSP14
Ccdc127	CCDC127
Fam124a	FAM124A
Tmsb4x	TMSB4Y
Acer3	ACER3
Bcl6b	BCL6B
Dalrd3	DALRD3
Faap100	FAAP100
Aak1	AAK1
Cep126	CEP126
Gm4131	C13orf42
Zfp451	ENSOARG00000005831
Cyp4a29	ENSOARG00000003294
Cyp4a29	ENSOARG00000003091
Cyp4a29	ENSOARG00000003175
Cyp4a29	ENSOARG00000003003
Hsph1	HSPH1
Galp	GALP
Gkn3	ENSOARG00000019855
Slc10a1	SLC10A1
Polr2b	POLR2B
Sharpin	SHARPIN
Neurod1	
Fbxo27	ENSOARG00000005955
Fbxo27	ENSOARG00000005946
Fbxo27	ENSOARG00000005962
Fbxo27	ENSOARG00000005966
Fbxo27	ENSOARG00000006761
Stau1	STAU1
Hmgxb4	HMGXB4
Tdrd3	TDRD3
Syde1	SYDE1
Lrrc14b	LRRC14B
AC158600.4	CDC5L
Gm10031	
Cerkl	CERKL
Ppp1r1b	PPP1R1B
Cep89	CEP89
Apaf1	APAF1
Ms4a14	MS4A14
Prr3	PRR3
Cgref1	CGREF1
Aida	AIDA
Gas2l1	GAS2L1
Cpeb2	ENSOARG00000008716
Nr1h3	NR1H3
Plin5	PLIN5
Zfp397	ZNF397
Tsfm	TSFM
Trim43b	ENSOARG00000003551
Trim43b	ENSOARG00000003398
Trim43b	ENSOARG00000018599
Trim43b	ENSOARG00000003656
Frrs1	FRRS1
Agxt2	AGXT2
Olfr1104	OR8I2
Emb	EMB
Drd2	DRD2
Olfr462	ENSOARG00000003847
Olfr462	ENSOARG00000003858
Olfr462	ENSOARG00000008457
Gm43786	
Hist1h2ac	ENSOARG00000005229
Eif2s2	EIF2S2
Preb	PREB
Kdm7a	KDM7A
Tmem106a	TMEM106A
Sirt6	SIRT6
Irf2bp1	IRF2BP1
Gpr119	GPR119
Gnl1	GNL1
Foxa3	
Gm10320	SEC61B
Ms4a7	MS4A7
Gm21973	PRLR
Nrgn	NRGN
Prrc2c	PRRC2C
Hist1h2bc	ENSOARG00000018368
Rwdd1	RWDD1
Dennd4c	DENND4C
Ccdc74a	ENSOARG00000017080
Hk1	HK1
Ctgf	CTGF
Itga4	ITGA4
Flt4	FLT4
Pdzrn3	PDZRN3
Ppm1d	PPM1D
Rnf43	RNF43
Plac9a	PLAC9
Raly	RALY
Tfdp2	TFDP2
Pdgfra	PDGFRA
Wasf1	WASF1
Sh3bp5l	SH3BP5L
Akr1c21	ENSOARG00000012476
Akr1c21	ENSOARG00000010488
Akr1c21	ENSOARG00000010028
Akr1c21	ENSOARG00000010221
Akr1c21	ENSOARG00000010449
Akr1c21	ENSOARG00000009642
Akr1c21	ENSOARG00000009277
Akr1c21	ENSOARG00000009762
Akr1c21	ENSOARG00000010577
Akr1c21	ENSOARG00000010907
Akr1c21	ENSOARG00000010355
Akr1c21	ENSOARG00000011663
Akr1c21	ENSOARG00000010661
Akr1c21	ENSOARG00000011857
Akr1c21	ENSOARG00000011490
Akr1c21	ENSOARG00000012196
Akr1c21	ENSOARG00000011087
Grin3a	GRIN3A
Maged2	MAGED2
Slc5a10	SLC5A10
Rfx4	RFX4
Tmem204	TMEM204
Acpt	ACP4
Camk1d	CAMK1D
Rasl10a	RASL10A
C130060K24Rik	QRFPR
Ift140	IFT140
Cd8b1	CD8B
Rarres2	RARRES2
Sec16b	SEC16B
AC166263.2	GLIPR1L1
Ushbp1	USHBP1
Gm15517	
Tram1	TRAM1
Ppp3r2	PPP3R2
Epor	EPOR
Olfm1	OLFM1
4930505A04Rik	C2orf73
Rpl41	
Fbxo39	FBXO39
P4htm	P4HTM
Tmem254a	TMEM254
1190005I06Rik	ENSOARG00000010991
Tmem260	TMEM260
Lypd8	LYPD8
Lcn12	LCN12
Olfr1245	
Fam192a	FAM192A
Adamtsl4	ADAMTSL4
Hes1	HES1
Gpa33	GPA33
Suco	SUCO
Ifi205	
Fam83g	FAM83G
Cfap69	CFAP69
Hadhb	HADHB
Slc34a3	SLC34A3
Rnasek	RNASEK
Zcchc14	ZCCHC14
Rbmx2	ENSOARG00000017320
Rbmx2	ENSOARG00000000959
Rbmx2	ENSOARG00000000444
Grap	ENSOARG00000018391
Lrrc61	LRRC61
Neil3	NEIL3
0610010K14Rik	ENSOARG00000009495
Evi2b	EVI2B
Smoc1	SMOC1
Evi2	EVI2B
Cd59b	CD59
Otud6b	OTUD6B
Fxyd2	FXYD2
Zscan5b	ENSOARG00000000574
Zscan5b	ENSOARG00000003253
Zscan5b	ENSOARG00000000568
Ankk1	ANKK1
Pdhb	ENSOARG00000013103
Pdhb	ENSOARG00000012222
Olfr1360	ENSOARG00000009186
Olfr1360	ENSOARG00000009134
Fam20c	FAM20C
B9d2	B9D2
Adam18	ADAM18
Omg	OMG
Zfp513	ZNF513
Mmachc	MMACHC
Chmp1a	CHMP1A
Evi2a	ENSOARG00000003975
Snx31	SNX31
Yars2	ENSOARG00000008982
Klk7	KLK7
Bcl2a1b	BCL2A1
Rrs1	RRS1
Acyp2	ENSOARG00000003600
Stk17b	STK17B
Zfp24	ZNF24
Mthfs	ENSOARG00000015147
Mthfs	ENSOARG00000014064
Olfr459	
Nf1	NF1
Tmem55a	TMEM55A
AC158600.3	CDC5L
AC158600.6	CDC5L
Cdkn1a	CDKN1A
Olfr557	OR51D1
Lrrc15	LRRC15
H2-Ob	HLA-DOB
Pcnx3	PCNX3
Sympk	SYMPK
Tex13c2	ENSOARG00000009666
Dab1	DAB1
Eif2b4	EIF2B4
Rbms3	RBMS3
Ndufv1	NDUFV1
Ttc12	TTC12
Pla2g4c	
Krt222	ENSOARG00000014816
Gm5294	
Olfr1359	ENSOARG00000009186
Olfr1359	ENSOARG00000009134
Whrn	WHRN
Gm29094	BCL2A1
Cd82	CD82
Pdgfa	PDGFA
Cacfd1	CACFD1
P2ry12	P2RY12
Foxf1	ENSOARG00000011547
Dpf1	DPF1
Slfnl1	SLFNL1
Necab1	
C8g	
1700018B08Rik	ENSOARG00000011684
Ltv1	ENSOARG00000001675
Sec24b	SEC24B
Hist1h1t	HIST1H1T
Hist1h4c	HIST1H4B
Gpr171	GPR171
Rabgap1	RABGAP1
Tspan14	TSPAN14
Hnrnpu	HNRNPU
Med12l	MED12L
Nphp4	ENSOARG00000014105
Nphp4	ENSOARG00000014247
Piezo1	PIEZO1
Zbtb34	
Mfap3l	MFAP3L
Nipa2	NIPA2
Naca	ENSOARG00000012084
Naca	ENSOARG00000008276
Naca	ENSOARG00000009624
Naca	ENSOARG00000004782
Hfe	HFE
a	ENSOARG00000009483
a	ENSOARG00000009308
Zfp740	ZNF740
Epb41l4b	EPB41L4B
Il15ra	IL15RA
Tmem174	TMEM174
Fbxw5	ENSOARG00000001147
Zfp385c	ZNF385C
Rln3	RLN3
Slc43a1	SLC43A1
Fam26e	FAM26E
Olfr430	OR6N2
Tmsb15a	ENSOARG00000000561
Ifng	IFNG
Fam26d	ENSOARG00000009265
Nkiras2	NKIRAS2
Ipo4	IPO4
Aebp2	ENSOARG00000020470
Trappc3l	TRAPPC3L
Eef1a1	ENSOARG00000007762
Eef1a1	ENSOARG00000006149
Eef1a1	ENSOARG00000009152
Eef1a1	ENSOARG00000011616
Rfx1	RFX1
Olfr558	OR51E1
Mapk8	MAPK8
Abl2	ABL2
Rasip1	RASIP1
Tlr8	TLR8
Kcnab2	KCNAB2
Cphx1	
Arih2	ARIH2
Mid1ip1	MID1IP1
Fubp3	FUBP3
Fstl5	FSTL5
Gm21988	RNASEK
Rspry1	RSPRY1
Ighv8-2	
Dnajc7	DNAJC7
Tlr7	TLR7
Nos3	NOS3
Spag8	SPAG8
Shpk	ENSOARG00000017156
Wisp1	ENSOARG00000005511
Sox1	
Cd59a	CD59
Cox20	COX20
Ankrd54	ANKRD54
Izumo1	IZUMO1
Tsga10	TSGA10
Nup133	ENSOARG00000002575
Nup133	ENSOARG00000003060
Olfr429	OR6N1
Rab20	RAB20
Cyb5d2	CYB5D2
Slc2a1	SLC2A1
Abca13	ABCA13
Gprasp1	GPRASP1
Amotl2	AMOTL2
Spaar	
Babam1	BABAM1
Tank	TANK
Igsf10	IGSF10
Sh2d1a	SH2D1A
Inhbb	
Ntng1	NTNG1
Ndufc2	ENSOARG00000006694
Prr30	
Ralb	RALB
Itga6	ITGA6
Snx17	SNX17
Prl2b1	ENSOARG00000008865
Prl2b1	ENSOARG00000008416
Prl2b1	ENSOARG00000008080
Prl2b1	ENSOARG00000008309
Prl2b1	ENSOARG00000008383
Prl2b1	ENSOARG00000008492
Prl2b1	PRL
Prl2b1	ENSOARG00000008523
Prl2b1	ENSOARG00000008690
Prl2b1	PRP2
Prl2b1	ENSOARG00000008381
Prl2b1	ENSOARG00000008627
Tnip3	TNIP3
Oaf	OAF
Tmem45b	TMEM45B
Bhlhb9	BHLHB9
Dnal1	DNAL1
Chil5	CHIA
Gpr87	GPR87
P2ry14	P2RY14
Vps9d1	ENSOARG00000001144
Dock4	DOCK4
Atg9b	ATG9B
Spaca7	
Tenm1	TENM1
Mael	MAEL
Dbx2	DBX2
Ppp1r26	PPP1R26
Olfr463	ENSOARG00000003847
Olfr463	ENSOARG00000003858
Olfr463	ENSOARG00000008457
Pifo	ENSOARG00000019549
Pifo	ENSOARG00000019579
Kcnd1	KCND1
Dnaaf5	DNAAF5
Tm9sf1	ENSOARG00000019177
Ptpro	PTPRO
Cnp	CNP
P2ry13	P2RY13
Sap18b	SAP18
Nop58	NOP58
Tmem185b	TMEM185B
Gprasp2	GPRASP2
Dnajb12	DNAJB12
Olfr464	OR4D1
Prrc2a	PRRC2A
Pip	PIP
Ugt2b36	ENSOARG00000008946
Ugt2b36	ENSOARG00000008761
Ugt2b36	UGT2B7
Ugt2b36	ENSOARG00000009148
Ugt2b36	ENSOARG00000009066
Ugt2b36	ENSOARG00000009284
Clk2	CLK2
Dhx58	DHX58
Eml5	EML5
Strbp	ENSOARG00000018025
Strbp	ENSOARG00000013864
Bbox1	BBOX1
Ankrd34b	ANKRD34B
Pnma1	PNMA1
Begain	ENSOARG00000002275
Cyp4a12a	ENSOARG00000003294
Cyp4a12a	ENSOARG00000003091
Cyp4a12a	ENSOARG00000003175
Cyp4a12a	ENSOARG00000003003
Zfyve9	ZFYVE9
Reg3d	ENSOARG00000020338
Reg3d	ENSOARG00000020320
Reg3d	ENSOARG00000020308
Tekt1	TEKT1
Aff2	AFF2
Zzef1	ZZEF1
Cyp4a12b	ENSOARG00000003294
Cyp4a12b	ENSOARG00000003091
Cyp4a12b	ENSOARG00000003175
Cyp4a12b	ENSOARG00000003003
Gad2	GAD2
Igf2bp1	IGF2BP1
Xpo6	XPO6
Prkar1b	PRKAR1B
Itpr2	ITPR2
Cpd	CPD
Atp13a3	ATP13A3
Ephx3	EPHX3
Etfa	ENSOARG00000001476
Etfa	ENSOARG00000010175
Zfyve19	ZFYVE19
Olfr78	OR51E2
Adora3	ADORA3
Prps2	PRPS2
Cadm4	CADM4
Tmigd3	TMIGD3
Ltbp4	LTBP4
Maf1	MAF1
Tgfb1	TGFB1
A930018P22Rik	C11orf91
Tmem171	TMEM171
Eva1b	ENSOARG00000000604
Reg3a	ENSOARG00000020338
Reg3a	ENSOARG00000020320
Reg3a	ENSOARG00000020308
Lpcat1	LPCAT1
Slc35d2	SLC35D2
Pcnt	PCNT
Serpinb6e	ENSOARG00000000457
Serpinb6e	ENSOARG00000012841
Serpinb6e	ENSOARG00000001669
Serpinb6e	ENSOARG00000001941
Ptges3	PTGES3
Zfp276	ZNF276
Hdac3	HDAC3
Tspan5	TSPAN5
Scn1b	SCN1B
Ralgapb	RALGAPB
Frmpd4	FRMPD4
6430573F11Rik	KIAA1456
Dytn	DYTN
Yy1	YY1
Usp7	USP7
Ndst2	ENSOARG00000008177
Hist1h2ai	ENSOARG00000005229
Det1	DET1
Ubac1	UBAC1
Hist1h3h	
Gpr21	
Dnajc17	DNAJC17
Tesk2	TESK2
Hist1h2bm	HIST1H2BD
Serpinb6c	ENSOARG00000000457
Serpinb6c	ENSOARG00000012841
Serpinb6c	ENSOARG00000001669
Serpinb6c	ENSOARG00000001941
Zc3h14	ENSOARG00000012351
Armcx5	
Fbxo17	ENSOARG00000005932
Ino80c	ENSOARG00000005676
4930550C14Rik	C11orf65
Eqtn	EQTN
5031439G07Rik	KIAA0930
Reg2	
Slc25a20	SLC25A20
Sphkap	SPHKAP
Olfr1246	
Hsd17b14	HSD17B14
Gm14137	C15orf62
6430548M08Rik	KIAA0513
Ndnf	NDNF
Krt24	KRT24
Nploc4	NPLOC4
Zbtb32	
Ankle1	ANKLE1
Ddx27	DDX27
Epp13	EDDM13
Hsf2	HSF2
Prkar2a	PRKAR2A
Tsacc	TSACC
Psd2	PSD2
Dtnbp1	DTNBP1
Grm5	ENSOARG00000003973
Grm5	ENSOARG00000014407
Gpr6	
Bloc1s5	ENSOARG00000017070
Bloc1s5	ENSOARG00000018759
Abcc12	ABCC12
Laptm4a	LAPTM4A
Toe1	TOE1
Gm38392	RHBG
Akr1e1	AKR1E2
Rhbg	RHBG
Slc15a2	ENSOARG00000020086
Slc15a2	ENSOARG00000020092
Rgs1	RGS1
Cfap54	ENSOARG00000012542
Ptprc	PTPRC
Ighv1-4	
Fbxo11	FBXO11
Dtd2	ENSOARG00000006325
Tbc1d4	TBC1D4
F2	F2
Epb41l5	EPB41L5
Arid2	ARID2
Klk6	KLK6
Fgd4	FGD4
Ndrg1	NDRG1
Mdh1b	MDH1B
Eif4a2	ENSOARG00000020517
Eif4a2	ENSOARG00000018462
Proz	ENSOARG00000007884
Pou3f3	
Fat1	FAT1
Cd8a	CD8A
Pld4	PLD4
AF529169	KIAA1024
Srpk3	SRPK3
Ccdc158	CCDC158
Spata16	SPATA16
Prdm5	PRDM5
Ip6k2	IP6K2
D3Ertd751e	
Chrm3	CHRM3
Tmed3	TMED3
Ccdc163	ENSOARG00000001661
9330182L06Rik	KIAA1324L
Ccnb1	ENSOARG00000005759
Ccnb1	ENSOARG00000021023
Sult1c2	SULT1C2
Fig4	FIG4
Mrps12	MRPS12
Fam109a	
Upk1a	UPK1A
Ssbp3	ENSOARG00000007224
Ssbp3	ENSOARG00000007142
Cylc2	CYLC2
Reg1	
F12	F12
Slc38a7	SLC38A7
Zbtb43	ZBTB43
Kcnq1	ENSOARG00000002794
Dnah10	DNAH10
Ppp2ca	
Slc17a6	SLC17A6
Nckipsd	NCKIPSD
Ano7	ENSOARG00000017936
Clec7a	CLEC7A
Spata2l	SPATA2L
Reg3g	ENSOARG00000020338
Reg3g	ENSOARG00000020320
Reg3g	ENSOARG00000020308
AC069561.5	
Brd4	BRD4
Ankrd34c	ANKRD34C
Car5a	CA5A
Bcam	BCAM
H2-T23	ENSOARG00000001701
H2-T23	ENSOARG00000010572
H2-T23	ENSOARG00000009552
H2-T23	ENSOARG00000014493
H2-T23	ENSOARG00000015002
H2-T23	ENSOARG00000000482
H2-T23	ENSOARG00000014069
H2-T23	ENSOARG00000018075
H2-T23	ENSOARG00000002218
H2-T23	ENSOARG00000009042
H2-T23	ENSOARG00000001165
H2-T23	ENSOARG00000009395
H2-T23	ENSOARG00000002875
Matn3	MATN3
Gle1	GLE1
Cep57	CEP57
Adgra3	ENSOARG00000014511
Adgra3	ENSOARG00000005305
Otx2	OTX2
Arhgef25	ARHGEF25
Tjap1	ENSOARG00000007208
Caps2	CAPS2
Gnl3l	ENSOARG00000006221
Gnl3l	ENSOARG00000021138
Emc8	EMC8
Arl11	ARL11
Cars2	CARS2
Phactr2	PHACTR2
Zfp768	ZNF768
Sun1	SUN1
Ecm1	ECM1
Cfap44	CFAP44
Tmem87b	TMEM87B
Drc3	DRC3
H2-T22	ENSOARG00000001701
H2-T22	ENSOARG00000010572
H2-T22	ENSOARG00000009552
H2-T22	ENSOARG00000014493
H2-T22	ENSOARG00000015002
H2-T22	ENSOARG00000000482
H2-T22	ENSOARG00000014069
H2-T22	ENSOARG00000018075
H2-T22	ENSOARG00000002218
H2-T22	ENSOARG00000009042
H2-T22	ENSOARG00000001165
H2-T22	ENSOARG00000009395
H2-T22	ENSOARG00000002875
Ms4a4a	
Olfr156	ENSOARG00000008289
Olfr156	ENSOARG00000011681
Urb2	URB2
Ms4a4c	
Fibin	FIBIN
2700049A03Rik	KIAA0586
Msl3	MSL3
Slc37a3	SLC37A3
Olfr1247	
Klhl22	KLHL22
Mfn2	MFN2
Gas8	GAS8
Ercc6l2	ENSOARG00000008546
Tex43	TEX43
Psmd11	PSMD11
Nfxl1	NFXL1
Ugt2b5	ENSOARG00000008946
Ugt2b5	ENSOARG00000008761
Ugt2b5	UGT2B7
Ugt2b5	ENSOARG00000009148
Ugt2b5	ENSOARG00000009066
Ugt2b5	ENSOARG00000009284
Spdl1	SPDL1
Naxd	ENSOARG00000000913
Enpp1	ENPP1
Fastkd2	FASTKD2
Nrxn1	ENSOARG00000004322
Foxc2	ENSOARG00000011615
Osbpl11	OSBPL11
Dut	ENSOARG00000019814
Dut	ENSOARG00000019299
Dut	ENSOARG00000021021
Zfpm1	ENSOARG00000012499
Uqcc2	UQCC2
Pa2g4	ENSOARG00000005395
Pa2g4	ENSOARG00000010335
Strc	STRC
Rab12	RAB12
Gpr33	GPR33
Gcnt1	GCNT1
Pabpc1	ENSOARG00000000095
Adig	ADIG
Mthfsd	MTHFSD
Bmp10	BMP10
Zfp428	
Maea	ENSOARG00000016707
Arhgap40	
Sh3d21	SH3D21
Ugt2b37	ENSOARG00000008946
Ugt2b37	ENSOARG00000008761
Ugt2b37	UGT2B7
Ugt2b37	ENSOARG00000009148
Ugt2b37	ENSOARG00000009066
Ugt2b37	ENSOARG00000009284
Ryk	RYK
Atxn7l1	ATXN7L1
Ntrk2	NTRK2
Ckmt1	ENSOARG00000010485
Tead4	TEAD4
Lmnb1	LMNB1
Prep	PREP
Gramd1a	GRAMD1A
Sipa1l3	SIPA1L3
Rab44	ENSOARG00000013673
Epha6	
Enox2	ENOX2
Rfc4	RFC4
Cux2	CUX2
Zfp667	ZNF667
Selenok	SELENOK
Fgfbp3	ENSOARG00000014825
Gabrr2	GABRR2
Usp11	USP11
Thrsp	THRSP
Btaf1	BTAF1
Palmd	PALMD
4933405L10Rik	C16orf86
Nubpl	NUBPL
Gm11634	
Adcyap1r1	ADCYAP1R1
Hint2	HINT2
Klk5	KLK5
Enkd1	ENKD1
Kctd14	KCTD14
Supt20	SUPT20H
Nutm2	ENSOARG00000007628
Pid1	PID1
Ftl1-ps1	ENSOARG00000012895
Ftl1-ps1	ENSOARG00000005729
Ftl1-ps1	ENSOARG00000004666
Ftl1-ps1	ENSOARG00000013504
Ftl1-ps1	ENSOARG00000020550
Ftl1-ps1	ENSOARG00000000919
Ftl1-ps1	ENSOARG00000002980
Ftl1-ps1	ENSOARG00000006834
Ftl1-ps1	ENSOARG00000012450
Themis2	ENSOARG00000003254
Isl2	ISL2
AC165366.1	
Tada2a	TADA2A
Idh3g	IDH3G
Dlc1	DLC1
Lactb2	LACTB2
Fam26f	ENSOARG00000018074
Fam26f	ENSOARG00000001173
Fn1	FN1
Rfk	RFK
Tas2r139	TAS2R39
Ap3d1	AP3D1
Tas2r144	TAS2R40
Lmx1b	LMX1B
Aen	AEN
Dynll2	DYNLL2
Zfp747	ENSOARG00000006708
Ip6k3	IP6K3
Pcid2	PCID2
Irgq	ENSOARG00000008795
D430041D05Rik	KIAA1549L
Galc	GALC
Irx5	IRX5
Abcb10	ABCB10
Rasgrf1	RASGRF1
Gstk1	GSTK1
Rnf224	
Cenpf	CENPF
Duxbl1	ENSOARG00000010766
Siae	SIAE
Znfx1	ZNFX1
Krt25	KRT25
G6pdx	G6PD
Esr2	ESR2
Foxl1	FOXL1
Bend6	BEND6
Otud5	OTUD5
Pla2g1b	PLA2G1B
Rnf166	RNF166
Olfr1248	
Atm	ATM
Zfp583	ZNF583
Pinlyp	ENSOARG00000008777
Pinlyp	ENSOARG00000008767
Pinlyp	ENSOARG00000008759
Pinlyp	ENSOARG00000008784
Pinlyp	ENSOARG00000000162
Tmem64	TMEM64
Rgl3	RGL3
Rtbdn	RTBDN
Ugt2a3	UGT2A3
Vegfc	VEGFC
Dgcr2	ENSOARG00000017712
Dgcr2	ENSOARG00000002945
Ahnak2	AHNAK2
Rpl13	ENSOARG00000011291
Xkr9	XKR9
Cysrt1	ENSOARG00000018588
Slc17a5	SLC17A5
Slc7a9	SLC7A9
Popdc3	ENSOARG00000011375
Tlr4	TLR4
H2-Ab1	ENSOARG00000019043
H2-Ab1	ENSOARG00000015866
Ikbkg	IKBKG
Ighv1-7	
Ubl7	ENSOARG00000003696
Ubl7	ENSOARG00000003725
Smtnl2	SMTNL2
Rnf208	
Dyrk2	DYRK2
Polr3e	POLR3E
Wnt2	WNT2
Acta1	ACTA1
Grm4	GRM4
Nacc2	NACC2
Snx18	SNX18
Trpv1	TRPV1
Slc30a9	SLC30A9
I830077J02Rik	C1orf162
Gstp1	
Ebpl	EBPL
Ccdc92	CCDC92
BC022687	C14orf79
Tcf25	TCF25
Scgb3a1	
Slc32a1	SLC32A1
Slc25a29	SLC25A29
Klk4	KLK4
Wdr35	WDR35
Asb5	ASB5
Sirt4	SIRT4
9030624G23Rik	ENSOARG00000012729
9030624G23Rik	ENSOARG00000012799
Exosc8	EXOSC8
Spa17	SPA17
Trim29	TRIM29
Apbb1ip	APBB1IP
Dse	DSE
Olfr1249	
Hist1h1c	
1700017N19Rik	C12orf50
Pcdh20	ENSOARG00000006201
Ostf1	OSTF1
Sult1c1	SULT1C3
Olfr1250	
Myo3b	MYO3B
Tsr2	ENSOARG00000006467
Tsr2	ENSOARG00000009487
Fam213a	FAM213A
Spata4	SPATA4
Tspan10	TSPAN10
Olr1	OLR1
Arhgap5	ARHGAP5
Tbrg1	TBRG1
Kpna3	KPNA3
Elmsan1	ELMSAN1
Serpinb6a	ENSOARG00000000457
Serpinb6a	ENSOARG00000012841
Serpinb6a	ENSOARG00000001669
Serpinb6a	ENSOARG00000001941
Mysm1	MYSM1
1700093K21Rik	ENSOARG00000020283
Abhd8	ABHD8
Slc12a8	
Arhgap6	ARHGAP6
Boc	BOC
Uvssa	UVSSA
Gm20518	ENSOARG00000017712
Gm20518	ENSOARG00000002945
Fgd1	FGD1
Plod1	PLOD1
Ildr2	ILDR2
Gsg1l2	GSG1L2
Bcat2	BCAT2
Fam151b	FAM151B
Slc5a12	SLC5A12
Telo2	TELO2
Smco2	SMCO2
Gabrr1	GABRR1
Olfr1251	
Rhof	RHOF
Slit3	SLIT3
Gm35339	WDR97
Relt	RELT
Zc3h11a	ENSOARG00000001858
Adamts6	ADAMTS6
Srsf1	SRSF1
Dhrs7c	DHRS7C
Gas2	GAS2
Tmem120b	TMEM120B
1700088E04Rik	C22orf23
Olfr157	ENSOARG00000008289
Olfr157	ENSOARG00000011681
Cd109	CD109
Lrrtm4	LRRTM4
Prpsap2	PRPSAP2
Mamstr	MAMSTR
Ajap1	AJAP1
Got2	GOT2
Ric8b	RIC8B
Klk1b1	KLK1
Barx2	BARX2
Gm38394	ZBED6
Echdc2	ENSOARG00000005915
Echdc2	ENSOARG00000005825
Agbl3	AGBL3
Casp2	CASP2
Olfr1111	OR5AS1
Klk1b8	KLK1
Actr5	ACTR5
1700007K13Rik	C9orf116
Pawr	ENSOARG00000015037
Fancf	FANCF
Tmem161a	TMEM161A
Olfr1357	
Klk15	KLK15
Ints4	INTS4
Cdca4	ENSOARG00000013958
Irx6	IRX6
Zbed6	ZBED6
March3	MARCH3
Ggt6	GGT6
Cnot6	CNOT6
Mylip	ENSOARG00000012390
Mylip	ENSOARG00000002253
Ttc39c	TTC39C
Olfr1252	
Cntn6	CNTN6
Ints6	INTS6
Klk1b9	KLK1
Hpf1	HPF1
Zfyve16	ZFYVE16
Qtrt1	QTRT1
Swt1	SWT1
Amelx	ENSOARG00000010966
Dcaf17	DCAF17
Prmt6	PRMT6
Map7d3	MAP7D3
Xrcc1	XRCC1
Atp5b	ATP5B
Slc25a47	
Spata5	SPATA5
Gpr132	
A430005L14Rik	ENSOARG00000014534
St6gal2	ST6GAL2
Dnmt1	DNMT1
Cdkn1c	
Usp21	USP21
9130019O22Rik	ENSOARG00000006708
Mrps9	MRPS9
Grn	GRN
Ripk1	RIPK1
Mta2	MTA2
Des	ENSOARG00000020185
Des	ENSOARG00000018874
Olfr125	
Gm1673	
Tor3a	TOR3A
Pcdh9	PCDH9
Tmigd1	
Ighv15-2	
Hist1h2bb	HIST1H2BB
Mrc2	MRC2
Gstp2	
Smc2	SMC2
Dffb	DFFB
Pm20d2	PM20D2
Rgs21	RGS21
Ighv1-9	
H2-Aa	ENSOARG00000002985
H2-Aa	DQA
H2-Aa	ENSOARG00000015707
Dok3	ENSOARG00000004300
Mrpl34	MRPL34
Nmrk1	NMRK1
Zfp825	
Olfr566	OR51F1
Pde6g	PDE6G
