Gene name	Chicken gene name
Pax7	Pax-7
Pax9	PAX9
Paxbp1	PAXBP1
Paxip1	PAXIP1
Pbk	PBK
Pbld2	PBLD
Pbld1	PBLD
Pbrm1	PBRM1
Pbx1	PBX1
Pbx3	PBX3
Pbx4	PBX4
Pcbd1	PCBD1
Pcbd2	PCBD2
Pcbp2	PCBP2
Pcbp3	PCBP3
Pcbp4	PCBP4
Pcca	PCCA
Pccb	PCCB
Pcdh1	PCDH1
Pcdh12	PCDH12
Pcdh15	PCDH15
Pcdh17	PCDH17
Pcdh18	PCDH18
Pcdh19	PCDH19
Pcdh8	PCDH8
Pcdh9	PCDH9
Pcdha11	PCDHA3
Pcdha2	PCDHA3
Pcdha9	PCDHA3
Gm42416	PCDHA3
Pcdha12	PCDHA3
Pcdha7	PCDHA3
Pcdha3	PCDHA3
Pcdha8	PCDHA3
Pcdha1	PCDHA3
Pcdha4	PCDHA3
Pcdha6	PCDHA3
Pcdha11	PCDHA3
Pcdha5	PCDHA3
Pcgf1	PCGF1
Pcgf3	PCGF3
Pcgf5	PCGF5
Pcgf6	PCGF6
Pcid2	PCID2
Pcif1	PCIF1
Pck1	PCK1
Pcm1	PCM1
Pcmt1	PCMT1
Pcmtd1	PCMTD1
Pcmtd2	PCMTD2
Pcna	PCNA
Pcna-ps2	PCNA
Pcnt	PCNT
Pcnx	PCNX1
Pcolce2	PCOLCE2
Pcp4	PCP4
Pcsk1	PCSK1
Pcsk2	PCSK2
Pcsk4	PCSK4
Pcsk6	PCSK6
Pcsk7	PCSK7
Pctp	PCTP
Pcyox1	PCYOX1
Pcyox1l	PCYOX1L
Pcyt1a	PCYT1A
Pcyt2	PCYT2
Pdap1	PDAP1
Pdc	PDC
Pdcd10	PDCD10
Pdcd1lg2	PDCD1LG2
Pdcd2	PDCD2
Pdcd4	PDCD4
Pdcd5	PDCD5
Pdcd6	PDCD6
Pdcd6ip	PDCD6IP
Pdcd7	PDCD7
Pdcl	PDCL
Pdcl2	PDCL2
Pdcl3	PDCL3
Pddc1	PDDC1
Pde10a	PDE10A
Pde11a	PDE11A
Pde1a	PDE1A
Pde1c	PDE1C
Pde3a	PDE3A
Pde3b	PDE3B
Pde4b	PDE4B
Pde4c	PDE4C
Pde4d	PDE4D
Pde5a	PDE5
Pde6b	PDE6B
Pde6c	PDE6C
Pde6d	PDE6D
Pde6g	PDE6G
Pde6h	PDE6H
Pde7a	PDE7A
Pde7b	PDE7B
Pde8a	PDE8A
Pde8b	PDE8B
Pdgfa	PDGF-A
Pdgfb	PDGFB
Pdgfc	PDGFC
Pdgfd	PDGFD
Pdgfra	PDGFRA
Pdgfrb	PDGFRB
Pdgfrl	PDGFRL
Pdhb	PDHB
Pdhx	PDHX
Pdia2	PDIA2
Pdia3	PDIA3
Pdia4	PDIA4
Pdia5	PDIA5
Pdia6	PDIA6
Pdik1l	PDIK1L
Pdilt	PDILT
Pdk1	PDK1
Pdk3	PDK3
Pdk4	PDK4
Pdlim1	PDLIM1
Pdlim3	PDLIM3
Pdlim4	PDLIM4
Pdlim5	PDLIM5
Pdlim7	PDLIM7
Pdp1	PDP1
Pdp2	PDP2
Pdpk1	PDPK1
Pdpr	PDPR
Pdrg1	PDRG1
Pds5b	PDS5B
Pdss1	PDSS1
Pdss2	PDSS2
Pdx1	PDX1
Pdxdc1	PDXDC1
Pdxk	PDXK
Pdyn	PDYN
Pdzd11	PDZD11
Pdzd3	PDZD3
Pdzd8	PDZD8
Pdzk1	PDZK1
Pdzk1ip1	PDZK1IP1
Pdzrn3	PDZRN3
Pdzrn4	PDZRN4
Peak1	PEAK1
Pear1	PEAR1
Pbp2	PEBP1
Pebp1	PEBP1
Pecr	PECR
Pef1	PEF1
Peli1	PELI1
Peli2	PELI2
Pelo	PELO
Pemt	PEMT
Penk	PENK
Pepd	PEPD
Per2	PER2
Per3	PER3
Pes1	PES1
Pex1	PEX1
Pex10	PEX10
Pex11a	PEX11A
Pex11g	PEX11G
Pex12	PEX12
Pex13	PEX13
Pex14	PEX14
Pex16	PEX16
Pex2	PEX2
Pex26	PEX26
Pex3	PEX3
Pex5	PEX5
Pex5l	PEX5L
Pex6	PEX6
Pex7	PEX7
Pfdn1	PFDN1
Pfdn2	PFDN2
Pfdn4	PFDN4
Pfdn5	PFDN5
Pfkfb1	PFKFB1
Pfkfb2	PFKFB2
Gm29427	PFKFB2
Pfkfb3	PFKFB3
Pfkfb4	PFKFB4
Pfkl	PFKL
Pfkm	PFKM
Pfkp	PFKP
Pfn2	PFN2
Pfn3	PFN3
Pfn4	PFN4
Pgam1	PGAM1
Pgam5	PGAM5
Pgap2	PGAP2
Pgap3	PGAP3
Pgbd5	PGBD5
Pgd	PGD
Pgf	PGF
Pgghg	PGGHG
Pggt1b	PGGT1B
Pgls	PGLS
Pglyrp2	PGLYRP2
Pgm1	PGM2
Pgm2l1	PGM2L1
Pgm3	PGM3
Pgm5	PGM5
Pgp	PGP
Pgpep1	PGPEP1
Pgpep1l	PGPEP1L
Pgr	PGR
Pgrmc1	PGRMC1
Pgs1	PGS1
Phactr1	PHACTR1
Phactr2	PHACTR2
Phactr4	PHACTR4
Phax	PHAX
Phb	PHB
Phb2	PHB2
Phc1	PHC1
Phex	PHEX
Phf10	PHF10
Phf11a	PHF11
Phf11b	PHF11
Phf11d	PHF11
Phf11c	PHF11
Gm6904	PHF11
Phf12	PHF12
Phf13	PHF13
Phf14	PHF14
Phf19	PHF19
Phf2	PHF2
Phf20	PHF20
Phf20l1	PHF20L1
Phf21a	PHF21A
Phf21b	PHF21B
Phf24	PHF24
Phf3	PHF3
Phf5a	PHF5A
Phf6	PHF6
Phgdh	PHGDH
Phip	PHIP
Phka1	PHKA1
Phka2	PHKA2
Phkb	PHKB
Phkg1	PHKG1
Phlda2	PHLDA2
Phldb1	PHLDB1
Phlpp1	PHLPP1
Phlpp2	PHLPP2
Phospho1	PHOSPHO1
Phospho2	PHOSPHO2
Phox2b	PHOX2B
Phpt1	PHPT1
Phrf1	PHRF1
Phtf1	PHTF1
Phtf2	PHTF2
Phyh	PHYH
Phyhd1	PHYHD1
Phyhipl	PHYHIPL
Phykpl	PHYKPL
Pi15	PI15
Pi4ka	PI4KA
Pi4kb	PI4KB
Pianp	PIANP
Pias1	PIAS1
Pias2	PIAS2
Pias4	PIAS4
Pibf1	PIBF1
Pick1	PICK1
Pid1	PID1
Pidd1	PIDD1
Piezo1	PIEZO1
Piezo2	PIEZO2
Pifo	PIFO
Piga	PIGA
Pigc	PIGC
Pigf	PIGF
Pigg	PIGG
Pigh	PIGH
Pigk	PIGK
Pigm	PIGM
Pign	PIGN
Pigp	PIGP
Pigq	PIGQ
Pigr	PIGR
Pigs	PIGS
Pigt	PIGT
Pigu	PIGU
Pigv	PIGV
Pigw	PIGW
Pigx	PIGX
Pigyl	PIGY
Pigz	PIGZ
Pih1h3b	PIH1D3
Pih1d3	PIH1D3
Pik3ap1	PIK3AP1
Pik3c2a	PIK3C2A
Pik3c2b	PIK3C2B
Pik3c2g	PIK3C2G
Pik3c3	PIK3C3
Pik3ca	PIK3CA
Pik3cb	PIK3CB
Pik3cd	PIK3CD
Pik3cg	PIK3CG
Pik3r4	PIK3R4
Pik3r5	PIK3R5
Pik3r6	PIK3R6
Pikfyve	PIKFYVE
Pim1	PIM1
Pim3	PIM3
Pin1	PIN1
Pin1rt1	PIN1
Pin4	PIN4
Pink1	PINK1
Pip4k2a	PIP4K2A
Pip4k2b	PIP4K2B
Pip4k2c	PIP4K2C
Pip5k1a	PIP5K1A
Pip5k1b	PIP5K1B
Pip5k1c	PIPKIgamma87
Pipox	PIPOX
Gm20671	PISD
Pisd	PISD
AC149090.1	PISD
Pou1f1	Pit1W
Ssc5d	PIT54
Pithd1	PITHD1
Pitpnb	PITPNB
Pitpnc1	PITPNC1
Pitpnm1	PITPNM1
Pitpnm3	PITPNM3
Pitrm1	PITRM1
Pitx2	PITX2
Pitx3	PITX3
Piwil1	PIWIL1
Pkd1	PKD1
Pkd2	PKD2
Pkd2l1	PKD2L1
Pkdcc	PKDCC
Pkhd1	PKHD1
Pkia	PKIA
Pkib	PKIB
Pkig	PKIG
Pkm	PKM
Pkn2	PKN2
Pkn3	PKN3
Pknox1	PKNOX1
Pkp1	PKP1
Pkp2	PKP2
Pkp3	PKP3
Pkp4	PKP4
Pla1a	PLA1A
Pla2g2c	PLA2 IIE
Pla2g12a	PLA2G12A
Pla2g12b	PLA2G12B
Pla2g15	PLA2G15
Pla2g2e	PLA2G2E
Pla2g4a	PLA2G4A
Pla2g4f	PLA2G4F
Pla2g2d	PLA2G5
Pla2g5	PLA2G5
Pla2g2a	PLA2G5
Pla2g6	PLA2G6
Pla2g7	PLA2G7
Pla2r1	PLA2R1
Plaa	PLAA
Gm9780	PLAC9
Plac9b	PLAC9
Plac9a	PLAC9
Plag1	PLAG1
Plagl2	PLAGL2
Plat	PLAT
Plau	PLAU
Plbd1	PLBD1
Plbd2	PLBD2
Plcb1	PLCB1
Plcb2	PLCB2
Plcb4	PLCB4
Plcd1	PLCD1
Plcd3	PLCD3
Plcd4	PLCD4
Plcg1	PLCG1
Plcg2	PLCG2
Plch1	PLCH1
Plcl1	PLCL1
Plcl2	PLCL2
Plcxd1	PLCXD1
Plcxd2	PLCXD2
Plcxd3	PLCXD3
Plcz1	PLCZ1
Pld4	PLD4
Pld5	PLD5
Plek	PLEK
Plekha1	PLEKHA1
Plekha2	PLEKHA2
Plekha3	PLEKHA3
Plekha6	PLEKHA6
Plekha7	PLEKHA7
Plekha8	PLEKHA8
Plekhb1	PLEKHB1
Plekhb2	PLEKHB2
Plekhd1	PLEKHD1
Plekhf1	PLEKHF1
Plekhf2	PLEKHF2
Plekhg1	PLEKHG1
Plekhh1	PLEKHH1
Plekhh2	PLEKHH2
Plekhh3	PLEKHH3
Plekhm1	PLEKHM1
Plekhm2	PLEKHM2
Plekhm3	PLEKHM3
Plekho1	PLEKHO1
Plin1	PLIN1
Plin2	PLIN2
Plin3	PLIN3
Plk1	PLK1
Plk2	PLK2
Plk3	PLK3
Plk4	PLK4
Pllp	PLLP
Pln	PLN
Plod1	PLOD1
Plod2	PLOD2
Plp1	PLP1
Prosc	PLPBP
Plpp1	PLPP1
Plpp3	PLPP3
Plpp4	PLPP4
Plpp5	PLPP5
Plpp6	PLPP6
Plpp7	PLPP7
Plppr1	PLPPR1
Plppr3	PLPPR3
Plppr4	PLPPR4
Plppr5	PLPPR5
Plrg1	PLRG1
Pls1	PLS1
Pls3	PLS3
Plscr5	PLSCR5
Pltp	PLTP
Plxdc1	PLXDC1
Plxdc2	PLXDC2
Plxna1	PLXNA1
Plxna2	PLXNA2
Plxna4	PLXNA4
Plxnb1	PLXNB1
Plxnb2	PLXNB2
Plxnc1	PLXNC1
Plxnd1	PLXND1
Pm20d1	PM20D1
Pm20d2	PM20D2
Pmaip1	PMAIP1
Pmch	PMCH
Pmel	PMEL
Pmepa1	PMEPA1
Pmm1	PMM1
Pmm2	PMM2
Pmp2	PMP2
Pmp22	PMP22
Pmpca	PMPCA
Pmpcb	PMPCB
Pms1	PMS1
Pms2	PMS2
Gm42421	PMS2
Pmvk	PMVK
Pnisr	PNISR
Pnkd	PNKD
Pnldc1	PNLDC1
Pnmt	PNMT
Pnn	PNN
Pno1	PNO1
Pnoc	PNOC
Pnp2	PNP
Pnp	PNP
Pnpla2	PNPLA2
Pnpla6	PNPLA6
Pnpla7	PNPLA7
Pnpla8	PNPLA8
Pnpo	PNPO
Pnpt1	PNPT1
Pnrc1	PNRC1
Pnrc2	PNRC2
Poc1a	POC1A
Poc1b	POC1B
Podn	PODN
Podxl2	PODXL2
Pof1b	POF1B
Pofut1	POFUT1
Pofut2	POFUT2
Poglut1	POGLUT1
Pola1	POLA1
Polb	POLB
Pold3	POLD3
Poldip2	POLDIP2
Poldip3	POLDIP3
Pole2	POLE2
AC099934.7	POLE2
Pole3	POLE3
Pole4	POLE4
Polg2	POLG2
Polh	POLH
Polk	POLK
Poll	POLL
Poln	POLN
Polq	POLQ
Polr1a	POLR1A
Polr1b	POLR1B
Polr1c	POLR1C
Polr1d	POLR1D
Polr1e	POLR1E
Polr2b	POLR2B
Polr2c	POLR2C
Polr2d	POLR2D
Polr2e	POLR2E
Polr2f	POLR2F
Polr2h	POLR2H
Polr2i	POLR2I
Polr2l	POLR2L
Polr3a	POLR3A
Polr3b	POLR3B
Polr3e	POLR3E
Polr3f	POLR3F
Polr3g	POLR3G
Polr3h	POLR3H
Polr3k	POLR3K
Polrmt	POLRMT
Pomc	POMC
Pomgnt1	POMGNT1
Pomgnt2	POMGNT2
Pomk	POMK
Pomp	POMP
Pomt1	POMT1
Pop1	POP1
Pop4	POP4
Pop5	POP5
Popdc2	POPDC2
Popdc3	POPDC3
Postn	POSTN
Pot1a	POT1
Pot1b	POT1
Pou2af1	POU2AF1
Pou2f1	POU2F1
Pou2f3	POU2F3
Pou3f2	POU3F2
Pou3f3	POU3F3
Pou4f1	POU4F1
Pou4f2	POU4F2
Pou4f3	POU4F3
Pou5f1	Pou5f3
Pou5f2	Pou5f3
Pou6f1	POU6F1
Pou6f2	POU6F2
Ppp1r12b	PP1M M21 subunit
Pp2d1	PP2D1
Ppa1	PPA1
Ppa2	PPA2
Ppara	PPARA
Ppard	PPARD
Pparg	PPARG
Ppargc1a	PPARGC1A
Ppargc1b	PPARGC1B
Ppat	PPAT
Ppcdc	PPCDC
Ppcs	PPCS
Ppdpf	PPDPF
Ppef1	PPEF1
Ppef2	PPEF2
Ppfia1	PPFIA1
Ppfia2	PPFIA2
Ppfia4	PPFIA4
Ppfibp1	PPFIBP1
Ppfibp2	PPFIBP2
3110001I22Rik	PPHLN1
Pphln1	PPHLN1
Ppib	PPIB
Ppic	PPIC
Ppid	PPID
Ppie	PPIE
Ppif	PPIF
Ppig	PPIG
Gm7879	PPIH
Ppih	PPIH
Ppil1	PPIL1
Ppil2	PPIL2
Ppil3	PPIL3
Ppil4	PPIL4
Ppil6	PPIL6
Ppip5k1	PPIP5K1
Ppip5k2	PPIP5K2
Ppl	PPL
Ppm1a	PPM1A
Ppm1b	PPM1B
Ppm1d	PPM1D
Ppm1e	PPM1E
Ppm1f	PPM1F
Ppm1g	PPM1G
Ppm1h	PPM1H
Ppm1j	PPM1J
Ppm1k	PPM1K
Ppm1l	PPM1L
Ppme1	PPME1
Ppp1ca	PPP1CA
Ppp1cb	PPP1CB
Ppp1cc	PPP1CC
Ppp1r12a	PPP1R12A
Ppp1r13b	PPP1R13B
Ppp1r14c	PPP1R14C
Ppp1r15b	PPP1R15B
Ppp1r16b	PPP1R16B
Ppp1r17	PPP1R17
Ppp1r1b	PPP1R1B
Ppp1r21	PPP1R21
Ppp1r26	PPP1R26
Ppp1r27	PPP1R27
Ppp1r36	PPP1R36
Ppp1r3a	PPP1R3A
Ppp1r3b	PPP1R3B
Ppp1r3c	PPP1R3C
Ppp1r3d	PPP1R3D
Ppp1r3e	PPP1R3E
Ppp1r7	PPP1R7
Ppp1r8	PPP1R8
Ppp1r9b	PPP1R9B
Ppp2ca	PPP2CA
Ppp2cb	PPP2CB
Ppp2r2a	PPP2R2A
Ppp2r2b	PPP2R2B
Ppp2r2c	PPP2R2C
Ppp2r2d	PPP2R2D
Ppp2r3a	PPP2R3A
Ppp2r3c	PPP2R3C
Ptpa	PPP2R4
Ppp2r5a	PPP2R5A
Ppp2r5c	PPP2R5C
Ppp2r5d	PPP2R5D
Ppp2r5e	PPP2R5E
Ppp3ca	PPP3CA
Ppp3cb	PPP3CB
Ppp3cc	PPP3CC
Ppp4r1	PPP4R1
Ppp4r2	PPP4R2
Ppp4r3a	PPP4R3A
Ppp4r4	PPP4R4
Ppp6c	PPP6C
Ppp6r2	PPP6R2
Ppp6r3	PPP6R3
Pprc1	PPRC1
Ppt1	PPT1
Pptc7	PPTC7
Ppwd1	PPWD1
Pyy	PPY
Pqlc2	PQLC2
Pqlc3	PQLC3
Pradc1	PRADC1
Prag1	PRAG1
Prc1	PRC1
Prcc	PRCC
Prcp	PRCP
Prdm11	PRDM11
Prdm12	PRDM12
Prdm15	PRDM15
Prdm16	PRDM16
Prdm2	PRDM2
Prdm4	PRDM4
Prdm5	PRDM5
Prdm6	PRDM6
Prdx1	PRDX1
Prdx3	PRDX3
Prdx4	PRDX4
Prdx6	PRDX6
Prdx6b	PRDX6
Preb	PREB
Prelid1	PRELID1
Prelid3a	PRELID3A
Prelid3b	PRELID3B
Prelp	PRELP
Prep	PREP
Pknox2	PREP2
Prepl	PREPL
Prex1	PREX1
Prf1	PRF1
Prickle1	PRICKLE1
Prickle2	PRICKLE2
Prim1	PRIM1
Prim2	PRIM2
Prima1	PRIMA1
Primpol	PRIMPOL
Prkaa1	PRKAA1
Prkaa2	PRKAA2
Prkab2	PRKAB2
Prkacb	PRKACB
Prkag1	PRKAG1
Prkag2	PRKAG2
Prkag3	PRKAG3
Prkar1a	PRKAR1A
Prkar1b	PRKAR1B
Prkar2a	PRKAR2A
Prkar2b	PRKAR2B
Prkca	PRKCA
Prkcb	PRKCB
Prkcd	PRKCD
Prkce	PRKCE
Prkch	PRKCH
Prkci	PRKCI
Prkcq	PRKCQ
Prkcz	PRKCZ
Prkd1	PRKD1
Prkd3	PRKD3
Prkdc	PRKDC
Prkg1	PRKG1
Prkg2	PRKG2
Park2	PRKN
Prkrip1	PRKRIP1
Prkx	PRKX
Prl	prl
Prl3d1	prl
Prl3d2	prl
Prl3d3	prl
Prl3c1	prl
Prl3b1	prl
Prl3a1	prl
Prl6a1	prl
Prl2b1	prl
Prl8a1	prl
Prl7b1	prl
Prl7a1	prl
Prl7a2	prl
Prl2c3	prl
Prl7d1	prl
Prl7c1	prl
Prl2a1	prl
Prl2c1	prl
Prl4a1	prl
Prl5a1	prl
Prl2c2	prl
Prl2c5	prl
Prlh	PRLH
Gm21973	PRLR
Prlr	PRLR
Prmt3	PRMT3
Prmt7	PRMT7
Prmt8	PRMT8
Prmt9	PRMT9
Prnp	PRNP
Proc	PROC
Procr	PROCR
Prok1	PROK1
Prok2	PROK2
Prokr2	PROKR2
Prokr1	PROKR2
Prom1	Prom1
Prom2	PROM2
Pros1	PROS1
Proser1	PROSER1
Proser2	PROSER2
Prox1	PROX1
Proz	PROZ
Prpf19	PRPF19
Prpf3	PRPF3
Prpf38a	PRPF38A
Prpf38b	PRPF38B
Prpf4	PRPF4
Prpf40a	PRPF40A
Prpf6	PRPF6
Prpf8	PRPF8
Prph	PRPH
Prph2	PRPH2
Prps2	PRPS2
Prpsap1	PRPSAP1
Prpsap2	PRPSAP2
Prr15l	PRR15L
Prr16	PRR16
Prr5	PRR5
Prr5l	PRR5L
Prr7	PRR7
Prrc1	PRRC1
Prrg1	PRRG1
Prrg3	PRRG3
Prrg4	PRRG4
Prrx1	PRRX1
Prrx2	PRRX2
Prss12	PRSS12
Prss23	PRSS23
Prss35	PRSS35
Prss56	PRSS56
Prss57	PRSS57
Prtg	PRTG
Prune1	PRUNE1
Psat1	PSAT1
Psca	PSCA
Psd	PSD
Psd2	PSD2
Psd3	PSD3
Psen1	PSEN1
Psen2	PSEN2
Psip1	PSIP1
Pskh1	PSKH1
Psma3	PSMA3
Psma4	PSMA4
Psma5	PSMA5
Psma6	PSMA6
Psma7	PSMA7
Psmb1	PSMB1
Psmb2	PSMB2
Psmb3	PSMB3
Gm4950	PSMB3
Psmb4	PSMB4
Psmc1	PSMC1
Psmc2	PSMC2
Psmc3	PSMC3
Psmc3ip	PSMC3IP
Psmc5	PSMC5
Psmc6	PSMC6
Psmd1	PSMD1
Gm21972	PSMD1
Psmd10	PSMD10
Psmd11	PSMD11
Psmd12	PSMD12
Psmd13	PSMD13
Psmd2	PSMD2
Psmd3	PSMD3
Psmd4	PSMD4
Psmd5	PSMD5
Psmd6	PSMD6
Psmd7	PSMD7
Psme3	PSME3
Psme4	PSME4
Psmf1	PSMF1
Psmg1	PSMG1
Psmg2	PSMG2
Psmg3	PSMG3
Psmg4	PSMG4
Pspc1	PSPC1
Psph	PSPH
Pstpip1	PSTPIP1
Pstpip2	PSTPIP2
Ptafr	PTAFR
Ptar1	PTAR1
Ptbp1	PTBP1
Ptbp2	PTBP2
Ptbp3	PTBP3
Ptcd2	PTCD2
Ptch1	PTCH1
Ptch2	PTCH2
Ptchd1	PTCHD1
Ptchd3	PTCHD3
Ptchd4	PTCHD4
Ptdss1	PTDSS1
Ptdss2	PTDSS2
Pten	PTEN
Pter	PTER
Ptgdr	PTGDR
Ptger2	PTGER2
Ptger3	PTGER3
Ptger4	PTGER4
Ptges	PTGES
Ptges3	PTGES3
Ptgfrn	PTGFRN
Ptgr1	PTGR1
Ptgr2	PTGR2
Ptgs1	PTGS1
Ptgs2	PTGS2
Pth	PTH
Pth1r	PTH1R
Pthlh	PTHLH
Ptk2	PTK2
Ptk2b	PTK2B
Ptk7	PTK7
Ptma	PTMA
Ptn	PTN
Ptp4a1	PTP4A1
Ptp4a2	PTP4A2
Ptp4a3	PTP4A3
Ptpdc1	PTPDC1
Ptpn1	PTPN1
Ptpn11	PTPN11
Ptpn14	PTPN14
Ptpn2	PTPN2
Ptpn21	PTPN21
Ptpn22	PTPN22
Ptpn3	PTPN3
Ptpn5	PTPN5
Ptpn6	PTPN6
Ptpn7	PTPN7
Ptpn9	PTPN9
Ptpra	PTPRA
Ptprb	PTPRB
Ptprc	PTPRC
Ptprd	PTPRD
Ptpre	PTPRE
Ptprf	PTPRF
Ptprg	PTPRG
Ptprj	PTPRJ
Ptprk	PTPRK
Ptprm	PTPRM
Ptprn	PTPRN
Ptprn2	PTPRN2
Ptpro	PTPRO
Ptprq	PTPRQ
Ptprs	PTPRS
Ptprt	PTPRT
Ptpru	PTPRU
Ptprz1	PTPRZ1
Ptrh2	PTRH2
Ptrhd1	PTRHD1
Pts	PTS
Pttg1ip	PTTG1IP
Ptx3	PTX3
Hdhd1a	PUDP
Puf60	PUF60
Pum1	PUM1
Pum2	PUM2
Pum3	PUM3
Pura	PURA
Purb	PURB
Purg	PURG
Pus1	PUS1
Pus10	PUS10
Pus3	PUS3
Pus7l	PUS7L
Pusl1	PUSL1
Pvalb	PVALB
Pwp1	PWP1
Pwwp2a	PWWP2A
Pwwp2b	PWWP2B
Pxdc1	PXDC1
Pxdn	PXDN
Pxk	PXK
Pxmp4	PXMP4
Pxn	PXN
Pxylp1	PXYLP1
Pygb	PYGB
Pygl	PYGL
Pygo1	PYGO1
Pym1	PYM1
Pyroxd1	PYROXD1
Pyurf	PYURF
Pyy	PYY
Qars	QARS
Qdpr	QDPR
Qk	QKI
Qpct	QPCT
Qrich1	QRICH1
Qrsl1	QRSL1
Qser1	QSER1
Qsox1	QSOX1
Qsox2	QSOX2
Qtrtd1	QTRT2
R3hdm1	R3HDM1
R3hdm4	R3HDM4
R3hdml	R3HDML
Rab10	RAB10
Rab11a	RAB11A
Rab11b	RAB11B
Rab11fip2	RAB11FIP2
Rab11fip3	RAB11FIP3
Rab11fip4	RAB11FIP4
Rab12	RAB12
Rab14	RAB14
Rab17	RAB17
Rab18	RAB18
Rab19	RAB19
Rab1a	RAB1A
Rab20	RAB20
Rab21	RAB21
Rab22a	RAB22A
Rab24	RAB24
Rab26	RAB26
Rab27a	RAB27A
Rab28	RAB28
Rab29	RAB29
Rab2a	RAB2A
Rab30	RAB30
Rab31	RAB31
Rab32	RAB32
Rab33a	RAB33A
Rab33b	RAB33B
Rab35	RAB35
Rab36	RAB36
Rab37	RAB37
Rab38	RAB38
Rab39	RAB39A
Rab39b	RAB39B
Rab3a	RAB3A
Rab3b	RAB3B
Rab3c	RAB3C
Rab3gap1	RAB3GAP1
Rab3gap2	RAB3GAP2
Rab40c	RAB40C
Rab43	RAB43
Rab44	RAB44
Rab4a	RAB4A
Rab5a	RAB5A
Rab5c	RAB5C
Rab7	RAB7A
Rab7b	RAB7B
Rab8a	RAB8A
Rab8b	RAB8B
Rab9	RAB9A
Rab9b	RAB9B
Rabep1	RABEP1
Rabepk	RABEPK
Rabgap1	RABGAP1
Rabgap1l	RABGAP1L
Rabggtb	RABGGTB
Rabif	RABIF
Rabl3	RABL3
Rabl6	RABL6
Rac2	RAC2
Racgap1	RACGAP1
Rad1	RAD1
Rad17	RAD17
Rad18	RAD18
Rad21	RAD21
Rad21l	RAD21L1
Rad23a	RAD23A
Rad23b	RAD23B
Rad51	RAD51A
Rad51ap1	RAD51AP1
Rad51b	RAD51B
Rad51c	RAD51C
Rad51d	RAD51D
Rad52	RAD52
Rad54l	RAD54L
Rad54l2	RAD54L2
Rad9a	rad9
Radil	RADIL
Rae1	RAE1
Raf1	RAF1
Rag1	RAG1
Rag2	RAG2
Rai1	RAI1
Rai14	RAI14
Rai2	RAI2
Rala	RALA
Ralb	RALB
Ralbp1	RALBP1
Ralgapa1	RALGAPA1
Ralgapb	RALGAPB
Ralgps1	RALGPS1
Ralgps2	RALGPS2
Raly	RALY
Ralyl	RALYL
Ramp1	RAMP1
Ramp2	RAMP2
Ramp3	RAMP3
Ran	RAN
1700009N14Rik	RAN
Rasl2-9	RAN
Ranbp10	RANBP10
Ranbp3	RANBP3
Rangap1	RANGAP1
Rap1a	RAP1A
Rap1gap	RAP1GAP
Rap1gap2	RAP1GAP2
Rap1gds1	RAP1GDS1
Rap2a	RAP2A
Rap2b	RAP2B
Rap2c	RAP2C
Rapgef1	RAPGEF1
Rapgef2	RAPGEF2
Rapgef3	RAPGEF3
Rapgef4	RAPGEF4
Rapgef5	RAPGEF5
Rapgefl1	RAPGEFL1
Rapsn	RAPSN
Rarb	RARB
Rarres1	RARRES1
Rars	RARS
Rars2	RARS2
Rasa2	RASA2
Rasa3	RASA3
Rasal1	RASAL1
Rasal2	RASAL2
Rasd1	RASD1
Rasd2	RASD2
Rasef	RASEF
Rasgef1a	RASGEF1A
Rasgef1c	RASGEF1C
Rasgrf1	RASGRF1
Rasgrf2	RASGRF2
Rasgrp1	RASGRP1
Rasgrp3	RASGRP3
Rasl10b	RASL10B
Rasl11a	RASL11A
Rasl11b	RASL11B
Rasl12	RASL12
Rassf1	RASSF1
Rassf10	RASSF10
Rassf2	RASSF2
Rassf3	RASSF3
Rassf5	RASSF5
Rassf6	RASSF6
Rassf7	RASSF7
Rassf9	RASSF9
Raver2	RAVER2
Rax	RAX1
Rb1	RB1
Rb1cc1	RB1CC1
Rbbp4	RBBP4
Rbbp5	RBBP5
Rbbp6	RBBP6
Rbbp7	RBBP7
Rbbp8	RBBP8
Rbfa	RBFA
Rbfox1	RBFOX1
Rbfox2	RBFOX2
Rbfox3	RBFOX3
Rbks	RBKS
Rbl1	RBL1
Gm28036	RBM12
Rbm12	RBM12
Rbm12b2	RBM12B
Rbm12b1	RBM12B
Rbm14	RBM14
Rbm15	RBM15
Rbm17	RBM17
Rbm18	RBM18
Rbm19	RBM19
Rbm20	RBM20
Rbm22	RBM22
Rbm24	RBM24
Rbm25	RBM25
Rbm26	RBM26
Rbm33	RBM33
Rbm38	RBM38
Rbm39	RBM39
Rbm41	RBM41
Rbm43	RBM43
Rbm45	RBM45
Rbm46	RBM46
Rbm47	RBM47
Rbm48	RBM48
Rbm5	RBM5
Rbm6	RBM6
Rbm8a2	RBM8A
Rbm8a	RBM8A
Rbms1	RBMS1
Rbms2	RBMS2
Rbp2	RBP2
Rbp3	RBP3
Rbp4	RBP4
Rbp7	RBP7
Rbpj	RBPJ
Rbpjl	RBPJL
Rbpms	RBPMS
Rbpms2	RBPMS2
Rbsn	RBSN
Rbx1	RBX1
Rc3h1	RC3H1
Rc3h2	RC3H2
Rcan1	RCAN1
Rcan2	RCAN2
Rcan3	RCAN3
Rcbtb1	RCBTB1
Rcc1	RCC1
Rcc1l	RCC1L
Rcc2	RCC2
